N	3gram	Bakhtin_Pr_3	NovoeSre
1	в высшей степени	3	6
2	не может быть	6	4
3	подобно тому как	2	3
4	со всех сторон	1	3
5	лицом к лицу	1	3
6	в этом смысле	4	2
7	он не может	3	2
8	что в нем	2	2
9	в нем нет	1	2
10	вместе с тем	2	2
11	с другой стороны	3	2
12	вопрос о том	1	2
13	в том и	1	2
14	и того же	1	1
15	а не в	2	1
16	одного и того	1	1
17	потому что не	1	1
18	не было и	1	1
19	до сих пор	1	1
20	и не может	2	1
21	для себя и	1	1
22	в себе всякое	1	1
23	что он может	1	1
24	в отличие от	2	1
25	должно было быть	1	1
26	заключает в себе	1	1
27	к дурной бесконечности	2	1
28	и не в	3	1
29	а не их	1	1
30	и стремится к	1	1
31	но она не	1	1
32	как будто бы	1	1
33	не могу уже	1	1
34	к одному из	1	1
35	в такой же	2	1
36	то что он	1	1
37	в нем не	1	1
38	это конечно не	1	1
39	во всяком случае	5	1
40	о том что	2	1
41	и для другого	1	1
42	ни в чем	2	1
43	то что в	1	1
44	и пр в	1	1
45	в значительной степени	1	1
46	но для этого	1	1
47	и вместе с	1	1
48	не в силах	2	1
49	в этом я	1	1
50	выходит за пределы	2	1
51	в большинстве случаев	2	1
52	я ни в	1	1
53	в том что	1	1
54	как и в	1	1
55	прежде всего как	1	1
