N	2gram	Losev_Prob_3	Sovremen
1	не может	7	17
2	может быть	28	12
3	точки зрения	5	12
4	таким образом	9	11
5	мы не	7	9
6	в этом	17	7
7	не можем	1	7
8	и в	44	7
9	каждый раз	3	6
10	мы можем	6	6
11	ничего не	3	6
12	как и	10	6
13	и не	35	6
14	в результате	2	6
15	все эти	7	5
16	что же	8	5
17	прежде всего	3	5
18	с точки	2	5
19	в условиях	3	5
20	в дальнейшем	1	4
21	вопрос о	1	4
22	мы должны	7	4
23	в том	21	4
24	в целом	6	4
25	если мы	16	4
26	из них	2	4
27	так как	9	4
28	каждого элемента	1	4
29	мы видели	2	4
30	не только	14	4
31	как бы	9	4
32	вместе с	2	4
33	это не	9	4
34	точку зрения	1	4
35	а в	5	4
36	жизни и	6	4
37	можем назвать	2	3
38	он может	1	3
39	в первом	1	3
40	то же	13	3
41	ясно что	6	3
42	но мы	1	3
43	между собой	1	3
44	видели что	1	3
45	отнюдь не	10	3
46	все же	6	3
47	еще не	5	3
48	но в	12	3
49	он в	2	3
50	в этой	3	3
51	в себе	8	3
52	уже в	3	3
53	как он	1	3
54	в наших	2	3
55	что она	1	3
56	в одном	1	3
57	в конце	5	3
58	в нем	9	3
59	при этом	4	3
60	было бы	8	3
61	само собою	1	3
62	а не	18	3
63	всех элементов	1	3
64	и потому	7	3
65	мы называем	1	3
66	этим мы	2	3
67	не в	13	3
68	все это	5	3
69	при таком	2	3
70	а все	1	3
71	для нас	16	3
72	и все	3	3
73	у нас	10	3
74	состоит из	5	3
75	и к	6	3
76	когда мы	15	3
77	отличается от	4	3
78	следующим образом	1	3
79	как мы	8	2
80	и есть	5	2
81	тем же	2	2
82	все те	1	2
83	той же	1	2
84	для его	3	2
85	и даже	14	2
86	говорить о	3	2
87	только так	1	2
88	говорим о	3	2
89	настоящее время	2	2
90	и что	7	2
91	и во	2	2
92	самом деле	3	2
93	говорить об	1	2
94	в его	9	2
95	и будет	2	2
96	может иметь	3	2
97	с этим	2	2
98	дает нам	2	2
99	быть и	3	2
100	в самом	3	2
101	по мнению	2	2
102	в которой	2	2
103	не будем	2	2
104	что это	3	2
105	в нашем	5	2
106	из этих	1	2
107	с одной	2	2
108	со всеми	1	2
109	и они	1	2
110	уже не	7	2
111	то и	5	2
112	в виде	6	2
113	на его	1	2
114	тем не	10	2
115	всяком случае	6	2
116	у него	1	2
117	и по	2	2
118	отличие от	3	2
119	ее на	1	2
120	но все	3	2
121	то ни	6	2
122	что все	2	2
123	значение в	3	2
124	с общим	1	2
125	конечно в	1	2
126	или иной	8	2
127	в живом	1	2
128	на этот	4	2
129	которой он	1	2
130	в один	1	2
131	свою собственную	3	2
132	что такое	3	2
133	и займемся	1	2
134	из которых	2	2
135	в отличие	2	2
136	знаем что	1	2
137	такого рода	6	2
138	это за	3	2
139	же мы	1	2
140	не менее	10	2
141	можно назвать	1	2
142	на котором	2	2
143	и именно	2	2
144	она может	2	2
145	в настоящее	2	2
146	представлять себе	1	2
147	такие же	1	2
148	совершенно не	4	2
149	не могут	1	2
150	могут быть	2	2
151	что при	2	2
152	же самое	9	2
153	что в	8	2
154	только одну	1	2
155	если же	3	2
156	в таком	5	2
157	во всяком	9	2
158	а может	2	1
159	и начала	1	1
160	приходится сказать	1	1
161	и это	9	1
162	существующими в	1	1
163	с ее	2	1
164	на самом	7	1
165	ведь в	2	1
166	это и	7	1
167	возникновения и	1	1
168	мы имели	1	1
169	здесь и	3	1
170	и до	2	1
171	бы к	3	1
172	не имеют	4	1
173	одинаково возможны	1	1
174	значение но	2	1
175	строго отличать	1	1
176	можно было	4	1
177	и могут	2	1
178	мы уже	4	1
179	из всех	1	1
180	есть не	5	1
181	принадлежит только	1	1
182	мы имеем	2	1
183	и само	1	1
184	всякой реальной	1	1
185	же как	3	1
186	когда в	3	1
187	мы в	4	1
188	поэтому в	1	1
189	если бы	3	1
190	и вообще	8	1
191	совсем иное	1	1
192	что иное	4	1
193	и действительно	1	1
194	для нашей	1	1
195	и ни	3	1
196	и живой	1	1
197	или как	3	1
198	хотя конечно	1	1
199	того же	2	1
200	мы ее	1	1
201	подчеркнуть что	1	1
202	о том	6	1
203	может выполнять	1	1
204	в ней	5	1
205	и та	1	1
206	определенным образом	2	1
207	он сам	4	1
208	все его	1	1
209	иное как	4	1
210	быть в	2	1
211	бы то	4	1
212	от другой	2	1
213	его в	3	1
214	во всех	2	1
215	образом одна	1	1
216	природы и	2	1
217	раз и	4	1
218	идти некуда	1	1
219	мы надеемся	1	1
220	данном случае	7	1
221	совсем не	2	1
222	но не	3	1
223	к этому	1	1
224	данного элемента	1	1
225	мы будем	2	1
226	но как	4	1
227	точка зрения	1	1
228	вся эта	3	1
229	и все-таки	1	1
230	во втором	1	1
231	а потому	1	1
232	и действительное	1	1
233	во всей	3	1
234	каждый элемент	1	1
235	крайней мере	5	1
236	один и	1	1
237	может стать	1	1
238	из нескольких	1	1
239	всю эту	1	1
240	в ту	1	1
241	все время	1	1
242	чем же	4	1
243	идет о	1	1
