N	3gram	Tiupa_Anal_1	Formalny
1	с точки зрения	4	13
2	то же время	6	8
3	в то же	8	8
4	более или менее	1	6
5	до сих пор	1	6
6	в свою очередь	1	6
7	не может быть	16	5
8	по отношению к	5	4
9	с одной стороны	3	4
10	во всяком случае	1	4
11	и т п	3	4
12	прежде всего в	1	3
13	бы то ни	3	3
14	по аналогии с	1	3
15	смысле этого слова	1	3
16	нет и не	2	2
17	а вовсе не	1	2
18	и не в	4	2
19	и не может	4	2
20	в зависимости от	1	2
21	сами по себе	2	2
22	соединении с художественной	1	2
23	как мы увидим	1	2
24	как если бы	1	2
25	и в частности	1	2
26	в том чтобы	7	2
27	химическом соединении с	1	2
28	но в то	2	2
29	в связи с	1	2
30	в литературном произведении	1	2
31	того или иного	3	2
32	не сводится к	2	2
33	в химическом соединении	1	2
34	литературное произведение в	1	2
35	в художественном произведении	1	2
36	науки о литературе	2	2
37	произведение в его	1	2
38	в его художественной	1	2
39	или хотя бы	1	1
40	литературного произведения как	5	1
41	состоит в том	3	1
42	с художественной идеологемой	1	1
43	не говоря уже	1	1
44	как и во	1	1
45	при изучении литературы	1	1
46	в этом смысле	1	1
47	в том и	2	1
48	конечно может быть	1	1
49	так и не	1	1
50	познания и поступка	1	1
51	как раз и	1	1
52	произведение искусства есть	1	1
53	что как бы	1	1
54	говоря уже о	1	1
55	учение о художественном	1	1
56	в том что	9	1
57	своего предмета и	1	1
58	но и в	2	1
59	на самом же	1	1
60	в этом отношении	2	1
61	бы мы ни	1	1
62	том числе и	1	1
63	в то что	1	1
64	литературное произведение не	2	1
65	произведения в его	2	1
66	в противном случае	1	1
67	с этой точки	1	1
68	вместе с тем	1	1
69	художественного восприятия в	1	1
70	литературного произведения в	5	1
71	во внутренней речи	1	1
72	в данном случае	2	1
73	то ни было	3	1
74	во внешнем мире	2	1
75	не столько в	1	1
76	и в пределах	1	1
77	в отличие от	6	1
78	и как бы	1	1
79	художественного творчества в	1	1
80	с другой стороны	2	1
81	самом же деле	1	1
82	том и заключается	1	1
83	самом деле в	1	1
84	между тем как	1	1
85	в широком смысле	2	1
86	литературного произведения с	2	1
87	этой точки зрения	1	1
88	в той же	1	1
89	во всех своих	1	1
90	существует независимо от	1	1
91	что литературное произведение	1	1
92	один из возможных	1	1
93	до тех пор	1	1
94	и заключается что	1	1
95	науке о литературе	1	1
96	что в литературе	1	1
97	и тем самым	1	1
98	но отнюдь не	1	1
99	у разных авторов	1	1
100	в том числе	3	1
101	к тому что	1	1
102	тех или иных	2	1
103	всего может быть	1	1
104	выходит за пределы	1	1
105	произведение искусства является	1	1
106	в отрыве от	2	1
107	по своей природе	1	1
