N	2gram	Vinokur_St_2	Analitik
1	тогда как	2	19
2	в этом	21	18
3	не только	19	16
4	и в	29	16
5	в частности	4	16
6	так и	9	15
7	как и	2	14
8	своего рода	5	12
9	но и	19	12
10	и не	9	12
11	том что	27	12
12	в том	27	12
13	в качестве	5	11
14	при этом	2	10
15	а не	5	10
16	как бы	5	10
17	в этой	2	9
18	ничего не	4	9
19	в пределах	1	9
20	и даже	3	9
21	представляет собой	1	8
22	в данном	2	8
23	не случайно	1	8
24	особенно в	2	7
25	сочетании с	2	7
26	к тому	10	7
27	в сочетании	2	7
28	а также	2	7
29	о том	17	7
30	в себе	2	7
31	то что	11	7
32	в самом	7	6
33	и на	6	6
34	но в	8	6
35	говорить о	1	6
36	может быть	2	6
37	с другой	4	6
38	как это	2	6
39	на себя	3	5
40	в сторону	1	5
41	и к	4	5
42	данном случае	1	5
43	говорит о	2	5
44	в контексте	1	5
45	того же	2	4
46	по преимуществу	1	4
47	в поле	1	4
48	в сущности	1	4
49	совпадает с	1	4
50	столь же	1	4
51	но не	3	4
52	по отношению	1	4
53	за пределы	1	4
54	как в	3	4
55	в своем	9	4
56	хотя и	4	4
57	тому же	3	4
58	на этом	1	4
59	то же	2	4
60	не с	1	4
61	и тем	1	4
62	для него	4	4
63	точки зрения	5	4
64	не в	4	4
65	в конце	2	4
66	только не	2	4
67	не менее	3	4
68	во второй	1	4
69	можно сказать	1	4
70	только в	2	4
71	и его	6	4
72	не так	1	4
73	у него	1	4
74	как раз	8	4
75	не может	2	4
76	этом случае	1	4
77	все это	11	4
78	в один	2	4
79	отношению к	1	4
80	и то	1	3
81	едва ли	1	3
82	в их	3	3
83	не был	3	3
84	ответ на	1	3
85	что касается	1	3
86	на его	2	3
87	и если	1	3
88	и сам	2	3
89	его от	1	3
90	несмотря на	2	3
91	не мог	3	3
92	в эту	3	3
93	место в	1	3
94	не столько	7	3
95	не удивительно	1	3
96	тем не	2	3
97	никогда не	3	3
98	тем что	3	3
99	как будто	1	3
100	этом отношении	9	3
101	что на	3	3
102	ни о	1	3
103	как мы	1	3
104	можно было	1	3
105	в результате	2	3
106	если бы	2	3
107	одного из	1	3
108	борьба с	2	3
109	что и	2	3
110	и все	1	3
111	одной из	3	3
112	с ними	1	3
113	так что	3	3
114	борьбы с	3	3
115	из них	3	3
116	обращает на	3	3
117	только на	1	3
118	со стороны	2	3
119	именно в	4	3
120	было бы	5	3
121	в речи	4	3
122	или в	1	3
123	романа в	1	3
124	бы в	1	3
125	прежде всего	5	3
126	себя внимание	2	3
127	а в	1	3
128	по поводу	8	3
129	с самим	1	3
130	речь идет	4	2
131	и до	1	2
132	из его	2	2
133	той же	1	2
134	а как	4	2
135	в изложении	1	2
136	и он	3	2
137	еще не	1	2
138	он был	2	2
139	в общем	3	2
140	отличие от	2	2
141	и я	2	2
142	как говорит	2	2
143	узнает о	1	2
144	в значительной	2	2
145	и м	1	2
146	с их	1	2
147	на то	2	2
148	вследствие этого	1	2
149	вообще не	3	2
150	не следует	1	2
151	он не	9	2
152	выше уже	1	2
153	от которого	1	2
154	что она	1	2
155	таким образом	10	2
156	значительной степени	2	2
157	а затем	2	2
158	что все	1	2
159	на этой	1	2
160	это было	2	2
161	обоих случаях	1	2
162	этом смысле	1	2
163	по себе	3	2
164	он и	1	2
165	еще в	2	2
166	в этих	3	2
167	в своей	7	2
168	в котором	7	2
169	с точки	2	2
170	в отличие	2	2
171	о себе	1	2
172	в устах	2	2
173	даже в	2	2
174	в таких	1	2
175	она не	1	2
176	что с	2	2
177	в обоих	3	2
178	в то	2	2
179	дело не	2	2
180	л и	1	2
181	не имеет	2	2
182	на него	1	2
183	же время	1	2
184	явным образом	1	2
185	так например	7	2
186	в текст	1	2
187	другого но	1	2
188	реплики в	1	2
189	и эстетическим	1	2
190	роль в	1	2
191	те же	1	2
192	в борьбе	1	2
193	на которую	1	2
194	однако ж	1	2
195	нас к	1	2
196	что в	19	2
197	о своей	2	2
198	никак не	2	2
199	его в	2	2
200	и во	1	2
201	на всех	1	2
202	между тем	5	2
203	в его	13	2
204	о н	1	2
205	борьбе с	1	2
206	чем и	1	2
207	того что	5	2
208	с той	2	2
209	один из	1	2
210	с фигурой	1	2
211	в поэзии	1	2
212	а то	1	2
213	ни с	2	2
214	одно из	1	2
215	и их	1	2
216	ведь это	1	2
217	в одном	6	2
218	вовсе не	6	2
219	не о	1	2
220	ф о	1	2
221	представляют собой	1	2
222	и стал	1	2
223	на этот	2	2
224	его как	2	2
225	одну из	1	2
226	была бы	5	2
227	о чем	5	2
228	и слово	1	2
229	должна была	2	2
230	вместе с	7	2
231	так же	3	2
232	к его	1	2
233	к своему	2	2
234	такого рода	2	2
235	в ответ	1	2
236	по существу	2	2
237	и для	1	2
238	этого рода	1	2
239	он по	2	2
240	в двух	1	2
241	внимание на	4	2
242	еще более	4	2
243	от своего	1	2
244	сказать что	2	2
245	другой стороны	3	2
246	и внутренне	1	2
247	т е	10	2
248	этой сцены	1	2
249	все что	1	2
250	к этому	4	2
251	в таком	1	2
252	а между	1	1
253	как известно	2	1
254	произведения но	1	1
255	и т	9	1
256	также и	2	1
257	с с	1	1
258	зависимость от	1	1
259	с жизнью	1	1
260	совершенно новый	1	1
261	самом деле	3	1
262	идет о	3	1
263	в первом	1	1
264	к другому	1	1
265	отношения между	1	1
266	действительности и	1	1
267	по его	3	1
268	их и	1	1
269	со всех	1	1
270	бы уже	1	1
271	его собственному	1	1
272	на первом	2	1
273	почти все	2	1
274	не вполне	1	1
275	в полной	2	1
276	я не	7	1
277	из того	1	1
278	событий и	1	1
279	в сцене	7	1
280	то его	1	1
281	что оба	2	1
282	поэтического слова	1	1
283	и сами	1	1
284	в последних	1	1
285	не хотелось	1	1
286	в чем	1	1
287	автора есть	1	1
288	на своих	1	1
289	это имеет	1	1
290	и всего	1	1
291	истинный смысл	1	1
292	совсем не	1	1
293	особенно если	1	1
294	о смерти	1	1
295	этого противопоставления	1	1
296	очевидно что	2	1
297	будто вы	1	1
298	тут же	1	1
299	на речь	1	1
300	для русской	1	1
301	независимо от	1	1
302	центрального эпизода	1	1
303	в приведенном	1	1
304	в полном	3	1
305	когда он	1	1
306	и тот	1	1
307	тем же	2	1
308	оба раза	2	1
309	более или	2	1
310	о самом	1	1
311	не приходится	4	1
312	в которой	11	1
313	в литературном	1	1
314	с сюжетом	2	1
315	интересно что	3	1
316	мне не	1	1
317	так или	1	1
318	следует понимать	1	1
319	все эти	2	1
320	не оставляет	1	1
321	из этих	1	1
322	в известном	3	1
323	раз в	2	1
324	столько с	1	1
325	данном контексте	1	1
326	разговор о	1	1
327	и те	2	1
328	как он	2	1
329	по словам	4	1
330	в нем	4	1
331	в статье	2	1
332	в первую	1	1
333	первой части	2	1
334	в принципе	1	1
335	к одному	1	1
336	не к	2	1
337	не как	1	1
338	прочим и	1	1
339	различия в	1	1
340	борьбу с	2	1
341	евгения онегина	1	1
342	свое время	1	1
343	и по	3	1
344	равнодушен к	1	1
345	тут не	1	1
346	в каждом	1	1
347	интонаций в	1	1
348	а когда	1	1
349	об этом	6	1
350	времени и	4	1
351	необходимой для	1	1
352	в несколько	1	1
353	от степени	2	1
354	заключается в	1	1
355	первую очередь	1	1
356	каждого из	1	1
357	не совпадает	1	1
358	что один	1	1
359	ни в	3	1
360	в них	2	1
361	к которым	1	1
362	говорится о	1	1
363	такой же	1	1
364	нисколько не	1	1
365	но я	1	1
366	в понимании	1	1
367	но если	1	1
368	который оказался	1	1
369	это делает	1	1
370	одним и	1	1
371	что я	2	1
372	его жизнь	1	1
373	вплоть до	1	1
374	особое место	1	1
375	облечен в	1	1
376	который всегда	1	1
377	времени не	2	1
378	обмен репликами	1	1
379	и эти	1	1
380	и более	2	1
381	мере в	2	1
382	том же	2	1
383	что этот	2	1
384	и вся	2	1
385	тому что	7	1
386	счел нужным	1	1
387	виду что	1	1
388	собственному признанию	1	1
389	с теми	1	1
390	хотелось бы	1	1
391	на слова	1	1
392	одна из	1	1
393	было не	1	1
394	всех языках	1	1
395	которого он	1	1
396	материала в	1	1
397	но только	1	1
398	это еще	2	1
399	для всего	1	1
400	он с	1	1
401	смысл его	1	1
402	речи например	1	1
403	этих двух	1	1
404	впрочем в	1	1
405	как она	1	1
406	это слово	3	1
407	потому что	9	1
408	связи с	4	1
409	тому кто	1	1
410	только с	2	1
411	и речь	1	1
412	конечно и	2	1
413	у нас	3	1
414	языка в	2	1
415	и далее	1	1
416	предположение о	1	1
417	одно и	1	1
418	которых он	1	1
419	на границе	1	1
420	и старухи	1	1
421	и такие	1	1
422	похож на	1	1
423	его за	1	1
424	отличается от	1	1
425	должны быть	1	1
426	на довольно	1	1
427	бы он	1	1
428	что при	1	1
429	отказаться от	1	1
430	о них	1	1
431	и о	4	1
432	значения и	1	1
433	в виду	7	1
434	свою очередь	1	1
435	слава богу	1	1
436	в ее	2	1
437	на последнем	1	1
438	к какой	1	1
439	характер и	1	1
440	как драматический	1	1
441	том-то и	1	1
442	в совершенно	1	1
443	слова а	1	1
444	разговора с	1	1
445	говорит на	1	1
446	в образе	3	1
447	с собой	1	1
448	в отношении	2	1
449	связан с	3	1
450	она была	1	1
451	ли и	2	1
452	в последней	1	1
453	в диалог	1	1
454	поэтому в	1	1
455	этом месте	2	1
456	разговорного языка	1	1
457	эту сцену	1	1
458	и здесь	3	1
459	в другом	4	1
460	но к	1	1
461	литературным произведением	1	1
462	на вопрос	3	1
463	второй половине	1	1
464	разумеется в	2	1
465	и что	6	1
466	лирической поэзии	2	1
467	отличаются от	1	1
468	в которую	2	1
469	с его	2	1
470	а количество	1	1
471	недели в	1	1
472	или иначе	1	1
473	от них	1	1
474	очень близко	1	1
475	в заключительной	2	1
476	темам и	1	1
477	известном смысле	1	1
