N	4gram	Vygotskiy__4	Vvedenie
1	не что иное как	1	4
2	с одной стороны и	2	3
3	в том отношении что	1	3
4	состоит в том что	3	2
5	на вопрос о том	1	2
6	одной и той же	4	2
7	заключается в том что	13	2
8	мы имеем дело с	1	1
9	в самом деле то	1	1
10	но во всяком случае	1	1
11	одного и того же	5	1
12	собой не что иное	1	1
13	в том виде в	1	1
14	можно было бы назвать	2	1
15	точно так же как	1	1
16	в самом деле как	1	1
17	одно и то же	6	1
18	в собственном смысле слова	1	1
19	заключается в том чтобы	1	1
20	собственном смысле этого слова	4	1
21	бы то ни было	1	1
22	в том виде как	1	1
23	но вместе с тем	2	1
24	с этой точки зрения	4	1
25	было бы сказать что	1	1
26	но как мы уже	1	1
27	приходит к выводу что	1	1
28	том виде в каком	1	1
29	одном и том же	1	1
30	когда мы говорим о	1	1
31	отступают на задний план	1	1
32	если принять во внимание	1	1
33	в этом смысле нельзя	1	1
34	не говоря уже о	1	1
35	в собственном смысле этого	4	1
