N	3gram	Medvedev_V_1	Psycholo
1	для того чтобы	3	19
2	в том что	5	12
3	все то что	1	11
4	о том что	3	10
5	в самом деле	1	7
6	то же самое	1	6
7	к тому что	3	5
8	и может быть	1	4
9	что он не	1	4
10	можно было бы	2	4
11	сами по себе	1	3
12	то что в	1	3
13	одна из них	1	3
14	так же как	1	3
15	в том чтобы	2	3
16	в конце концов	2	3
17	во всяком случае	1	3
18	это и есть	3	3
19	и т п	9	3
20	до сих пор	1	3
21	с одной стороны	2	3
22	сама по себе	1	3
23	в какой мере	1	2
24	что для того	1	2
25	о том как	3	2
26	как это делает	3	2
27	во всех этих	1	2
28	во всей ее	1	2
29	вместе с тем	3	2
30	то время как	1	2
31	с другой стороны	8	2
32	именно в том	1	2
33	таким образом в	2	2
34	в то время	1	2
35	не только не	2	2
36	мы видим что	1	2
37	к тому же	1	2
38	и т д	14	2
39	мы знаем что	2	1
40	в себе десятки	1	1
41	сам толстой говорил	1	1
42	то что должно	1	1
43	верно и точно	1	1
44	это то что	1	1
45	в виду не	1	1
46	в нашей схеме	2	1
47	совершенно очевидно что	1	1
48	содержания и формы	1	1
49	совершенно точно говорит	1	1
50	быть определена как	1	1
51	по отношению к	7	1
52	равно как и	4	1
53	что автор подбирает	1	1
54	подобно тому как	2	1
55	также и в	2	1
56	же как и	1	1
57	как это обычно	1	1
58	сказать что ни	1	1
59	в таком случае	1	1
60	что все эти	1	1
61	не было бы	4	1
62	только то что	2	1
63	все это мы	1	1
64	то же время	5	1
65	и не может	2	1
66	сказать что до	1	1
67	на этот вопрос	1	1
68	со всех сторон	1	1
69	с этой точки	1	1
70	вот что говорит	3	1
71	в том или	1	1
72	уже о том	1	1
73	или как говорит	1	1
74	того чтобы понять	1	1
75	признать что и	1	1
76	над анной карениной	2	1
77	один из них	1	1
78	значит ли это	1	1
79	в художественном произведении	4	1
80	лежит в основе	1	1
81	чтобы ответить на	1	1
82	и в то	3	1
83	то непосредственное впечатление	1	1
84	что ни одна	1	1
85	в свою очередь	1	1
86	с ее подругой	1	1
87	из них не	2	1
88	на многие годы	1	1
89	в точном смысле	2	1
90	для правильного понимания	1	1
91	а не только	1	1
92	может быть определена	1	1
93	материал таким образом	1	1
94	бы не было	2	1
95	оно может быть	1	1
96	органической связи с	1	1
97	нет ни одного	1	1
98	очевидно что в	1	1
99	у него в	1	1
100	не может быть	8	1
101	но по существу	1	1
102	перейти к анализу	1	1
103	и вместе с	1	1
104	как это и	1	1
105	ни в какой	1	1
106	те или иные	1	1
107	другой стороны он	1	1
108	ничего общего с	1	1
109	них не может	1	1
110	этой точки зрения	2	1
111	и никогда не	1	1
112	ни одна из	1	1
113	не только в	2	1
114	могло бы быть	1	1
115	в конечном счете	5	1
116	можно сказать что	4	1
117	и в результате	1	1
118	в этом смысле	1	1
119	в то же	5	1
120	в каком направлении	1	1
121	мы встречаемся с	1	1
122	том или ином	1	1
123	может быть в	1	1
124	таким образом по	2	1
125	так или иначе	1	1
126	в своем рассказе	1	1
127	мы только что	1	1
128	что оно является	1	1
129	не следует понимать	5	1
