N	2gram	Losev_Prob_1	StatiiOP
1	и в	32	29
2	том что	12	27
3	в том	9	27
4	в этом	19	21
5	не только	17	19
6	но и	9	19
7	что в	12	19
8	о том	11	17
9	в его	6	13
10	что он	7	13
11	у пушкина	2	12
12	между прочим	2	12
13	в которой	2	11
14	то что	42	11
15	все это	7	11
16	таким образом	6	10
17	к тому	3	10
18	т е	1	10
19	и т	11	9
20	в своем	5	9
21	он не	3	9
22	пушкина и	1	9
23	потому что	16	9
24	так и	12	9
25	этом отношении	1	9
26	и не	31	9
27	как на	1	9
28	но в	14	8
29	как раз	13	8
30	и пр	4	8
31	по поводу	4	8
32	я не	1	7
33	в самом	6	7
34	так например	1	7
35	но все	3	7
36	в своей	8	7
37	в котором	5	7
38	тому что	4	7
39	того как	3	7
40	для того	8	7
41	в виду	6	7
42	с тем	5	7
43	вместе с	2	7
44	одним из	1	6
45	вопрос о	1	6
46	и на	8	6
47	все же	1	6
48	т д	10	6
49	факт что	1	6
50	вовсе не	35	6
51	того чтобы	9	6
52	и его	3	6
53	об этом	10	6
54	и что	9	6
55	до сих	3	6
56	в течение	1	6
57	г в	1	5
58	было бы	8	5
59	точки зрения	3	5
60	была бы	1	5
61	в языке	1	5
62	того что	7	5
63	между тем	2	5
64	в качестве	2	5
65	обратить внимание	3	5
66	прежде всего	10	5
67	а не	15	5
68	о чем	6	5
69	как бы	14	5
70	сих пор	3	5
71	кроме того	2	4
72	хотя и	6	4
73	и к	1	4
74	не приходится	1	4
75	в нем	13	4
76	в другом	1	4
77	и с	2	4
78	не в	4	4
79	еще до	1	4
80	дело в	3	4
81	ничего не	10	4
82	и о	8	4
83	внимание на	1	4
84	но с	1	4
85	связи с	5	4
86	в значении	1	4
87	при помощи	13	4
88	для него	2	4
89	с другой	3	4
90	именно в	4	4
91	действующих лиц	2	4
92	в романе	1	4
93	к этому	1	4
94	например в	2	3
95	же как	2	3
96	самом деле	6	3
97	на самом	6	3
98	сцена в	1	3
99	в году	1	3
100	в их	4	3
101	по его	2	3
102	хотя бы	3	3
103	но не	9	3
104	не то	2	3
105	в общем	1	3
106	которые не	3	3
107	меньше всего	2	3
108	как в	4	3
109	с этим	3	3
110	не было	4	3
111	что это	3	3
112	в известном	1	3
113	тому же	1	3
114	вообще не	2	3
115	в начале	1	3
116	отношений между	1	3
117	в россии	1	3
118	этой поэмы	1	3
119	из них	3	3
120	ни в	7	3
121	в эту	2	3
122	в этих	3	3
123	но он	3	3
124	по себе	15	3
125	не менее	19	3
126	что эта	1	3
127	что ему	1	3
128	иметь в	4	3
129	никогда не	7	3
130	на себя	2	3
131	тем что	7	3
132	у нас	14	3
133	оно не	3	3
134	на нее	1	3
135	и здесь	6	3
136	но это	8	3
137	года в	1	3
138	вот что	1	3
139	так что	6	3
140	ни одного	1	3
141	кажется что	1	3
142	всяком случае	3	3
143	т п	1	3
144	из нее	1	3
145	связан с	1	3
146	что на	1	3
147	и даже	11	3
148	еще и	5	3
149	так же	9	3
150	xix века	1	3
151	другой стороны	3	3
152	не является	5	3
153	во всяком	7	3
154	также и	11	2
155	по адресу	1	2
156	того же	3	2
157	вне всякого	1	2
158	только потому	3	2
159	тем же	1	2
160	то же	10	2
161	для своего	2	2
162	на первом	1	2
163	почти все	1	2
164	это время	1	2
165	бы то	1	2
166	с его	2	2
167	и который	2	2
168	нет и	2	2
169	что они	3	2
170	на то	8	2
171	к сожалению	1	2
172	и я	1	2
173	в истории	4	2
174	в одной	1	2
175	и как	6	2
176	на тот	2	2
177	более или	3	2
178	в чисто	1	2
179	все эти	8	2
180	выражение в	1	2
181	в этой	10	2
182	в себе	15	2
183	для которых	1	2
184	и те	1	2
185	как он	4	2
186	на его	2	2
187	при этом	6	2
188	если бы	4	2
189	тем не	18	2
190	не к	1	2
191	том же	1	2
192	то ни	1	2
193	удивляться тому	1	2
194	конечно в	2	2
195	не дает	1	2
196	для своей	1	2
197	его в	6	2
198	это было	2	2
199	на почве	1	2
200	которая была	1	2
