N	2gram	Tiupa_Hudo_1	Myslijsy
1	потому что	3	46
2	то есть	18	34
3	в слове	3	32
4	в том	18	32
5	и в	19	30
6	может быть	14	28
7	то же	10	23
8	не только	16	21
9	только в	5	21
10	но и	10	19
11	того что	4	18
12	том что	8	18
13	то что	4	18
14	не есть	1	17
15	что в	6	17
16	в себе	9	16
17	по себе	2	16
18	и не	15	15
19	не в	7	15
20	а не	9	15
21	таким образом	3	14
22	что и	2	13
23	так как	1	13
24	если бы	3	12
25	вместе с	1	12
26	а в	12	12
27	точно так	1	12
28	так и	11	11
29	этого слова	2	11
30	как в	2	10
31	в этом	11	10
32	в душе	8	10
33	как и	2	10
34	в то	6	10
35	и что	3	10
36	из этих	3	9
37	в нем	5	9
38	было бы	1	9
39	между тем	4	9
40	для него	4	9
41	и то	4	8
42	в самом	5	8
43	что не	1	8
44	есть не	1	7
45	с одной	2	7
46	но не	11	7
47	и без	1	7
48	тем самым	4	7
49	тем что	1	7
50	как мы	1	7
51	так что	1	7
52	слова в	2	7
53	вовсе не	2	7
54	с другой	7	7
55	к тому	4	7
56	например в	3	6
57	художественное произведение	1	6
58	с ним	2	6
59	не имеет	1	6
60	и теперь	1	6
61	те же	1	6
62	что он	3	6
63	уже не	4	6
64	из них	1	6
65	зависит от	1	6
66	и слово	1	6
67	не может	7	6
68	имеет значение	1	6
69	человека и	1	5
70	художественного произведения	3	5
71	на деле	3	5
72	еще не	3	5
73	по отношению	9	5
74	в своем	2	5
75	и как	3	5
76	есть для	1	5
77	не следует	4	5
78	заключает в	1	5
79	одно и	3	5
80	с другими	4	5
81	и тем	2	5
82	в них	2	5
83	я как	2	5
84	по крайней	1	5
85	же время	5	5
86	в каком	2	5
87	языка в	4	5
88	не могут	1	5
89	не менее	3	5
90	мысль о	1	5
91	крайней мере	1	5
92	одно из	2	5
93	тому как	1	5
94	отношению к	9	5
95	должно быть	1	5
96	слова и	2	5
97	сказать что	4	5
98	в действительности	1	5
99	говоря о	3	4
100	от своих	1	4
101	или же	1	4
102	в каждой	1	4
103	столь же	1	4
104	не все	2	4
105	не было	1	4
106	что это	1	4
107	бы не	1	4
108	он не	4	4
109	и по	2	4
110	и наоборот	1	4
111	в котором	1	4
112	себе а	1	4
113	для меня	2	4
114	и его	12	4
115	до того	1	4
116	по поводу	1	4
117	для того	2	4
118	оно не	1	4
119	на это	1	4
120	и это	2	4
121	то время	1	4
