N	2gram	Losev_Dial_1	Hudozhes
1	в мире	2	23
2	в качестве	2	19
3	то есть	1	18
4	и не	30	16
5	не только	13	15
6	и в	18	15
7	в том	9	15
8	может быть	17	13
9	в частности	2	13
10	при этом	1	12
11	и его	1	12
12	а в	5	12
13	но не	4	11
14	в этом	12	11
15	в себе	11	11
16	я в	2	11
17	то же	10	10
18	как бы	11	10
19	так и	9	10
20	а не	14	10
21	но и	7	10
22	точки зрения	17	9
23	в его	3	9
24	себя в	1	8
25	в душе	1	8
26	я и	1	7
27	но в	6	7
28	в то	6	7
29	или иной	3	7
30	с другой	6	7
31	в искусстве	1	7
32	отношение к	5	6
33	том что	9	6
34	не в	6	6
35	в основе	3	6
36	же время	4	6
37	по своей	1	6
38	в ее	1	6
39	не может	12	6
40	что в	13	6
41	в их	3	5
42	более или	3	5
43	в самом	3	5
44	то что	13	5
45	ни в	15	5
46	тем самым	1	5
47	могут быть	3	5
48	той или	7	5
49	можно сказать	6	5
50	а также	1	5
51	того что	2	5
52	только в	3	5
53	уже не	2	5
54	между ними	1	5
55	другой стороны	4	5
56	или менее	3	5
57	я с	1	5
58	в нем	16	5
59	отношения к	3	4
60	и то	9	4
61	мы имеем	2	4
62	место в	1	4
63	говорить о	5	4
64	еще не	2	4
65	а только	3	4
66	хотя и	4	4
67	сознания в	1	4
68	и как	7	4
69	он не	3	4
70	в другом	2	4
71	и тем	1	4
72	в этих	5	4
73	в своей	2	4
74	между тем	1	4
75	для него	2	4
76	со стороны	2	4
77	прежде всего	10	4
78	а на	1	4
79	не знает	2	4
80	как это	4	4
81	например в	1	4
82	к тому	4	4
83	сказать что	10	4
84	на деле	2	3
85	перед лицом	1	3
86	в виду	5	3
87	и к	1	3
88	в противоположность	5	3
89	в которой	1	3
90	одно и	4	3
91	его в	1	3
92	это не	9	3
93	этом смысле	3	3
94	как и	2	3
95	с точки	12	3
96	но он	1	3
97	тем не	1	3
98	в отношении	5	3
99	не менее	2	3
100	как раз	4	3
101	потому что	14	3
102	объекта и	2	3
103	имеет место	1	3
104	не будет	1	3
105	говорит и	1	3
106	так в	1	3
107	мог бы	2	3
108	к его	1	3
109	если бы	12	3
110	и что	12	3
111	того или	1	3
112	что он	11	3
113	к нему	8	3
114	далеко не	1	3
115	была бы	3	3
116	о чем	2	3
117	в данном	3	3
118	в той	1	3
119	и для	2	3
120	таким образом	1	3
121	и состоит	2	3
122	в таком	1	3
123	и это	2	2
124	это и	4	2
125	к другому	1	2
126	по преимуществу	1	2
127	и больше	2	2
128	но она	3	2
129	на свою	1	2
130	я не	5	2
131	во мне	1	2
132	в чем	6	2
133	коем случае	1	2
134	но как	2	2
135	и весьма	1	2
136	сама по	8	2
137	данный момент	1	2
138	в своем	5	2
139	говорит что	3	2
140	это тоже	1	2
141	образом и	2	2
142	все эти	2	2
143	бы не	1	2
144	в этой	1	2
145	с их	1	2
146	не как	2	2
147	в силу	1	2
148	на этом	2	2
149	могла бы	2	2
150	об этом	4	2
151	времени и	1	2
152	дома и	1	2
153	по себе	25	2
154	в них	3	2
155	несмотря на	10	2
156	жизни но	1	2
157	с другими	2	2
158	известной степени	1	2
159	нас самих	1	2
160	от себя	1	2
161	и более	4	2
162	до известной	1	2
163	вовсе не	7	2
164	даже в	3	2
165	тому что	3	2
166	дело не	2	2
167	и притом	4	2
168	вытекает из	1	2
169	имеем дело	1	2
170	этих двух	1	2
171	не является	3	2
172	оно не	1	2
173	однако все	1	2
174	и о	3	2
175	того чтобы	1	2
176	здесь не	1	2
177	и сам	1	2
178	в коем	1	2
179	о том	4	2
180	при котором	1	2
181	именно в	2	2
182	а именно	1	2
183	может оказаться	2	2
184	ни к	2	2
185	известного рода	1	2
186	мире и	1	2
187	с одной	2	2
188	из которого	1	2
189	есть в	1	2
190	и др	1	2
191	никто не	2	2
192	для меня	4	2
193	у него	1	2
194	случае не	3	2
195	для того	2	2
196	на почве	1	2
197	в данный	1	2
198	или иначе	1	2
199	а с	2	2
200	нового времени	1	2
201	превращается в	1	2
202	одной стороны	2	2
203	в сторону	1	2
204	о себе	1	2
205	так же	4	2
206	и потому	3	2
207	как в	2	2
208	к своему	1	2
209	так или	1	2
210	и по	1	2
211	для понимания	1	2
212	жизни в	1	2
213	при условии	3	2
214	во всех	1	2
215	для автора	1	2
216	речь идет	1	2
217	мира и	1	2
218	собственно говоря	4	2
219	тем более	2	2
220	с ним	6	2
221	отношении к	3	2
222	из этого	1	2
223	только о	1	2
224	говоря о	2	1
225	неотделима от	1	1
226	лишь ее	1	1
227	также и	7	1
228	же как	2	1
229	чтобы не	2	1
230	себе этот	1	1
231	бы для	1	1
232	и есть	16	1
233	то в	7	1
234	чего не	1	1
235	можно говорить	2	1
236	своего объекта	1	1
237	действительности и	3	1
238	уже по	1	1
239	той же	1	1
240	есть не	3	1
241	как способ	1	1
242	и абсолютная	1	1
243	что иное	1	1
244	общем виде	1	1
245	в полной	2	1
246	как я	1	1
247	хомы брута	1	1
248	никогда не	9	1
249	которое в	2	1
250	но напротив	1	1
251	не что	1	1
252	проявляется в	1	1
253	говорил о	1	1
254	думаю что	1	1
255	иное как	1	1
256	как смысл	3	1
257	себя а	1	1
258	на их	1	1
259	стороны не	3	1
260	столь же	1	1
261	в различных	1	1
262	такого что	1	1
263	совершенно особое	1	1
264	во внешнем	1	1
265	искусство в	1	1
266	себе и	2	1
267	друг от	1	1
268	или иное	3	1
269	что они	3	1
270	отнюдь не	9	1
271	и я	1	1
272	мере в	1	1
273	и соответствующих	1	1
274	не входят	1	1
275	от друга	1	1
276	если на	1	1
277	о разных	1	1
278	что касается	2	1
