N	2gram	Bakhtin_sl_2	Vladivir
1	и в	39	30
2	в этом	16	20
3	то что	2	20
4	у него	3	19
5	и не	22	18
6	в том	5	18
7	и с	9	14
8	что он	2	13
9	в конце	1	13
10	не только	24	12
11	том что	5	12
12	что в	3	12
13	как мы	7	11
14	в его	7	11
15	а в	4	11
16	сказать что	3	11
17	а также	3	10
18	не было	2	10
19	и даже	7	10
20	все же	6	9
21	кроме того	2	9
22	не в	9	9
23	в то	4	9
24	не может	20	9
25	для него	7	9
26	в своем	6	8
27	но в	6	8
28	связи с	3	8
29	но и	21	8
30	в связи	2	8
31	вместе с	2	8
32	до конца	17	7
33	то есть	26	7
34	ни в	4	7
35	точки зрения	8	7
36	никогда не	7	7
37	не менее	4	7
38	может быть	37	7
39	а не	14	7
40	как это	3	7
41	для нас	5	7
42	и все	5	7
43	также и	2	6
44	хотя и	2	6
45	и к	6	6
46	в себе	2	6
47	об этом	1	6
48	тем не	1	6
49	и его	33	6
50	всякого рода	1	6
51	только в	5	6
52	всяком случае	2	6
53	а именно	2	6
54	прежде всего	8	6
55	к этому	1	6
56	жизни и	6	6
57	во всяком	3	6
58	того же	1	5
59	с этим	2	5
60	все эти	6	5
61	при этом	7	5
62	как и	6	5
63	в своей	1	5
64	по себе	5	5
65	так как	4	5
66	в дальнейшем	2	5
67	так и	15	5
68	с ним	7	5
69	другими словами	1	5
70	и что	1	5
71	того что	1	5
72	как бы	7	5
73	в основном	4	5
74	все это	16	5
75	в результате	2	5
76	то же	4	4
77	той же	3	4
78	в ней	3	4
79	и на	4	4
80	что его	1	4
81	с его	7	4
82	совсем не	1	4
83	отношение к	4	4
84	в целом	1	4
85	в этой	1	4
86	на его	2	4
87	в нем	19	4
88	он не	2	4
89	его в	4	4
90	это было	1	4
91	несмотря на	1	4
92	в этих	7	4
93	и о	1	4
94	здесь не	4	4
95	можно сказать	1	4
96	о том	2	4
97	конечно не	5	4
98	вовсе не	10	4
99	именно в	2	4
100	но это	3	4
101	и наконец	5	4
102	ко всему	1	4
103	можно говорить	2	3
104	отношения к	4	3
105	именно к	2	3
106	быть в	1	3
107	во всех	12	3
108	но не	6	3
109	отличие от	13	3
110	его на	1	3
111	как в	13	3
112	и как	3	3
113	более или	2	3
114	всех этих	4	3
115	таким образом	8	3
116	те же	2	3
117	должен был	1	3
118	в них	6	3
119	должно быть	1	3
120	или менее	2	3
121	в отношении	4	3
122	с точки	3	3
123	не столько	3	3
124	в отличие	12	3
125	но он	2	3
126	к такому	1	3
127	только и	2	3
128	же время	4	3
129	к ней	2	3
130	в области	2	3
131	и это	1	3
132	никак не	1	3
133	что и	3	3
134	вообще в	1	3
135	никак нельзя	1	3
136	уже не	5	3
137	уже в	2	3
138	в виде	2	3
139	а это	1	3
140	даже и	4	3
141	или иначе	1	3
142	дело в	2	3
143	наконец в	4	3
144	в данном	2	3
145	да и	1	3
146	и для	5	3
147	еще более	2	3
148	хотя бы	3	3
149	в свою	3	3
150	в таком	4	3
151	и особенно	2	3
152	и есть	1	2
