N	2gram	Tiupa_Hudo_2	StatiiOP
1	и в	28	25
2	в этом	13	24
3	в том	15	20
4	что он	8	19
5	может быть	8	19
6	тем что	6	19
7	что в	5	19
8	что это	5	16
9	том что	19	15
10	в этой	5	14
11	не только	11	12
12	в г	2	12
13	в его	11	12
14	то что	6	12
15	в этих	3	11
16	так что	1	11
17	прежде всего	3	10
18	и не	18	10
19	у него	5	9
20	но и	9	9
21	и т	4	8
22	все это	3	8
23	о том	12	8
24	как например	1	8
25	это было	2	8
26	т е	2	8
27	в своих	1	8
28	это не	6	7
29	было бы	3	7
30	в то	6	7
31	не может	4	7
32	точки зрения	2	7
33	г в	1	6
34	место в	2	6
35	и на	3	6
36	как в	5	6
37	из этих	2	6
38	не в	13	6
39	между тем	8	6
40	только в	4	6
41	т п	2	6
42	в конце	1	6
43	в области	1	6
44	как бы	5	6
45	а в	6	6
46	как на	2	6
47	отношения между	1	5
48	то же	6	5
49	ответ на	2	5
50	независимо от	1	5
51	но в	2	5
52	он не	4	5
53	об этом	7	5
54	мы имеем	1	5
55	в котором	6	5
56	потому что	2	5
57	и это	3	5
58	так и	8	5
59	в них	3	5
60	с другой	3	5
61	а не	14	5
62	такого рода	1	5
63	того что	1	5
64	другой стороны	1	5
65	например в	1	4
66	в которой	1	4
67	время как	1	4
68	точка зрения	1	4
69	в общем	1	4
70	все же	2	4
71	не было	6	4
72	и к	2	4
73	то в	4	4
74	состоит в	7	4
75	в каждом	1	4
76	лишь в	2	4
77	и тем	1	4
78	в жизни	8	4
79	как и	11	4
80	а как	2	4
81	с точки	2	4
82	ничего не	5	4
83	к ней	2	4
84	этом отношении	1	4
85	отличается от	1	4
86	в ней	3	4
87	и с	6	4
88	если бы	6	4
89	можно сказать	6	4
90	а также	2	4
91	к нему	3	4
92	всего в	1	4
93	в качестве	4	4
94	в начале	1	4
95	отношение к	2	4
96	то время	1	4
97	действующих лиц	1	4
98	в речи	1	4
99	в течение	1	4
100	и для	2	4
101	но это	1	4
102	сказать что	2	4
103	была бы	3	4
104	в своей	6	4
105	из этого	1	4
106	это в	1	4
107	можно назвать	1	4
108	я и	6	3
109	по мнению	1	3
110	говорить о	2	3
111	ему хотелось	1	3
112	он был	1	3
113	с его	5	3
114	своего рода	16	3
115	смотрел на	1	3
116	в творчестве	1	3
117	все эти	1	3
118	на этом	2	3
119	от нее	1	3
120	в другом	2	3
121	о которых	2	3
122	несмотря на	3	3
123	начале xix	1	3
124	что я	2	3
125	но он	1	3
126	и более	1	3
127	тому что	4	3
128	во время	1	3
129	на язык	1	3
130	же время	4	3
131	ср в	1	3
132	и здесь	1	3
133	что все	3	3
134	в словах	1	3
135	со стороны	3	3
136	и что	1	3
137	нельзя сказать	1	3
138	у которого	2	3
139	и его	5	3
140	уже не	10	3
141	уже в	1	3
142	для него	5	3
143	так как	1	3
144	как раз	4	3
145	не является	2	3
146	к которому	1	3
147	одной стороны	3	3
148	до конца	1	3
149	в рассказе	21	3
150	с которым	1	3
151	с этой	1	3
152	все они	3	3
153	к этому	1	3
154	в виде	2	3
155	которого в	1	2
156	самом деле	3	2
157	мы имели	1	2
158	такое же	1	2
159	той же	2	2
160	в сущности	1	2
161	различной длины	1	2
162	в каждой	1	2
163	разумеется не	1	2
164	во всех	1	2
165	тем как	2	2
166	то он	1	2
167	но как	1	2
168	только тогда	1	2
169	если в	2	2
170	не просто	1	2
171	нет и	1	2
172	что они	4	2
173	более и	1	2
174	его к	1	2
175	в самом	5	2
176	и тот	1	2
177	за рамки	1	2
178	так сказать	1	2
179	т д	2	2
180	о которой	2	2
181	не как	2	2
182	том чтобы	1	2
183	но все	1	2
184	а по	2	2
185	то есть	1	2
186	заключается в	1	2
187	а с	3	2
188	он и	1	2
189	жизни но	1	2
190	мы не	1	2
191	и тогда	2	2
192	не мог	1	2
193	не столько	2	2
194	взгляд на	1	2
195	тем не	4	2
196	не была	1	2
197	сам он	2	2
198	произведения и	1	2
199	не менее	5	2
200	важно что	1	2
201	самого начала	1	2
202	как о	3	2
203	дело не	2	2
204	одна из	2	2
205	никогда не	5	2
206	найти в	1	2
207	и всегда	1	2
208	этих двух	1	2
209	на себе	1	2
210	от того	1	2
211	и такие	1	2
212	к тому	7	2
213	для того	4	2
214	на это	1	2
215	как мы	2	2
216	не совсем	1	2
217	с ее	5	2
218	в драматическом	1	2
219	с самого	1	2
220	что у	3	2
221	на нее	1	2
222	или в	3	2
223	времени и	1	2
224	нас к	1	2
225	внимание на	3	2
226	с одной	3	2
227	на что	1	2
228	и только	2	2
229	и других	1	2
230	все время	3	2
231	искусства он	1	2
232	была не	1	2
233	еще не	3	2
234	течение всей	1	2
235	за себя	1	2
236	и ее	3	2
237	в уста	1	2
238	и у	2	2
239	то и	4	2
240	что если	1	2
241	во втором	2	2
242	одно из	5	2
243	вовсе не	2	2
244	при всей	1	2
245	или иной	2	2
246	до сих	2	2
247	себя и	2	2
248	что не	2	2
249	ни на	1	2
250	вместе с	2	2
251	в одной	1	2
252	а у	1	2
253	но не	4	2
254	не сразу	1	2
255	для искусства	1	2
256	это за	1	2
257	в это	3	2
258	на другое	1	2
259	сих пор	2	2
260	внимания на	1	2
261	это был	2	2
262	один из	2	2
263	этого термина	1	2
264	в духе	2	2
265	все более	1	2
266	одной из	3	2
267	существует в	1	2
268	к этой	1	2
269	гораздо более	2	2
270	говорит это	1	1
271	последнего в	1	1
272	за пределы	1	1
273	одним из	1	1
274	также и	1	1
275	и то	2	1
276	в молодые	1	1
277	перед лицом	1	1
278	и так	1	1
279	в первом	2	1
280	по преимуществу	3	1
281	отношения к	1	1
282	на материале	1	1
283	при анализе	1	1
284	ответить на	1	1
285	нам в	1	1
286	на себя	3	1
287	ему в	2	1
288	что можно	1	1
289	и он	3	1
290	также о	1	1
291	идет за	1	1
292	между собой	1	1
293	установку на	1	1
294	себя а	1	1
295	и среди	1	1
296	тот или	1	1
297	или иначе	1	1
298	значении этого	1	1
299	и другие	5	1
300	к жизни	1	1
301	в сторону	1	1
302	со всеми	1	1
303	тех же	1	1
304	не все	3	1
305	xix столетия	1	1
306	автора но	1	1
307	это почти	1	1
308	серьезный глубокий	1	1
309	чем же	1	1
310	показать что	1	1
311	в своем	5	1
312	и нет	1	1
313	что нет	1	1
314	когда он	1	1
315	оказывается в	1	1
316	самом начале	1	1
317	от этого	1	1
318	для которого	1	1
319	всего лишь	3	1
320	из жизни	1	1
321	так или	1	1
322	представляет собой	1	1
323	бы не	3	1
324	его же	1	1
325	приобретает характер	1	1
326	в дальнейшем	1	1
327	а потом	1	1
328	о ее	2	1
329	как он	3	1
330	всей его	1	1
331	человек не	1	1
332	что она	7	1
333	по словам	1	1
334	в нем	3	1
335	а несколько	1	1
336	от которого	2	1
337	же это	1	1
338	пор мы	1	1
339	классической традиции	1	1
340	свое время	1	1
341	какой бы	1	1
342	него было	1	1
343	смысле в	1	1
344	а затем	1	1
345	начинается словами	1	1
346	самим собой	1	1
347	слов о	1	1
348	зрения на	2	1
349	второй половины	1	1
350	вместе со	2	1
351	которая как	1	1
352	что один	1	1
353	делает его	1	1
354	остановиться на	1	1
355	любви в	1	1
356	рядом с	5	1
357	то как	1	1
358	соответствии с	3	1
359	этого не	1	1
360	а за	2	1
361	теперь у	1	1
362	мы знаем	2	1
363	чем в	1	1
364	этого произведения	3	1
365	именно то	1	1
366	и при	1	1
367	бы такую	1	1
368	не во	2	1
369	наших дней	1	1
370	где мы	1	1
371	на месте	1	1
372	он понимал	1	1
373	если можно	2	1
374	на фоне	3	1
375	от себя	1	1
376	могло бы	1	1
377	одном из	1	1
378	чего нельзя	1	1
379	не могли	1	1
380	что после	1	1
381	том же	1	1
382	и шесть	1	1
383	по себе	1	1
384	даже в	1	1
385	антагонизма между	1	1
386	и какие	1	1
387	а иногда	1	1
388	трактовка темы	1	1
389	что ему	1	1
390	не о	1	1
391	может служить	1	1
392	дело в	1	1
393	того как	2	1
394	на него	3	1
395	предстает в	1	1
396	себе так	1	1
397	можно судить	1	1
398	и над	1	1
399	того чтобы	4	1
400	смысле что	1	1
401	не могло	1	1
402	он мог	1	1
403	сказывается и	1	1
404	казалось бы	6	1
405	в разных	1	1
406	отметим еще	1	1
407	в самой	1	1
408	обратим внимание	1	1
409	ему было	1	1
410	мыслей и	1	1
411	того в	1	1
412	к определенному	1	1
413	как она	1	1
414	ее с	1	1
415	вышел без	1	1
416	по своей	1	1
417	такая же	1	1
418	к вам	1	1
419	а лишь	1	1
420	со своим	3	1
421	было не	1	1
422	перед ним	1	1
423	когда мы	1	1
424	же самое	3	1
425	не случайно	10	1
426	его с	1	1
427	бы он	1	1
428	той или	1	1
429	в поле	1	1
430	тот и	1	1
431	вопросы а	1	1
432	для себя	6	1
433	приходит к	2	1
434	в театре	1	1
435	и о	4	1
436	потому не	1	1
437	здесь не	2	1
438	в ее	18	1
439	с каким	1	1
440	это была	3	1
