N	3gram	Vinokur_Ku_1	Vladivir
1	вл соловьева к	1	14
2	в том что	15	9
3	в связи с	3	8
4	во всяком случае	5	6
5	тем не менее	4	6
6	что же касается	4	5
7	в письме к	1	4
8	по крайней мере	5	4
9	в это время	1	4
10	более или менее	3	3
11	с точки зрения	9	3
12	в отличие от	1	3
13	в то же	2	3
14	точно так же	1	3
15	не в том	4	3
16	на этот раз	1	3
17	так или иначе	2	3
18	то же время	2	3
19	о том что	5	3
20	себе и представить	1	2
21	не говоря уже	1	2
22	на то что	2	2
23	в настоящее время	1	2
24	том что он	4	2
25	письмо вл соловьева	1	2
26	можно было бы	3	2
27	в том чтобы	8	2
28	не только в	1	2
29	так и не	1	2
30	в свою очередь	3	2
31	а в том	2	2
32	не то что	1	2
33	само по себе	1	2
34	заключается в том	2	2
35	после того как	1	2
36	и в его	1	2
37	и все же	1	2
38	но кроме того	1	1
39	что иное как	1	1
40	что в этом	1	1
41	в какой мере	1	1
42	прежде всего на	1	1
43	чуть ли не	2	1
44	так что здесь	1	1
45	на том же	1	1
46	этот раз из	1	1
47	что несмотря на	1	1
48	крайней мере в	1	1
49	в этом случае	2	1
50	как раз и	1	1
51	с представлением о	1	1
52	до сих пор	4	1
53	и в то	1	1
54	при этом в	1	1
55	а может быть	1	1
56	в этом отношении	5	1
57	в собственном смысле	1	1
58	на этот вопрос	1	1
59	отчет в том	1	1
60	что все это	1	1
61	и не в	1	1
62	вместе с тем	3	1
63	и с этой	1	1
64	в этом роде	1	1
65	в году но	1	1
66	от августа года	1	1
67	а вот и	1	1
68	еще и то	1	1
69	отнестись критически к	1	1
70	по существу это	1	1
71	до конца и	1	1
72	в подлинном смысле	1	1
73	было бы приписать	1	1
74	что он называет	1	1
75	заключается не в	1	1
76	собственном смысле слова	1	1
77	хотя бы на	1	1
78	не столько к	1	1
79	в первую очередь	2	1
80	из той же	1	1
81	потому что если	1	1
82	не может быть	3	1
83	в свое время	2	1
84	ничего общего с	1	1
85	как будто и	1	1
86	все равно не	1	1
87	нужно было бы	2	1
88	вместе с ним	1	1
89	того что он	1	1
90	ничего нельзя возразить	1	1
91	на первых порах	1	1
92	содержат в себе	1	1
93	прежде всего от	1	1
94	не в результате	1	1
95	то же с	1	1
96	слов которые в	1	1
97	в самом деле	7	1
98	то что его	1	1
99	но все же	2	1
100	только тогда когда	1	1
101	в этом смысле	3	1
102	т п с	1	1
103	но во всяком	1	1
104	не что иное	1	1
105	всей исторической жизни	1	1
106	разве только в	1	1
107	во многих случаях	1	1
108	никак не может	1	1
109	можно себе представить	1	1
110	для того чтобы	15	1
111	является как бы	1	1
112	и т д	14	1
