N	3gram	Losev_Prob_1	Problemy
1	в то же	4	10
2	на самом деле	4	9
3	но в то	1	4
4	во всяком случае	3	4
5	к нему и	1	4
6	той или иной	4	4
7	а между тем	1	3
8	в этом смысле	6	3
9	и в самом	2	3
10	бы то ни	1	3
11	одно и то	1	3
12	в конце концов	4	3
13	и то же	1	3
14	с другой стороны	3	3
15	в братьях карамазовых	1	3
16	не может быть	2	3
17	к тому же	1	3
18	сводится к тому	1	2
19	и к тому	1	2
20	как раз и	7	2
21	с точки зрения	3	2
22	и в то	1	2
23	сам по себе	7	2
24	друг на друга	1	2
25	можно было бы	2	2
26	остановимся только на	1	2
27	на этот раз	2	2
28	и в этом	2	2
29	именно тем что	1	2
30	в его целом	1	2
31	так и в	1	2
32	мы можем сказать	1	2
33	подобно тому как	2	2
34	как мы уже	1	2
35	по своему смыслу	1	2
36	и что он	1	2
37	в том что	5	2
38	если бы он	1	1
39	себя как бы	1	1
40	но уже и	1	1
41	в виду и	2	1
42	виду и не	1	1
43	то есть как	1	1
44	но как мы	2	1
45	прежде всего как	1	1
46	в чем же	1	1
47	и в своей	3	1
48	так до бесконечности	1	1
49	а вовсе не	1	1
50	дело в том	3	1
51	так же и	3	1
52	и это вовсе	1	1
53	в самом деле	2	1
54	но даже и	1	1
55	а не о	1	1
56	в записках из	1	1
57	в том и	1	1
58	никак не может	1	1
59	в том же	1	1
60	и так до	1	1
61	может и не	1	1
62	в этом случае	2	1
63	что же касается	3	1
64	до сих пор	3	1
65	как мы сказали	1	1
66	и в других	3	1
67	вместе с тем	1	1
68	по своей структуре	1	1
69	а что же	1	1
70	таким образом на	1	1
71	в первом и	1	1
72	прежде всего ее	1	1
73	сознания то есть	1	1
74	мы без труда	1	1
75	то что в	3	1
76	но для этого	1	1
77	всего то что	1	1
78	что в нем	3	1
79	это вовсе не	2	1
80	записках из подполья	1	1
81	во всей своей	1	1
82	по крайней мере	2	1
83	и то что	2	1
84	может быть и	3	1
85	в своей статье	1	1
86	к тому что	1	1
87	о том как	2	1
88	не знал что	3	1
89	его к тому	1	1
90	то время как	1	1
91	мы уже указывали	1	1
92	в данном случае	8	1
93	тем что он	1	1
94	что может быть	2	1
95	с которыми мы	1	1
96	сам не знал	1	1
97	того чтобы она	1	1
98	как будто бы	1	1
99	и как бы	2	1
100	мы так и	1	1
101	и ничего не	1	1
102	художественное произведение в	1	1
103	и очень долго	1	1
104	так и для	2	1
105	к той же	1	1
106	то что он	3	1
107	том и в	1	1
108	нас прежде всего	1	1
109	и в том	1	1
110	никогда не является	1	1
111	что же такое	1	1
112	ее внутренняя жизнь	1	1
113	в то время	1	1
114	но в конце	1	1
115	чем иным как	1	1
116	раз и навсегда	1	1
117	да и к	1	1
118	как и в	1	1
119	действующих лиц в	1	1
120	имел в виду	2	1
121	и того же	2	1
122	о том что	5	1
123	а впрочем я	1	1
124	что же было	1	1
125	не говорит о	1	1
126	не чем иным	1	1
127	вот тогда-то и	1	1
128	не только не	3	1
129	тоже не может	1	1
130	можно сказать что	3	1
131	что вы меня	1	1
132	одного и того	2	1
133	тем не менее	18	1
134	по себе но	3	1
135	с которыми он	1	1
136	сама по себе	4	1
137	как мы видели	1	1
138	но в глубине	1	1
139	и может стать	1	1
140	для того чтобы	8	1
141	а не в	1	1
142	то же самое	9	1
143	в этом отношении	1	1
144	для себя не	1	1
145	мы еще не	1	1
146	но по своей	1	1
147	и в другом	1	1
