N	4gram	Tiupa_Anal_3	Narrotol
1	в то же время	3	3
2	мы имеем дело с	1	2
3	мысль о том что	1	2
4	поступки только раскрывают содержание	1	1
5	и к себе самому	1	1
6	не отделен от своей	1	1
7	не что иное как	1	1
8	и его поступки только	1	1
9	дело здесь не только	1	1
10	индивида и его поступки	1	1
11	не для того чтобы	1	1
12	здесь не только в	1	1
13	представляет собой один из	1	1
14	судьбы они едины судьба	1	1
15	раз в том что	1	1
16	позицию по отношению к	1	1
17	присутствия я в мире	2	1
18	в той или иной	1	1
19	одного и того же	3	1
20	внеличную сторону индивида и	1	1
21	как раз в том	1	1
22	и дело здесь не	1	1
23	имеет в своем составе	1	1
24	только раскрывают содержание судьбы	1	1
25	едины судьба выражает внеличную	1	1
26	судьба выражает внеличную сторону	1	1
27	они едины судьба выражает	1	1
28	от своей судьбы они	1	1
29	его поступки только раскрывают	1	1
30	есть на самом деле	1	1
31	сторону индивида и его	1	1
32	своей судьбы они едины	1	1
33	отделен от своей судьбы	1	1
34	и здесь мы имеем	1	1
35	выражает внеличную сторону индивида	1	1
36	есть не что иное	1	1
