N	2gram	Bakhtin_Fr_2	Vvedenie
1	и в	49	32
2	в том	3	31
3	в этом	15	30
4	том что	4	26
5	может быть	5	26
6	не только	17	22
7	для того	1	21
8	того чтобы	2	20
9	таким образом	7	19
10	также и	3	18
11	то что	6	16
12	потому что	1	15
13	так как	6	15
14	не может	7	14
15	но также	1	14
16	в самом	3	13
17	в нем	9	13
18	о том	3	13
19	в их	2	12
20	в общем	1	12
21	в его	18	12
22	того что	1	12
23	только в	13	12
24	и не	15	12
25	как на	4	12
26	как мы	7	11
27	в ее	3	11
28	и именно	1	11
29	ясно что	1	11
30	языка и	1	10
31	что в	2	10
32	то же	7	9
33	в истории	6	9
34	и как	1	9
35	но в	4	9
36	это не	1	8
37	не в	1	8
38	не менее	1	8
39	с другой	4	8
40	именно в	6	8
41	самом деле	1	7
42	но не	5	7
43	все же	7	7
44	было бы	3	7
45	точки зрения	6	7
46	можно было	3	7
47	прежде всего	19	7
48	в большей	3	7
49	только как	1	7
50	и это	3	6
51	из этих	5	6
52	том чтобы	1	6
53	его в	1	6
54	с тем	1	6
55	как и	11	6
56	вовсе не	10	6
57	в то	6	6
58	в качестве	2	6
59	же время	6	6
60	тем что	4	6
61	не могут	1	6
62	один из	7	6
63	и его	17	6
64	и даже	2	6
65	до сих	4	6
66	но и	13	6
67	сих пор	4	6
68	все это	9	6
69	хотя бы	1	6
70	одним из	2	5
71	в целом	1	5
72	с их	6	5
73	так например	2	5
74	об этом	1	5
75	в них	13	5
76	но если	1	5
77	сказать что	6	5
78	могут быть	2	5
79	как например	1	5
80	так что	1	5
81	уже в	5	5
82	не есть	1	5
83	что не	1	5
84	на этот	1	5
85	а не	1	5
86	по своему	1	5
87	в течение	3	5
88	как бы	11	5
89	в г	3	5
90	другой стороны	3	5
91	есть и	1	5
92	в какой	1	5
93	вместе с	2	5
94	связана с	3	4
95	и то	1	4
96	той же	1	4
97	мы имеем	1	4
98	науки и	1	4
99	по отношению	1	4
100	независимо от	1	4
101	от этого	1	4
102	в себе	4	4
103	этот процесс	4	4
104	должен был	2	4
105	в своей	5	4
106	в котором	1	4
107	по сравнению	2	4
108	как о	1	4
109	в разных	1	4
110	только с	3	4
111	и т.д	2	4
112	времени и	6	4
113	как она	1	4
114	еще не	2	4
115	что он	3	4
116	и ее	1	4
117	с одной	3	4
118	в виде	1	4
119	одно из	1	4
120	всяком случае	2	4
121	как раз	1	4
122	этом отношении	3	4
123	даже и	2	4
124	в особенности	5	4
125	одной стороны	3	4
126	по мере	1	4
127	еще и	1	4
128	быть названо	1	4
129	о чем	3	4
130	видит в	3	4
131	сравнению с	2	4
132	с этой	1	4
133	этом случае	1	4
134	и для	1	4
135	а в	4	4
136	отношению к	1	4
137	во всяком	2	4
138	и есть	1	3
139	на историю	1	3
140	собственном смысле	2	3
141	что уже	1	3
142	в сущности	8	3
143	не вполне	1	3
144	в виду	3	3
145	и на	17	3
146	ответа на	1	3
147	в различных	1	3
148	в чем	1	3
149	своего рода	1	3
150	в центре	1	3
151	стороны и	1	3
152	однако не	1	3
153	хотя и	2	3
154	и к	4	3
155	сливается с	1	3
156	все эти	7	3
157	в этой	10	3
158	при этом	5	3
159	если бы	1	3
160	свое время	3	3
161	на этом	1	3
162	на этой	2	3
163	второй половины	2	3
164	в свое	4	3
165	мы видели	3	3
166	строгом смысле	1	3
167	чем в	1	3
168	здесь все	1	3
169	со всей	1	3
170	в этих	4	3
171	понятно что	2	3
172	и вот	3	3
173	тогда когда	1	3
174	текста и	1	3
175	дело в	1	3
176	связи с	2	3
177	в области	4	3
178	но все	4	3
179	должен быть	1	3
180	в ней	2	3
181	в собственном	3	3
182	что может	1	3
183	во второй	1	3
184	и вообще	3	3
185	можно сказать	2	3
186	или как	1	3
187	к нему	3	3
188	раньше чем	1	3
189	знания и	1	3
190	одной из	2	3
191	до нас	8	3
192	история и	1	3
193	в начале	5	3
194	и других	3	3
195	из них	3	3
196	в известной	4	3
197	в одном	3	3
198	в конце	2	3
199	что и	1	3
200	отношение к	8	3
201	свое выражение	1	3
202	он мог	1	3
203	в очень	1	3
204	или меньшей	3	3
205	до конца	2	3
206	говорит о	1	3
207	из наиболее	2	3
208	так же	2	3
209	в строгом	1	3
210	такого рода	2	3
211	да и	3	3
212	большей или	3	3
213	материал для	1	3
214	с историей	1	3
215	в своем	5	3
216	к тому	1	3
217	культуры в	1	3
218	к этому	1	3
219	в частности	1	3
220	уже после	1	3
221	вряд ли	2	2
222	наших дней	2	2
223	художественных произведений	1	2
224	и до	4	2
225	должна быть	1	2
226	мы уже	6	2
227	есть не	1	2
228	половине xix	1	2
229	на тему	1	2
230	в основу	1	2
231	и со	3	2
232	того же	1	2
233	литературы и	2	2
234	время в	1	2
235	в создании	1	2
236	и всего	1	2
237	значение и	1	2
238	себе и	2	2
239	чем же	1	2
240	бы с	1	2
241	выражение в	5	2
242	учение о	2	2
243	всего к	1	2
244	что к	1	2
245	и те	1	2
246	заявляет что	1	2
247	и совершенно	1	2
248	в силу	1	2
249	одной и	1	2
250	подобно тому	2	2
251	в другом	2	2
252	и с	6	2
253	входит в	1	2
254	на протяжении	7	2
255	в прошлом	1	2
256	для них	2	2
257	о которых	1	2
258	несмотря на	3	2
259	как сказано	1	2
260	ни с	1	2
261	она была	4	2
262	не мог	1	2
263	с точки	5	2
264	стоит в	1	2
265	свое существование	1	2
266	и той	1	2
267	так называемое	1	2
268	том же	1	2
269	в отношении	2	2
270	с теми	1	2
271	того как	2	2
272	одна из	4	2
273	работа над	1	2
274	никогда не	5	2
