N	3gram	Losev_Dial_4	Problemy
1	то же время	6	10
2	в то же	6	10
3	в отношении к	1	7
4	но в то	2	4
5	и прежде всего	1	4
6	той или иной	1	4
7	в этом смысле	4	3
8	он не может	1	3
9	в конце концов	1	3
10	с другой стороны	1	3
11	вы думаете что	1	3
12	не может быть	6	3
13	вполне понятно что	1	2
14	то что я	1	2
15	для этого необходимо	1	2
16	с точки зрения	9	2
17	и не может	1	2
18	как и все	2	2
19	в сущности в	1	2
20	и в то	2	2
21	сам по себе	2	2
22	в отличие от	1	2
23	и не в	1	2
24	того что он	4	2
25	и в этом	3	2
26	что он сам	1	2
27	и та же	1	2
28	одна и та	1	2
29	не в силах	1	2
30	мы можем сказать	1	2
31	подобно тому как	4	2
32	но все же	1	2
33	в том что	9	2
34	можем сказать что	1	2
35	в виду и	1	1
36	одних и тех	2	1
37	тот же самый	1	1
38	в чем не	1	1
39	он сам не	1	1
40	в чем же	2	1
41	становится тем что	1	1
42	дело в том	1	1
43	но ведь и	1	1
44	того или другого	2	1
45	может и не	1	1
46	в этом случае	1	1
47	и то в	1	1
48	не входит в	1	1
49	но для этого	1	1
50	возможно лишь в	1	1
51	рано или поздно	1	1
52	вы говорите что	1	1
53	по крайней мере	7	1
54	и то что	1	1
55	и тех же	2	1
56	о том как	2	1
57	и во всякой	1	1
58	в данном случае	1	1
59	и все его	1	1
60	отношении к нему	1	1
61	и как бы	1	1
62	в этот момент	1	1
63	да еще с	1	1
64	в нем не	1	1
65	прежде всего в	1	1
66	можно прямо сказать	1	1
67	я не могу	1	1
68	как будто что-то	1	1
69	что же такое	1	1
70	что он есть	4	1
71	с одной из	1	1
72	и ни в	1	1
73	в нем нет	1	1
74	и с этой	1	1
75	из которых каждый	1	1
76	но тем не	1	1
77	имел в виду	1	1
78	но только в	1	1
79	и вместе с	1	1
80	в свою очередь	2	1
81	к богу как	1	1
82	о том что	1	1
83	не говорит о	3	1
84	не только не	1	1
85	но так же	1	1
86	он как бы	1	1
87	ни в чем	1	1
88	можно сказать что	1	1
89	как бы ни	1	1
90	друг от друга	1	1
91	вопрос о том	1	1
92	все время перед	1	1
93	тем не менее	2	1
94	как бы в	1	1
95	это как бы	1	1
96	в процессе всего	1	1
97	друг другу как	1	1
98	сама по себе	5	1
99	для того чтобы	5	1
100	никогда и не	1	1
101	а не в	1	1
102	мы еще не	1	1
