N	3gram	Bakhtin_sl_1	Myshleni
1	в том что	1	19
2	с точки зрения	8	10
3	для того чтобы	1	8
4	с самого начала	1	7
5	к тому что	2	7
6	в то время	2	6
7	можно сказать что	1	6
8	в зависимости от	3	5
9	можно было бы	2	5
10	то время как	2	5
11	друг с другом	2	5
12	как мы видели	1	4
13	и той же	1	3
14	до сих пор	2	3
15	в этом отношении	1	3
16	одной и той	1	3
17	в первом случае	2	3
18	там где они	1	2
19	в этом случае	2	2
20	и там где	2	2
21	и не может	2	2
22	до известной степени	2	2
23	прямо и непосредственно	4	2
24	его отношение к	1	2
25	не могут быть	2	2
26	оно не может	1	2
27	с другой стороны	4	2
28	не только не	1	2
29	именно потому что	1	2
30	не может быть	1	2
31	и других не	1	1
32	было бы невозможно	1	1
33	но и по	1	1
34	не только по	1	1
35	в основе ее	1	1
36	в том и	2	1
37	обстоит дело с	1	1
38	и во всех	2	1
39	в отличие от	1	1
40	по аналогии с	1	1
41	до последнего времени	2	1
42	в направлении к	1	1
43	том и в	2	1
44	с этой точки	1	1
45	он никогда не	1	1
46	во всех областях	1	1
47	одновременно и в	2	1
48	в данном случае	3	1
49	не только в	2	1
50	в первый раз	1	1
51	с одной стороны	4	1
52	и не могут	1	1
53	и в этом	2	1
54	в его сознании	1	1
55	а не как	2	1
56	эта точка зрения	1	1
57	это не значит	1	1
58	на том же	2	1
59	рядом друг с	1	1
60	в широком смысле	2	1
61	этой точки зрения	1	1
62	работы над самим	1	1
63	и в отношении	1	1
64	на фоне которых	1	1
65	но с другой	1	1
66	в лучшем случае	2	1
67	в сущности и	1	1
68	как и в	1	1
69	в свою очередь	2	1
70	не может не	5	1
71	до конца и	3	1
72	для данного круга	1	1
73	но в этом	1	1
74	той или иной	9	1
75	включает в себя	1	1
76	у нас в	1	1
77	и в лучшем	1	1
78	в другом случае	2	1
79	неизбежно приводит к	1	1
80	тех или иных	1	1
81	тем не менее	1	1
82	и в другом	2	1
83	в пределах одного	1	1
