N	2gram	Propp_Isto_1	Psycholo
1	то что	9	44
2	и в	28	33
3	в этом	8	28
4	и что	10	25
5	как бы	2	25
6	потому что	4	24
7	для того	1	23
8	том что	7	22
9	того чтобы	1	22
10	может быть	25	22
11	что в	12	21
12	в том	9	21
13	о том	9	20
14	что он	10	20
15	сейчас же	1	16
16	и мы	2	15
17	как это	3	14
18	что это	8	13
19	таким образом	8	13
20	так же	7	13
21	и не	9	13
22	все это	4	13
23	сказать что	5	13
24	было бы	7	12
25	к тому	6	12
26	и все	1	12
27	если мы	3	12
28	так как	6	12
29	он не	2	11
30	на то	4	10
31	что она	5	10
32	если бы	8	10
33	в его	5	10
34	не может	15	10
35	то же	12	9
36	в этой	6	9
37	и если	2	9
38	по себе	3	9
39	как раз	2	9
40	в конце	1	8
41	как будто	4	8
42	совершенно ясно	1	8
43	для этого	3	8
44	вместе с	6	8
45	в каком	1	8
46	в своем	5	7
47	не только	12	7
48	в нем	2	7
49	так что	4	7
50	и только	2	7
51	когда он	6	7
52	для нас	13	7
53	и т	25	6
54	на самом	1	6
55	в ней	7	6
56	что они	5	6
57	перед нами	3	6
58	все эти	4	6
59	в себе	2	6
60	после этого	1	6
61	и вот	2	6
62	во время	3	6
63	всякий раз	1	6
64	но он	1	6
65	что эта	1	6
66	тому что	1	6
67	в самой	1	6
68	когда мы	2	6
69	же самое	3	6
70	никак не	1	6
71	это не	7	6
72	мы видим	11	6
73	у него	1	6
74	а не	15	6
75	что мы	7	6
76	мы должны	13	6
77	это и	1	5
78	мы уже	1	5
79	мы не	10	5
80	в целом	2	5
81	и на	4	5
82	о смерти	6	5
83	с этим	4	5
84	все же	10	5
85	целый ряд	1	5
86	и как	2	5
87	как он	2	5
88	ясно что	2	5
89	как и	4	5
90	нисколько не	2	5
91	самого начала	2	5
92	никогда не	14	5
93	и его	3	5
94	и это	1	5
95	с самого	2	5
96	мы будем	5	5
97	с ним	2	5
98	в какой	3	5
99	что для	1	5
100	вовсе не	2	5
101	мы можем	1	5
102	связь с	4	5
103	из этого	2	5
104	и есть	1	4
105	в которой	1	4
106	я не	3	4
107	не то	4	4
108	говорит о	2	4
109	том чтобы	2	4
110	могла бы	1	4
111	это было	2	4
112	с тем	4	4
113	и уже	1	4
114	для чего	1	4
115	этот материал	3	4
116	в своей	1	4
117	знаем что	1	4
118	одна из	2	4
119	ее с	1	4
120	на него	4	4
121	а в	7	4
122	с другом	3	4
123	у нас	1	4
124	так например	6	4
125	как мы	3	4
126	что у	1	4
127	можно было	5	4
128	об этом	4	4
129	мы вправе	1	4
130	о нем	2	4
131	исследования и	1	4
132	не просто	3	4
133	того что	4	4
134	этот вопрос	7	4
135	только в	11	4
136	и так	1	4
137	себя в	2	4
138	в жизни	1	4
139	при помощи	2	4
140	из них	3	4
141	никто не	2	4
142	от этих	2	4
143	что не	2	4
144	в частности	2	4
145	мы узнаем	1	4
146	друг с	4	4
147	совершенно не	1	4
148	что действие	1	4
149	ее в	5	4
150	к этому	2	4
151	речь идет	1	3
152	например в	5	3
153	же как	2	3
154	к своей	1	3
155	и этот	1	3
156	что если	2	3
157	говорить о	1	3
158	то это	3	3
159	и он	3	3
160	но не	5	3
161	к которой	1	3
162	в сторону	1	3
163	как в	2	3
164	что именно	1	3
165	вот как	1	3
166	объяснит нам	2	3
167	увидим что	5	3
168	от этого	2	3
169	ход действия	3	3
170	не можем	3	3
171	та же	1	3
172	какой бы	1	3
173	на этом	3	3
174	в основу	1	3
175	здесь мы	7	3
176	его в	6	3
177	должен был	3	3
178	этого слова	1	3
179	ни одной	2	3
180	должно быть	2	3
181	обратимся к	1	3
182	всех этих	2	3
183	но если	2	3
184	и сейчас	1	3
185	мы в	2	3
186	в которых	1	3
187	бы мы	2	3
188	т п	1	3
189	их в	5	3
190	от начала	1	3
191	тому чтобы	1	3
192	что этот	2	3
193	она не	1	3
194	в то	3	3
195	в основе	4	3
196	иметь случай	1	3
197	в самых	1	3
198	совершенно неожиданно	1	3
199	материала в	1	3
200	и для	4	3
201	он видит	1	3
202	нас от	1	3
203	в пределах	4	3
204	мнение что	1	3
205	так и	9	3
206	за то	2	3
207	и здесь	7	3
208	которой мы	1	3
209	что и	6	3
210	во всей	2	3
211	вслед за	6	3
212	и другую	1	3
213	сделать это	2	3
214	том как	2	3
215	к делу	2	3
216	дело с	2	3
217	с одной	4	3
218	узнает о	1	3
219	конечно не	2	3
220	мы получим	2	3
221	в виде	2	3
222	был бы	2	3
223	тому же	1	3
224	в одном	5	3
225	сами по	1	3
226	тем что	3	3
227	до сих	5	3
228	но и	10	3
229	на этот	2	3
230	здесь в	2	3
231	мы никогда	1	3
232	и затем	1	3
233	обратиться к	1	3
234	не было	1	3
235	одной стороны	4	3
236	эти слова	1	3
237	из которых	3	3
238	надо сказать	3	3
239	смысле этого	1	3
240	да и	1	3
241	сих пор	5	3
242	при таком	1	3
243	что оно	1	3
244	указывает на	2	3
245	тот же	2	3
246	за этим	1	3
247	бы его	1	3
248	к этой	1	3
249	точно так	3	3
250	во всяком	1	3
251	событий в	1	3
252	также и	3	2
253	он нисколько	1	2
254	все остальное	1	2
255	и то	1	2
256	он может	1	2
257	с целым	1	2
258	из его	1	2
259	что эти	1	2
260	а как	1	2
261	мы имеем	13	2
262	нам в	1	2
263	так чтобы	2	2
264	время как	3	2
265	и ее	1	2
266	это время	2	2
267	большей частью	2	2
268	мы читаем	1	2
269	столь же	2	2
270	бы то	2	2
271	так если	2	2
272	во всех	2	2
273	точка зрения	2	2
274	надо взять	1	2
275	со стороны	2	2
276	мы сейчас	2	2
277	что ее	1	2
278	однако не	2	2
279	в круг	2	2
280	не в	9	2
281	и к	1	2
282	это легко	1	2
283	в действительности	2	2
284	но в	8	2
285	тому как	1	2
286	не упоминается	1	2
287	мне не	1	2
288	представляет собой	4	2
289	бы не	1	2
290	из этих	1	2
291	при этом	3	2
292	т д	22	2
293	едва ли	1	2
294	в них	1	2
295	сюжета мы	1	2
296	в такой	2	2
297	это делает	1	2
298	в котором	3	2
