N	2gram	Tiupa_Disk_2	Myshleni
1	внутренней речи	3	67
2	речи и	1	30
3	в этом	16	29
4	точки зрения	4	28
5	речи в	2	27
6	и в	16	26
7	для себя	2	24
8	не только	10	24
9	то что	5	24
10	таким образом	1	23
11	с точки	2	21
12	представляет собой	11	19
13	в том	8	18
14	и не	15	18
15	том что	10	17
16	потому что	4	16
17	как и	16	15
18	того что	1	14
19	этом случае	2	14
20	в ходе	2	12
21	и его	3	12
22	вместе с	2	12
23	что в	5	12
24	в которой	1	11
25	но и	11	11
26	не может	9	11
27	слова и	1	10
28	по своей	6	10
29	в сущности	1	9
30	в самом	1	9
31	в себе	19	9
32	мысли в	1	9
33	мышления и	1	9
34	тем что	1	9
35	по своему	1	9
36	же как	2	8
37	то же	6	8
38	той же	2	8
39	что он	2	8
40	только в	3	8
41	ее в	1	8
42	сказать что	1	8
43	тем самым	6	8
44	и то	4	7
45	мы не	1	7
46	с самого	1	7
47	самого начала	1	7
48	к тому	1	7
49	в ситуации	1	7
50	может быть	16	7
51	прежде всего	7	7
52	в меру	1	7
53	самом деле	1	6
54	речевой деятельности	1	6
55	вопрос о	1	6
56	во всех	1	6
57	по отношению	4	6
58	все же	6	6
59	все эти	3	6
60	в ее	1	6
61	возникает из	1	6
62	и что	1	6
63	в какой	1	6
64	именно в	2	6
65	а не	14	6
66	как бы	4	6
67	от слова	1	6
68	как на	3	6
69	речь не	1	5
70	в целом	2	5
71	же мере	1	5
72	чем это	1	5
73	в силу	1	5
74	и с	2	5
75	что этот	1	5
76	она не	1	5
77	в процессе	1	5
78	данном случае	6	5
79	никак не	1	5
80	во второй	1	5
81	можно сказать	3	5
82	и следовательно	1	5
83	как она	1	5
84	с одной	4	5
85	в качестве	16	5
86	на всем	1	5
87	одно из	4	5
88	и их	1	5
89	одной стороны	4	5
90	до конца	1	5
91	как это	1	5
92	в данном	7	5
93	отношению к	4	5
94	с этой	1	5
95	и для	2	5
96	переходит к	1	4
97	отношения между	2	4
98	еще не	6	4
99	с другой	5	4
100	в нашем	1	4
101	если в	1	4
102	это и	1	4
103	как в	8	4
104	стороны и	2	4
105	но в	11	4
106	и во	1	4
107	в такой	1	4
108	в котором	3	4
109	не в	3	4
110	в той	2	4
111	не менее	7	4
112	никогда не	2	4
113	своей природе	1	4
114	в области	2	4
115	не могут	1	4
116	не есть	1	4
117	имеет место	1	4
118	приводит к	3	4
119	о том	4	4
120	всем протяжении	1	4
121	в его	3	4
122	и только	1	4
123	одной из	1	4
124	так что	1	4
125	друг друга	1	4
126	о чем	2	4
127	перехода от	1	4
128	и от	1	4
129	и наконец	3	4
130	в первом	1	3
131	к другому	1	3
132	есть не	1	3
133	совпадает с	2	3
134	из того	1	3
135	и столь	1	3
136	из ее	1	3
137	в ней	2	3
138	в чем	1	3
139	но не	7	3
140	из важнейших	2	3
141	в этой	4	3
142	речи именно	1	3
143	в одной	1	3
144	в этот	1	3
145	из этих	3	3
146	к выводу	1	3
147	он не	3	3
148	чем у	1	3
149	содержит в	2	3
150	одно и	2	3
151	так и	9	3
152	об этом	1	3
153	не совпадает	1	3
154	и во-вторых	1	3
155	письменной речи	1	3
156	такой же	2	3
157	для него	5	3
158	в своей	6	3
159	переходе от	2	3
160	мы в	1	3
161	втором случае	1	3
162	тем не	1	3
163	состоит в	16	3
164	для нее	1	3
165	проистекает из	1	3
166	в основе	4	3
167	я не	1	3
168	во всем	1	3
169	этом отношении	4	3
170	отличается от	1	3
171	его с	1	3
172	но также	1	3
173	в собственном	1	3
174	для этого	1	3
175	с ним	1	3
176	во втором	1	3
177	что и	2	3
178	это не	3	3
179	устной речи	1	3
180	есть в	2	3
181	только на	1	3
182	момент в	2	3
183	были бы	1	3
184	из двух	3	3
185	было сказано	1	3
186	исторического развития	1	3
187	при переходе	1	3
188	тенденцию к	1	3
189	но это	3	3
190	все это	2	3
191	и слово	1	3
192	не является	4	3
193	слова но	1	3
194	в пределе	3	3
195	между ними	1	3
196	в то	5	3
197	и другой	1	3
198	и состоит	2	3
199	одним из	1	2
200	также и	3	2
201	мере в	1	2
202	на деле	1	2
203	и есть	1	2
204	то в	1	2
205	можно говорить	1	2
206	и до	1	2
207	благодаря тому	1	2
208	этого термина	1	2
209	столь же	3	2
210	время в	2	2
211	конечном счете	1	2
212	ответ на	1	2
213	отношение к	2	2
214	отличие от	12	2
215	друг от	1	2
216	друга и	1	2
217	идет о	2	2
218	перед нами	3	2
219	раз в	1	2
220	в случае	1	2
221	в нем	7	2
222	одной и	1	2
223	этот период	1	2
224	его от	1	2
225	поэзии и	1	2
226	лишь в	1	2
227	его в	3	2
228	ни в	7	2
229	несмотря на	1	2
230	должно быть	2	2
231	в этих	3	2
232	но если	1	2
233	в отличие	12	2
234	в которых	1	2
235	и другого	2	2
236	в памяти	1	2
237	и той	1	2
238	том же	1	2
239	даже в	1	2
240	проявляется не	1	2
241	того как	1	2
242	в центр	1	2
243	того и	2	2
244	ничего не	1	2
245	как такового	1	2
246	об одном	3	2
247	всего в	1	2
248	с ее	2	2
249	от друга	1	2
250	человеческого сознания	1	2
251	своем значении	1	2
252	вспомнить о	1	2
253	здесь как	1	2
254	по природе	2	2
255	ситуации и	2	2
256	и здесь	1	2
257	одновременно и	1	2
258	внимание на	1	2
259	одного из	4	2
260	нас в	1	2
261	входит в	2	2
262	в конечном	1	2
263	должно было	1	2
264	слов и	1	2
265	к ней	1	2
266	в современной	1	2
267	которое было	1	2
268	один из	1	2
269	даже если	1	2
270	и ее	3	2
271	с которыми	1	2
272	в большинстве	2	2
273	этого понятия	1	2
274	является не	2	2
275	вовсе не	1	2
276	случае не	1	2
277	в любви	1	2
278	что на	2	2
279	между которыми	1	2
280	с ней	2	2
281	себя и	1	2
282	в мысль	1	2
283	подобного рода	1	2
284	большинстве случаев	1	2
285	именно поэтому	1	2
286	к его	4	2
287	ключом к	2	2
288	сути дела	1	2
289	из которых	1	2
290	могут быть	3	2
291	что же	2	2
292	никем не	1	2
293	только о	1	2
294	той мере	1	2
295	этом и	1	2
296	но для	1	2
297	и собственно	1	2
298	но с	1	2
299	но всегда	1	2
300	а в	2	2
301	может и	2	2
302	в период	4	2
303	о своем	1	2
304	из этого	1	2
305	но именно	1	2
306	как слово	1	2
307	в своих	6	2
308	к этому	4	2
309	во всяком	1	2
310	формы и	1	1
311	например в	3	1
312	того же	2	1
313	переход от	1	1
314	может оказаться	1	1
315	между ним	1	1
316	с таким	2	1
317	и могут	1	1
318	целого но	1	1
319	их мысли	1	1
320	мы имеем	2	1
321	он как	1	1
322	в каждый	1	1
323	но она	3	1
324	что пройдет	1	1
325	они были	1	1
326	ему в	1	1
327	начала в	1	1
328	двух или	1	1
329	ни одно	2	1
330	не был	1	1
331	там и	1	1
332	во внешнем	1	1
333	как правило	1	1
334	точка зрения	1	1
335	к которой	2	1
336	друг на	1	1
337	одном и	1	1
338	эта особенность	1	1
339	с совершенно	1	1
340	за пределы	1	1
341	отнюдь не	6	1
342	там где	1	1
343	рассуждать исходя	1	1
344	оказывается не	2	1
345	некоторое время	1	1
346	что как	2	1
347	в своем	5	1
348	образцом для	1	1
349	ней в	1	1
350	это отнюдь	1	1
351	дистанция между	2	1
352	мысль о	3	1
353	и как	3	1
354	к чему	1	1
355	еще на	1	1
356	себя с	2	1
357	из той	1	1
358	бы не	1	1
359	теснее чем	1	1
360	контакт между	1	1
361	этим моментам	1	1
362	самого себя	1	1
363	с их	2	1
364	значение так	1	1
365	в речевой	1	1
366	в ряду	2	1
367	но на	1	1
368	вследствие этого	2	1
369	но прежде	1	1
370	при этом	17	1
371	время и	1	1
372	в первую	2	1
373	как пишет	1	1
374	не как	1	1
375	в басне	3	1
376	силу своей	1	1
377	по общему	1	1
378	подобно тому	2	1
379	на этом	1	1
380	заключает в	2	1
381	по аналогии	1	1
382	но все	1	1
383	еще более	1	1
384	что является	1	1
385	слова не	2	1
386	мы его	1	1
387	в сторону	1	1
388	и может	3	1
389	в другом	3	1
390	она оказывается	1	1
391	времени и	2	1
392	по выражению	1	1
393	обоих случаях	2	1
394	первую очередь	2	1
395	отсюда и	2	1
396	особое отношение	1	1
397	из первых	1	1
398	этого она	1	1
399	о которой	1	1
400	соответствии с	3	1
401	этого не	1	1
402	на друга	1	1
403	рассматривать его	1	1
404	как целого	1	1
405	к их	2	1
406	еще в	3	1
407	иначе говоря	3	1
408	нас не	1	1
409	присущих ему	1	1
410	где мы	1	1
411	не к	2	1
412	бы мы	1	1
413	в одном	4	1
414	в опыте	1	1
415	другом и	1	1
416	говорит как	1	1
417	на мысль	1	1
418	их в	2	1
419	превратилось в	1	1
420	возникает в	1	1
421	источником эгоцентрической	1	1
422	два полюса	1	1
423	все три	1	1
424	с теми	1	1
425	в обоих	2	1
426	дело не	1	1
427	одна из	1	1
428	они же	1	1
429	бытия и	2	1
430	всей их	1	1
431	говорить о	2	1
432	на некоторое	1	1
433	в самых	1	1
434	рассматривать как	1	1
435	но сохраняя	1	1
436	не имели	1	1
437	в общих	1	1
438	в разных	1	1
439	предполагается в	1	1
440	его речи	1	1
441	всего на	1	1
442	такая же	1	1
443	другой стороны	2	1
444	на него	1	1
445	так сказать	1	1
446	перед ним	1	1
447	этот род	1	1
448	к истокам	1	1
449	т.е в	1	1
450	и это	2	1
451	но при	2	1
452	здесь не	2	1
453	языка и	1	1
454	и внутреннее	1	1
455	по сути	2	1
456	в себя	2	1
457	всей своей	3	1
458	в нескольких	1	1
459	становится внутренней	1	1
460	поэтому в	1	1
461	он сам	1	1
462	остановимся на	1	1
463	движения и	1	1
464	о нем	1	1
465	и должно	1	1
