N	3gram	Potebnia_M_2	KulturaY
1	и т п	3	41
2	для того чтобы	2	11
3	тем не менее	5	9
4	в том что	7	8
5	до сих пор	4	8
6	и т д	3	8
7	с одной стороны	3	4
8	в том случае	1	4
9	только тогда когда	2	4
10	до тех пор	1	4
11	и в этом	1	4
12	в этом случае	1	4
13	и в самом	1	4
14	в связи с	1	4
15	после того как	2	4
16	о том что	1	3
17	потому что как	1	3
18	на мой взгляд	1	3
19	и тем не	1	3
20	с другой стороны	2	3
21	на самом деле	2	3
22	сам по себе	4	3
23	прежде всего следует	1	3
24	в том чтобы	1	3
25	так и в	2	3
26	не может быть	2	3
27	и тот же	1	2
28	при этом что	1	2
29	в таком случае	2	2
30	один и тот	1	2
31	от того что	4	2
32	не в том	2	2
33	что и в	1	2
34	сама по себе	2	2
35	только после того	1	2
36	в отличие от	1	2
37	более или менее	8	2
38	одного и того	6	2
39	не могут быть	3	2
40	но если это	1	2
41	смысле этого слова	3	2
42	только в том	1	2
43	сплошь да рядом	1	2
44	потому что в	1	2
45	если бы не	1	2
46	т п а	1	2
47	и того же	6	2
48	т п однако	1	1
49	но самое это	1	1
50	что если бы	2	1
51	а в том	1	1
52	не потому что	1	1
53	того как они	1	1
54	вслед за этим	1	1
55	то же в	2	1
56	в этом смысле	2	1
57	мы не можем	3	1
58	в одном из	1	1
59	одной и той	1	1
60	в собственном смысле	1	1
61	то время когда	1	1
62	в то же	2	1
63	в каждом человеке	1	1
64	бы то ни	1	1
65	в той мере	1	1
66	на каком основании	1	1
67	из того что	1	1
68	мы тем не	1	1
69	потому что без	3	1
70	только для того	1	1
71	того как мы	1	1
72	указывает нам на	1	1
73	у нас в	1	1
74	самые простые и	1	1
75	и в нашем	1	1
76	мере в какой	1	1
77	во всяком случае	7	1
78	как на самом	2	1
79	с тем что	1	1
80	то что он	1	1
81	и не может	1	1
82	если б не	2	1
83	и независимо от	1	1
84	а не с	2	1
85	в то время	4	1
86	большее или меньшее	1	1
87	чтобы понять что	1	1
88	в том смысле	4	1
89	и той же	1	1
90	так как на	1	1
91	есть такой же	1	1
92	рядом с ними	1	1
93	для нас те	1	1
94	тому что она	1	1
95	но вряд ли	1	1
96	может быть не	3	1
97	есть прежде всего	2	1
98	не могут и	1	1
99	на первых порах	1	1
100	на вопрос о	1	1
101	не может обойтись	2	1
102	как в слове	1	1
103	то что мы	2	1
104	то же время	2	1
105	но все же	1	1
106	вместе с тем	1	1
107	внимание на те	1	1
108	той мере в	1	1
109	том смысле что	1	1
110	на него внимание	1	1
111	далеко не все	1	1
112	не имеет ничего	1	1
113	друг от друга	1	1
114	в одном случае	1	1
115	такое значение имеет	1	1
116	в значении этого	1	1
117	здесь может быть	1	1
118	само по себе	2	1
119	что же касается	1	1
120	что внутренняя форма	1	1
121	и такие случаи	1	1
122	мы говорим что	1	1
123	потому что есть	1	1
124	тому как в	1	1
125	в свою очередь	6	1
126	т д и	1	1
127	мы говорим о	1	1
128	тогда как на	1	1
129	то тем самым	1	1
130	обратить внимание на	1	1
131	с этой точки	1	1
132	не то что	1	1
133	независимо от их	2	1
134	по крайней мере	5	1
