N	3gram	Losev_Dial_4	Problema
1	тем не менее	2	18
2	и т д	15	10
3	и тем не	1	8
4	для того чтобы	5	8
5	в данном случае	1	8
6	на то что	3	8
7	сам по себе	2	7
8	содержит в себе	1	7
9	ничего общего с	2	7
10	в этом смысле	4	6
11	вовсе не есть	1	6
12	то что мы	2	6
13	не есть символ	1	5
14	не есть ни	9	5
15	о том что	1	5
16	в том что	9	5
17	точно так же	2	4
18	т д и	3	4
19	и вовсе не	1	4
20	в конце концов	1	4
21	в связи с	1	4
22	а не просто	1	4
23	той или иной	1	4
24	в то же	6	4
25	сама по себе	5	4
26	иметь в виду	2	3
27	дело в том	1	3
28	тем или другим	2	3
29	с точки зрения	9	3
30	в каком случае	1	3
31	ни в каком	4	3
32	д и т	2	3
33	не только не	1	3
34	можно сказать что	1	3
35	с другой стороны	1	3
36	сущность и явление	1	3
37	в себе не	1	3
38	о том как	2	2
39	в виду и	1	2
40	в этом случае	1	2
41	что иное как	8	2
42	есть также и	1	2
43	тоже нет ничего	1	2
44	в нем только	1	2
45	не говоря уже	3	2
46	так или иначе	1	2
47	что она есть	4	2
48	по крайней мере	7	2
49	именно в этом	1	2
50	есть не что	5	2
51	также и то	1	2
52	себе не содержит	1	2
53	то и другое	2	2
54	и то что	1	2
55	если мы хотим	1	2
56	а не только	1	2
57	тех или иных	1	2
58	имеет ничего общего	2	2
59	и в этом	3	2
60	не может быть	6	2
61	и даже вообще	2	2
62	не имеет ничего	2	2
63	и как бы	1	2
64	имел в виду	1	2
65	мы должны сказать	1	2
66	с тем что	1	2
67	она есть нечто	1	2
68	становится ясным что	1	2
69	не что иное	8	2
70	только потому что	1	2
71	подобно тому как	4	2
72	здесь идет речь	1	1
73	ни о каких	1	1
74	что законы природы	1	1
75	о том кто	1	1
76	часто так и	1	1
77	этом смысле есть	1	1
78	в данный момент	2	1
79	в чем же	2	1
80	мы имеем дело	1	1
81	принимая во внимание	1	1
82	и пр но	1	1
83	должны сказать что	1	1
84	это-то и есть	1	1
85	не есть также	1	1
86	не приходится но	1	1
87	есть прежде всего	3	1
88	но ясно что	1	1
89	а потом и	1	1
90	мы заговорили о	1	1
91	в понятие символа	1	1
92	ничего не сказано	1	1
93	на первый план	1	1
94	не было и	1	1
95	из них в	1	1
96	говоря уже о	3	1
97	а именно в	1	1
98	и в то	2	1
99	на самом же	1	1
100	но в сущности	1	1
101	мы тотчас же	1	1
102	того и другого	1	1
103	но для этого	1	1
104	часто и не	1	1
105	за пределы этой	1	1
106	ее смысл то	1	1
107	перед нами не	1	1
108	тот кто его	1	1
109	от всего прочего	1	1
110	во всей его	1	1
111	в основе своей	1	1
112	д все это	1	1
113	то или иное	3	1
114	то в чем	1	1
115	но тогда значит	1	1
116	свой смысл и	1	1
117	он всегда будет	1	1
118	то что было	1	1
119	что же такое	1	1
120	не есть только	1	1
121	тут перед нами	1	1
122	в это время	1	1
123	что не есть	1	1
124	и для этого	1	1
125	как раз то	1	1
126	символ есть символ	2	1
127	что то что	1	1
128	же как и	1	1
129	да и сама	1	1
130	если бы мы	1	1
131	не есть сама	1	1
132	виду и весь	1	1
133	еще ничего не	2	1
134	но в то	2	1
135	не только в	1	1
136	мы не знаем	1	1
137	существует целая наука	1	1
138	ничего не дает	1	1
139	рождение и смерть	1	1
140	между собою и	1	1
141	тех или других	3	1
142	или по крайней	3	1
143	ровно ничего не	6	1
144	это было бы	1	1
145	в течение всей	1	1
146	не значит что	1	1
147	ни на что	2	1
148	не говорит о	3	1
149	не в их	1	1
150	и так как	1	1
151	а не в	1	1
152	однако ясно что	1	1
153	связи с этим	1	1
154	нет и ничего	1	1
155	субъекта и объекта	4	1
156	не было бы	1	1
157	мы еще не	1	1
158	предмета с его	1	1
159	т д все	2	1
160	и пр предметы	1	1
161	что оно есть	2	1
162	минуту все эти	1	1
163	потому что все	1	1
164	с тем или	1	1
165	уже не просто	1	1
166	и нет ничего	2	1
167	мы можем сказать	1	1
168	тогда когда есть	1	1
169	всегда так или	1	1
170	это значит что	7	1
171	если мы не	1	1
172	ни о каком	1	1
173	ни одна из	1	1
174	а именно с	1	1
175	есть по существу	1	1
176	только потому и	1	1
177	мы будем говорить	1	1
178	и тем более	4	1
179	ничего не говорит	4	1
180	не просто об	1	1
181	может и не	1	1
182	на что другое	1	1
183	при всем этом	1	1
184	смысл и свое	1	1
185	никакого отношения к	2	1
186	той или другой	3	1
187	в сравнении с	2	1
188	нами не просто	1	1
189	самом же деле	1	1
190	которая хотя и	1	1
191	все это не	1	1
192	от всего иного	2	1
193	только тогда когда	4	1
194	не есть просто	3	1
195	она не есть	3	1
