N	3gram	Voloshinov_1	RusskieA
1	в том что	1	15
2	вместе с тем	1	6
3	в связи с	1	4
4	о том что	2	4
5	с точки зрения	6	3
6	а иногда и	1	3
7	мы не можем	1	3
8	что иное как	1	2
9	и связанные с	1	2
10	в большинстве случаев	3	2
11	не что иное	1	2
12	во многих случаях	1	2
13	ничего общего не	1	1
14	это вытекает из	1	1
15	и того же	1	1
16	на самом деле	4	1
17	всяком случае не	1	1
18	подобно тому как	1	1
19	же как и	1	1
20	и та же	1	1
21	в этом отношении	1	1
22	можно было бы	1	1
23	семьи и всех	1	1
24	так как он	1	1
25	только одна из	1	1
26	и в этом	2	1
27	но вместе с	1	1
28	во всяком случае	3	1
29	одна и та	1	1
30	так же как	2	1
31	и пр и	3	1
32	мы уже знаем	1	1
33	но оно в	1	1
34	можно сказать что	3	1
35	одного и того	1	1
36	связанные с ним	1	1
37	это приводит к	1	1
38	друг с другом	1	1
39	быть не может	1	1
40	мы увидим что	1	1
41	как мы знаем	1	1
42	в данном случае	1	1
