N	2gram	Vygotskiy__5	formyVre
1	и в	30	50
2	то есть	13	33
3	в романе	2	32
4	в этом	14	25
5	в нем	7	24
6	человека в	3	17
7	и его	6	16
8	прежде всего	4	15
9	как мы	5	14
10	и не	6	14
11	в его	4	13
12	вовсе не	3	13
13	как раз	13	13
14	по существу	2	12
15	так и	3	12
16	то же	7	11
17	мы уже	6	11
18	таким образом	20	11
19	может быть	11	11
20	и как	7	10
21	но в	5	10
22	времени и	3	10
23	с его	2	9
24	все эти	2	9
25	не только	16	9
26	в то	2	9
27	ничего не	2	9
28	в том	27	9
29	в конце	4	9
30	в других	1	9
31	и др	1	9
32	и т	7	8
33	того же	2	8
34	и на	3	8
35	в самом	14	8
36	ни в	3	8
37	т п	3	8
38	его жизни	1	8
39	но и	6	8
40	и их	1	8
41	как и	6	8
42	жизни и	6	8
43	так сказать	1	7
44	и во	1	7
45	не было	1	7
46	героя и	7	7
47	например в	1	6
48	во всех	2	6
49	как в	3	6
50	с этим	2	6
51	все же	7	6
52	это не	3	6
53	и того	2	6
54	в их	3	6
55	так как	9	6
56	с ее	1	6
57	в ее	3	6
58	связи с	2	6
59	в жизни	1	6
60	у него	3	6
61	то что	37	6
62	в частности	4	6
63	не может	9	6
64	так же	13	6
65	в результате	4	6
66	и все	4	6
67	отношению к	1	5
68	и до	2	5
69	время как	2	5
70	еще не	5	5
71	но не	7	5
72	не в	8	5
73	этот процесс	1	5
74	он не	3	5
75	значение в	1	5
76	жизни но	1	5
77	одного и	2	5
78	в основе	7	5
79	того чтобы	20	5
80	точки зрения	7	5
81	не могло	1	5
82	в разных	1	5
83	могут быть	8	5
84	но все	2	5
85	если бы	11	5
86	романа в	1	5
87	для того	20	5
88	что в	24	5
89	и другие	3	5
90	этого романа	1	4
91	и то	9	4
92	и это	8	4
93	уже указывали	1	4
94	роман в	1	4
95	мы и	1	4
96	конечно и	1	4
97	в ней	4	4
98	для других	1	4
99	в своем	6	4
100	конечно не	1	4
101	то время	1	4
102	романа но	1	4
103	время и	1	4
104	и с	2	4
105	в них	4	4
106	том что	21	4
107	в котором	2	4
108	в процессе	1	4
109	не имеет	1	4
110	потому что	23	4
111	к себе	1	4
112	как человек	1	4
113	здесь не	1	4
114	понятно что	2	4
115	и следовательно	2	4
116	могло быть	1	4
117	только в	5	4
118	между этими	1	4
119	именно как	1	4
120	и т.п	1	4
121	до конца	2	4
122	на этой	1	4
123	нет ничего	1	4
124	в той	3	4
125	все это	2	4
126	между собой	2	4
127	и для	6	4
128	отношения к	2	3
129	по преимуществу	2	3
130	а как	2	3
131	есть не	4	3
132	мы не	3	3
133	в сущности	12	3
134	событий и	2	3
135	в виду	4	3
136	по отношению	2	3
137	себе и	2	3
138	искусстве и	3	3
139	хотя и	1	3
140	в себе	5	3
141	при этом	8	3
142	одно и	3	3
143	в основу	4	3
144	и дает	1	3
145	здесь нет	1	3
146	и уже	3	3
147	и вне	1	3
148	между ними	2	3
149	в этих	3	3
150	в отношении	2	3
151	мы говорили	4	3
152	но эта	1	3
153	их в	1	3
154	но они	1	3
155	чем не	2	3
156	этом отношении	3	3
157	не могут	3	3
158	героев и	1	3
159	к тому	8	3
160	формы и	3	3
161	же человека	1	3
162	нас в	1	3
163	романа как	2	3
164	что и	3	3
165	в форме	2	3
166	один из	5	3
167	романа и	1	3
168	мы видим	8	3
169	одной из	1	3
170	поэтому и	1	3
171	во времени	1	3
172	и ее	1	3
173	с одной	12	3
174	в качестве	2	3
175	только на	4	3
176	же в	2	3
177	в начале	1	3
178	был бы	5	3
179	в одном	2	3
180	до сих	5	3
181	связаны с	1	3
182	именно в	6	3
183	мы еще	1	3
184	себя и	2	3
185	что не	1	3
186	с тем	8	3
187	а не	8	3
188	в одно	1	3
189	вместе с	12	3
190	и потому	5	3
191	да и	1	3
192	сих пор	5	3
193	и времени	1	3
194	или в	6	3
195	еще более	1	3
196	ни к	1	3
197	а в	4	3
198	не знает	2	3
199	сказать что	9	3
200	имеет место	3	3
201	к этому	3	3
202	в таком	3	3
203	во всяком	1	3
204	смысле слова	1	2
205	нем нет	1	2
206	обычно в	1	2
207	же как	2	2
208	здесь и	1	2
209	и принципиально	1	2
210	к другому	2	2
211	др в	1	2
212	той же	3	2
213	вопрос о	3	2
214	для раскрытия	1	2
215	но она	2	2
216	на них	1	2
217	в чем	1	2
218	романа не	1	2
219	как если	1	2
220	на другой	1	2
221	друг к	4	2
222	совсем не	2	2
223	мы будем	1	2
224	а только	1	2
225	нет и	1	2
226	герою и	1	2
227	в центре	2	2
228	стороны и	4	2
229	и нет	1	2
230	не являются	1	2
231	и к	4	2
232	имеет в	1	2
233	от этого	1	2
234	в целом	5	2
235	тому же	1	2
236	в нашем	2	2
237	как бы	19	2
238	как он	2	2
239	по самому	2	2
240	не как	3	2
241	характер в	1	2
242	уже не	1	2
243	его от	1	2
244	уже сказали	1	2
245	что все	6	2
246	об этом	3	2
247	к другу	4	2
248	ясно что	6	2
249	было бы	5	2
250	бы совершенно	1	2
251	нет в	2	2
252	рядом с	5	2
253	чем в	2	2
254	здесь все	1	2
255	и всей	1	2
256	для него	3	2
257	в своей	4	2
258	он должен	8	2
259	с точки	2	2
260	не к	1	2
261	оказывается что	1	2
262	в отличие	2	2
263	в которых	2	2
264	точку зрения	1	2
265	но он	3	2
266	необходимо чтобы	1	2
267	по себе	7	2
268	самого начала	3	2
269	тогда когда	1	2
270	дело в	2	2
271	никогда не	9	2
272	того и	1	2
273	к ней	1	2
274	и является	1	2
275	во всем	2	2
276	в каком	3	2
277	сюжета и	1	2
278	мы встречаем	1	2
279	в трагедии	15	2
280	все то	2	2
281	есть только	2	2
282	во все	1	2
283	здесь совершенно	1	2
284	той или	2	2
285	элементы в	1	2
286	во всякой	2	2
287	но по	1	2
288	как по	1	2
289	с самого	3	2
290	если они	1	2
291	во многом	1	2
292	ту же	2	2
293	по сравнению	4	2
294	и вообще	1	2
295	или иной	2	2
296	часто и	1	2
297	романа так	1	2
298	в значительной	1	2
299	связь между	2	2
300	там где	4	2
301	не зная	1	2
302	того что	8	2
303	быть и	2	2
304	в стороне	1	2
305	уже в	6	2
306	если мы	16	2
307	речи в	1	2
308	его и	1	2
309	никто не	1	2
310	мы находим	2	2
311	от различных	1	2
312	отношение к	1	2
313	не о	1	2
314	отличие от	2	2
315	тем что	6	2
316	романе мы	1	2
317	не были	1	2
318	и даже	2	2
319	с другой	9	2
320	не обязательно	1	2
321	я был	1	2
322	далеко не	1	2
323	еще и	1	2
324	начале романа	1	2
325	в некоторых	1	2
326	одной стороны	12	2
327	он только	3	2
328	что мы	11	2
329	с помощью	2	2
330	в эпосе	2	2
331	вступает в	1	2
332	прямо сказать	1	2
333	его на	2	2
334	в данном	3	2
335	сравнению с	4	2
336	в романах	1	2
337	в течение	2	2
338	но для	1	2
339	здесь в	1	2
340	не является	2	2
341	одна из	3	2
342	и может	1	2
343	как она	4	2
344	для нас	3	2
345	у них	1	2
346	и события	1	2
347	мы должны	3	2
348	хотя бы	3	2
349	была бы	3	2
350	совершенно не	6	2
351	равно как	1	2
352	в свою	3	2
353	на один	1	2
354	этой проблемы	1	2
355	в которой	3	2
356	и эта	2	2
357	можно назвать	1	2
358	пор не	1	1
359	не важен	1	1
360	только недавно	1	1
361	одним из	1	1
362	связана с	1	1
363	все остальное	1	1
364	он может	1	1
365	идет о	1	1
366	и есть	5	1
367	ему что	1	1
368	которое мы	3	1
369	тем же	3	1
370	из самых	2	1
371	научной и	1	1
372	в зависимости	6	1
373	и за	1	1
374	по его	3	1
375	и композиционного	1	1
376	из всех	1	1
377	из которой	1	1
378	с реальным	1	1
379	для своего	1	1
380	мы имеем	8	1
381	бы в	5	1
382	при анализе	1	1
383	на такие	1	1
384	почти все	1	1
385	то новое	1	1
386	на несколько	1	1
387	из того	3	1
388	для наших	1	1
389	начала в	1	1
390	зависимости от	7	1
391	отступление от	1	1
392	и он	2	1
393	можем поставить	1	1
394	он был	2	1
395	первый план	3	1
396	события в	3	1
397	когда не	1	1
398	в знаменитой	2	1
399	их так	1	1
400	самом деле	8	1
401	хода событий	1	1
402	данном случае	3	1
