N	3gram	Trubetskoy_1	Formalny
1	с точки зрения	8	14
2	не может быть	3	14
3	на самом деле	7	12
4	в то же	2	7
5	то же время	2	7
6	во всяком случае	2	6
7	в зависимости от	1	5
8	с другой стороны	4	5
9	в самом деле	5	4
10	и не может	1	4
11	в данном случае	3	4
12	в связи с	3	4
13	бы то ни	2	4
14	то ни было	2	4
15	для того чтобы	7	4
16	как мы знаем	1	4
17	иначе обстоит дело	1	3
18	а не в	1	3
19	по отношению к	9	3
20	то же самое	1	3
21	вместе с тем	2	3
22	в том что	15	3
23	уже знаем что	1	2
24	нет и не	1	2
25	как и все	2	2
26	лишь тогда когда	2	2
27	то из этого	1	2
28	в высшей степени	1	2
29	только то что	2	2
30	дело в том	1	2
31	мы видели что	1	2
32	а и в	7	2
33	и художественное произведение	1	2
34	не только не	1	2
35	как бы ни	1	2
36	именно потому что	2	2
37	к тому что	1	2
38	тем не менее	4	2
39	мы уже знаем	1	2
40	так и от	1	2
41	смысле этого слова	1	2
42	в конце концов	4	2
43	как мы видели	1	2
44	и того же	3	1
45	а потому что	1	1
46	хотя и не	1	1
47	точки зрения на	1	1
48	иметь в виду	1	1
49	со своей стороны	1	1
50	в каждый данный	4	1
51	что в данном	1	1
52	в настоящее время	2	1
53	в том же	3	1
54	в этом случае	4	1
55	таким образом оказывается	1	1
56	что же касается	2	1
57	же касается до	2	1
58	каждый данный момент	3	1
59	в том или	1	1
60	в других областях	1	1
61	а следовательно и	1	1
62	мы говорили в	1	1
63	тот или иной	1	1
64	они не могут	1	1
65	в лучшем случае	1	1
66	между собою в	1	1
67	таким образом как	1	1
68	в чистом виде	1	1
69	друг на друга	1	1
70	но для этого	1	1
71	из того что	1	1
72	элементов входящих в	1	1
73	при этом не	1	1
74	произведения в процессе	1	1
75	том или ином	1	1
76	что такая оценка	1	1
77	с этой точки	1	1
78	до сих пор	8	1
79	и в жизни	1	1
80	так или иначе	5	1
81	и помимо этого	1	1
82	тот факт что	4	1
83	так же как	3	1
84	только в этом	1	1
85	с одной стороны	2	1
86	но при этом	1	1
87	это не так	1	1
88	что ни одна	1	1
89	не в том	1	1
90	в основе их	1	1
91	о которых идет	3	1
92	том что они	1	1
93	и ничем не	1	1
94	о котором мы	1	1
95	и той же	1	1
96	но так как	2	1
97	в результате некоторую	1	1
98	все то что	1	1
99	что при этом	1	1
100	между тем как	1	1
101	этой точки зрения	1	1
102	о том что	4	1
103	таким образом все	1	1
104	по тем же	1	1
105	но и помимо	1	1
106	можно было бы	1	1
107	если допустить что	1	1
108	с самого начала	1	1
109	так как эта	1	1
110	но все же	2	1
111	на то что	7	1
112	одного и того	3	1
113	которые могут быть	1	1
114	от всех тех	1	1
115	указаний на то	1	1
116	в том числе	1	1
117	одной и той	1	1
118	самом деле ведь	1	1
119	и в том	2	1
120	друг с другом	9	1
121	и в нем	1	1
122	друг друга и	1	1
123	как и в	2	1
124	которых идет речь	3	1
125	есть одно из	1	1
126	точки зрения одной	1	1
127	том числе и	1	1
