N	3gram	Losev_Prob_5	Formalny
1	с точки зрения	8	14
2	не может быть	2	14
3	на самом деле	1	12
4	в то же	1	7
5	то же время	1	7
6	во всяком случае	2	6
7	и т д	1	6
8	с другой стороны	5	5
9	а вовсе не	1	4
10	в самом деле	1	4
11	в данном случае	2	4
12	в связи с	7	4
13	бы то ни	2	4
14	то ни было	1	4
15	в большинстве случаев	1	4
16	для того чтобы	2	4
17	потому что он	2	3
18	по отношению к	2	3
19	в этом отношении	1	3
20	вместе с тем	3	3
21	с тем же	1	3
22	в том что	8	3
23	одним и тем	1	2
24	равно как и	2	2
25	в этом смысле	3	2
26	о том как	1	2
27	в нем и	1	2
28	то или иное	1	2
29	может быть только	3	2
30	и тем же	1	2
31	дело в том	2	2
32	так и в	1	2
33	вовсе не в	1	2
34	тем не менее	5	2
35	в конце концов	6	2
36	это сделать с	1	1
37	хотя и не	1	1
38	в настоящее время	3	1
39	так и его	1	1
40	в своей работе	1	1
41	в одной из	1	1
42	но для нас	1	1
43	в других областях	1	1
44	мы можем это	1	1
45	сам по себе	1	1
46	он говорит о	1	1
47	таким образом как	1	1
48	только в связи	1	1
49	в этом произведении	1	1
50	друг на друга	1	1
51	здесь не в	1	1
52	только тем что	1	1
53	одной из своих	1	1
54	с этой точки	1	1
55	до сих пор	2	1
56	ту или иную	1	1
57	так или иначе	1	1
58	в это время	2	1
59	от того что	1	1
60	тот факт что	1	1
61	не потому что	1	1
62	не только в	1	1
63	эпохи не только	1	1
64	с одной стороны	3	1
65	бы ни были	1	1
66	и вместе с	1	1
67	это не так	1	1
68	в такой же	1	1
69	те или другие	1	1
70	в таком случае	2	1
71	мере в какой	1	1
72	потому что они	2	1
73	между тем как	1	1
74	этой точки зрения	1	1
75	о том что	9	1
76	и все же	1	1
77	во-вторых с точки	1	1
78	и притом в	1	1
79	можно было бы	1	1
80	и никогда не	2	1
81	с самого начала	1	1
82	отнюдь не входит	1	1
83	художественного творчества и	1	1
84	той или иной	1	1
85	но все же	2	1
86	можно сказать что	3	1
87	на то что	2	1
88	здесь вовсе не	1	1
89	никак не могут	2	1
90	в том числе	2	1
91	тех или иных	2	1
92	сама по себе	1	1
93	и в том	1	1
94	ведь то что	1	1
95	и для всякого	1	1
96	не больше чем	1	1
97	том числе и	1	1
