N	3gram	Vygotskiy__2	formyVre
1	то же время	2	9
2	и т п	8	8
3	в то же	2	6
4	и того же	1	5
5	одного и того	1	5
6	в связи с	1	5
7	для того чтобы	13	5
8	и в других	1	4
9	до сих пор	5	3
10	в этом отношении	5	3
11	одно и то	1	3
12	не может быть	8	3
13	в то время	3	3
14	и то же	1	3
15	прямо сказать что	1	2
16	само собой разумеется	1	2
17	то есть не	1	2
18	же как и	1	2
19	как если бы	1	2
20	с точки зрения	10	2
21	в отличие от	1	2
22	но и в	1	2
23	вместе с тем	1	2
24	жизни и в	1	2
25	что в таком	1	2
26	и в частности	1	2
27	же что и	1	2
28	то время как	2	2
29	так же как	4	2
30	с одной стороны	1	2
31	по сравнению с	2	2
32	собой разумеется что	1	2
33	связи с этим	1	2
34	с самого начала	1	2
35	в том что	17	2
36	как и в	2	2
37	и может быть	1	1
38	до наших дней	1	1
39	и до наших	1	1
40	и все остальное	1	1
41	в данный момент	1	1
42	и во всех	1	1
43	том что в	2	1
44	имеем в виду	1	1
45	том что все	1	1
46	в самом деле	11	1
47	так и во	1	1
48	мы находим в	1	1
49	не важен тот	1	1
50	в зависимости от	1	1
51	сами по себе	3	1
52	надо сказать что	2	1
53	но он не	1	1
54	с тем что	3	1
55	этой проблемы и	1	1
56	совершенно ясно что	6	1
57	с тем и	1	1
58	а как раз	1	1
59	основе его лежит	1	1
60	на деле и	1	1
61	по этим следам	1	1
62	и это очень	1	1
63	и ничего не	1	1
64	по самому своему	1	1
65	животных и других	1	1
66	так как он	1	1
67	это очень важно	1	1
68	и со всеми	1	1
69	в данном случае	4	1
70	в основе его	1	1
71	в особенности же	1	1
72	в первый раз	2	1
73	таким образом и	3	1
74	представляет из себя	1	1
75	и все его	1	1
76	тот факт что	1	1
77	не существует вовсе	1	1
78	ясно что в	1	1
79	приходит к выводу	1	1
80	не могут быть	1	1
81	самому своему существу	1	1
82	все более и	2	1
83	на то место	1	1
84	во всяком случае	2	1
85	в этом и	1	1
86	и в том	2	1
87	бросается в глаза	1	1
88	в основе этого	1	1
89	по существу и	1	1
90	узком смысле слова	1	1
91	то увидим что	1	1
92	таким образом все	2	1
93	в свою очередь	2	1
94	только на почве	1	1
95	в этом случае	1	1
96	всего того что	1	1
97	о том что	4	1
98	достаточно указать на	1	1
99	но и на	1	1
100	и приходит к	1	1
101	к выводу что	1	1
102	и в самом	4	1
103	не только на	1	1
104	более и более	2	1
105	разрешения этой проблемы	1	1
106	мы имеем в	1	1
107	которые могут быть	1	1
108	и следовательно по	1	1
109	того если мы	2	1
110	друг с другом	1	1
111	в высшей степени	1	1
112	один из самых	1	1
113	в жизни и	2	1
