N	3gram	Vygotskiy__2	Vvedenie
1	и т д	2	36
2	для того чтобы	13	20
3	в том что	17	12
4	о том что	4	12
5	в этом смысле	1	8
6	не может быть	8	8
7	тем не менее	4	8
8	до сих пор	5	6
9	в самом деле	11	6
10	то же время	2	6
11	к выводу что	1	6
12	в то же	2	6
13	и т п	8	5
14	в том чтобы	3	5
15	с другой стороны	2	5
16	что иное как	1	4
17	в этом случае	1	4
18	в этом отношении	5	4
19	можно было бы	4	4
20	на этот вопрос	2	4
21	по крайней мере	1	4
22	в данном случае	4	4
23	по сравнению с	2	4
24	во всяком случае	2	4
25	само по себе	3	4
26	не что иное	1	4
27	с одной стороны	1	4
28	в том виде	3	3
29	с тем что	3	3
30	вместе с тем	1	3
31	и тем не	1	3
32	и в том	2	3
33	заключается в том	10	3
34	и в самом	4	3
35	можно сказать что	1	3
36	в свое время	1	3
37	потому что он	1	2
38	до наших дней	1	2
39	состоит в том	2	2
40	в чем же	1	2
41	и той же	4	2
42	как об особом	1	2
43	подобно тому как	2	2
44	то же самое	6	2
45	что же касается	1	2
46	этого понятия в	1	2
47	как будто бы	1	2
48	по своему значению	1	2
49	с точки зрения	10	2
50	принять во внимание	1	2
51	точно так же	3	2
52	имеет дело с	2	2
53	дело не с	1	2
54	в конце концов	3	2
55	не могут быть	1	2
56	не в том	2	2
57	в связи с	1	2
58	есть не что	1	2
59	и что следовательно	1	2
60	ответ на этот	1	2
61	по этому поводу	1	2
62	одной и той	4	2
63	это однако не	1	2
64	и того же	1	1
65	чем же заключаются	1	1
66	а между тем	1	1
67	и даже к	1	1
68	и с изучением	1	1
69	по себе не	1	1
70	тех пор пока	1	1
71	только потому что	2	1
72	мы можем только	1	1
73	потому что в	1	1
74	более или менее	1	1
75	имеем в виду	1	1
76	нашего времени и	1	1
77	чтобы убедиться в	1	1
78	на самом деле	5	1
79	никак не может	1	1
80	что это только	1	1
81	но и как	1	1
82	то или иное	1	1
83	этого метода и	1	1
84	тем что она	1	1
85	в таком случае	1	1
86	как раз наоборот	1	1
87	сам для себя	1	1
88	нужно принять во	1	1
89	сам по себе	4	1
90	представление о том	2	1
91	в отличие от	1	1
92	по тому же	1	1
93	того же автора	1	1
94	но и в	1	1
95	не было бы	1	1
96	только в том	4	1
97	только то что	1	1
98	что не только	1	1
99	совершенно ясно что	6	1
100	заключает в себе	2	1
101	природы таким образом	1	1
102	имеем дело с	1	1
103	нечего и говорить	1	1
104	с этой точки	1	1
105	как если бы	1	1
106	том виде как	2	1
107	не то что	1	1
108	и то что	2	1
109	не похожи на	1	1
110	в зависимости от	1	1
111	одно и то	1	1
112	если же мы	2	1
113	так как она	1	1
114	тот факт что	1	1
115	так же как	4	1
116	а не только	1	1
117	признаки и свойства	1	1
118	в первом случае	1	1
119	не есть еще	1	1
120	то ни было	1	1
121	именно в этой	1	1
122	ни к какому	1	1
123	мы имеем в	1	1
124	и то же	1	1
125	и в целом	1	1
126	в том как	1	1
127	т д мы	1	1
128	приходит к выводу	1	1
129	что этот процесс	1	1
130	потому что она	2	1
131	не остается ничего	2	1
132	в сущности очень	1	1
133	бы то ни	2	1
134	уже и в	1	1
135	того чтобы сделать	1	1
136	с этой целью	1	1
137	тем что в	1	1
138	же самое и	1	1
139	и до наших	1	1
140	этой точки зрения	2	1
141	может быть не	1	1
142	до тех пор	1	1
143	то обстоятельство что	1	1
144	потому что все	2	1
145	от того что	1	1
146	не потому что	1	1
147	же самое что	2	1
148	очевидно что если	1	1
149	в свою очередь	2	1
150	в круг своего	1	1
151	всего того что	1	1
152	связи с этим	1	1
153	того или иного	2	1
154	и никогда не	2	1
155	с самого начала	1	1
156	имеет своей целью	1	1
157	не соглашаться с	1	1
158	нужно сказать что	1	1
159	так как в	2	1
160	именно потому что	1	1
161	ответом на вопрос	2	1
162	одного и того	1	1
163	после того как	1	1
164	все зависит от	1	1
165	к тому что	2	1
166	не значит что	1	1
167	что таким путем	1	1
