N	2gram	Nazirov_Tv_2	StatiiOP
1	и в	20	44
2	в том	8	36
3	и т	13	30
4	что в	7	30
5	том что	4	29
6	в этом	8	21
7	т д	11	21
8	вовсе не	2	19
9	не только	13	18
10	то что	3	18
11	было бы	1	17
12	о том	5	17
13	а в	4	17
14	а не	6	16
15	и не	9	16
16	бориса годунова	1	15
17	может быть	8	15
18	в области	1	14
19	как в	4	13
20	можно было	1	13
21	не в	4	12
22	в тексте	1	12
23	в первой	2	12
24	самом деле	2	11
25	в этой	5	11
26	у нас	2	11
27	но в	4	10
28	ясно что	1	10
29	что он	6	10
30	только в	2	10
31	но и	8	10
32	как и	6	9
33	в то	10	9
34	так и	6	9
35	во второй	1	9
36	если бы	4	9
37	в его	10	9
38	т п	2	9
39	с другой	2	9
40	например в	5	8
41	во всех	1	8
42	все же	5	8
43	но ведь	2	8
44	это не	7	8
45	из них	2	8
46	у пушкина	3	8
47	и его	9	8
48	не может	7	8
49	я не	2	7
50	что они	4	7
51	в самом	3	7
52	в статье	2	7
53	так например	3	7
54	таким образом	10	7
55	другой стороны	2	7
56	для нас	1	7
57	до сих	3	7
58	прежде всего	8	7
59	сих пор	3	7
60	сказать что	1	7
61	по поводу	1	7
62	со стороны	1	6
63	из этих	1	6
64	в своей	6	6
65	потому что	7	6
66	что и	1	6
67	всяком случае	2	6
68	так что	2	6
69	для него	3	6
70	именно в	6	6
71	дело в	1	6
72	что же	1	6
73	но это	5	6
74	во всяком	2	6
75	вряд ли	1	5
76	то же	7	5
77	той же	1	5
78	в целом	6	5
79	все эти	4	5
80	в нем	3	5
81	евгения онегина	3	5
82	и по	2	5
83	г в	1	5
84	такой же	2	5
85	в котором	3	5
86	в которых	3	5
87	не менее	2	5
88	вплоть до	1	5
89	никогда не	11	5
90	могут быть	2	5
91	мне кажется	1	5
92	так как	3	5
93	тем что	3	5
94	и даже	5	5
95	нужно сказать	1	5
96	все это	6	5
97	была бы	1	5
98	совершенно не	1	5
99	того времени	1	5
100	так же	5	5
101	речь идет	1	4
102	как это	1	4
103	это и	1	4
104	в которой	2	4
105	столь же	1	4
106	что это	1	4
107	на то	1	4
108	что она	4	4
109	по словам	2	4
110	в россии	2	4
111	является не	1	4
112	я считаю	1	4
113	но если	2	4
114	том как	1	4
115	представление о	7	4
116	не имеет	1	4
117	же время	7	4
118	как будто	1	4
119	за что	1	4
120	в ее	2	4
121	что у	4	4
122	на вопрос	1	4
123	и что	2	4
124	заключается в	1	4
125	этот вопрос	3	4
126	как раз	1	4
127	не было	2	4
128	даже не	1	4
129	к которому	2	4
130	должна была	1	4
131	в частности	2	4
132	как бы	11	4
133	еще более	1	4
134	это человек	1	4
135	или иного	1	4
136	того или	1	4
137	же как	3	3
138	я уже	1	3
139	и без	2	3
140	и за	1	3
141	эпохи в	1	3
142	то это	1	3
143	еще не	5	3
144	он был	1	3
145	в чем	4	3
146	своего рода	3	3
147	но не	5	3
148	не все	1	3
149	ответ на	1	3
150	по отношению	3	3
151	или иное	1	3
152	и я	1	3
153	в истории	2	3
154	общего с	1	3
155	с этим	1	3
156	говорит что	1	3
157	не являются	1	3
158	то в	1	3
159	точку зрения	2	3
160	во многих	2	3
161	не значит	1	3
162	же это	1	3
163	в каждом	1	3
164	в другом	1	3
165	и с	8	3
166	лишь в	1	3
167	даже в	1	3
168	ни в	1	3
169	о которой	1	3
170	что не	3	3
171	тому что	1	3
172	в г	1	3
173	во время	1	3
174	в конце	6	3
175	о значении	1	3
176	в основе	2	3
177	а во	2	3
178	пушкина на	1	3
179	и вполне	1	3
180	что оно	1	3
181	в применении	1	3
182	должен быть	1	3
183	для себя	1	3
184	то или	1	3
185	об этом	4	3
186	поэтому в	1	3
187	и вообще	2	3
188	между тем	3	3
189	и только	2	3
190	значит что	1	3
191	по мнению	3	3
192	с одной	1	3
193	в виде	2	3
194	в начале	3	3
195	т vi	1	3
196	возможно что	1	3
197	а с	3	3
198	что для	1	3
199	на этот	2	3
200	применении к	1	3
201	с этой	3	3
202	не является	3	3
203	и для	1	3
204	в результате	1	3
205	будто бы	1	3
206	письма и	1	3
207	отношению к	3	3
208	в таком	3	3
