N	3gram	Trubetskoy_1	Myshleni
1	в том что	3	31
2	с точки зрения	6	11
3	те и другие	2	9
4	с одной стороны	7	9
5	с другой стороны	1	8
6	то же самое	2	7
7	в этом отношении	2	7
8	и тот же	1	7
9	смысле этого слова	1	7
10	один и тот	1	7
11	друг с другом	5	7
12	в самом деле	1	6
13	на каждом шагу	1	6
14	и того же	1	5
15	друг на друга	2	5
16	так же как	3	5
17	не только не	1	5
18	одного и того	1	5
19	для того чтобы	5	5
20	в первую очередь	1	4
21	с этой точки	2	4
22	этой точки зрения	2	4
23	на то что	2	4
24	состоит в том	1	3
25	с первого взгляда	1	3
26	по своему значению	1	3
27	вместе с тем	8	3
28	с тем что	1	3
29	точно так же	3	3
30	по сравнению с	2	3
31	во всяком случае	6	3
32	в связи с	3	3
33	о том что	4	3
34	речь идет о	1	3
35	в том виде	2	2
36	нашей точки зрения	1	2
37	в настоящее время	1	2
38	в том числе	5	2
39	не может не	1	2
40	в отличие от	1	2
41	том числе и	4	2
42	а с другой	5	2
43	в этой области	1	2
44	в данном случае	1	2
45	мы видим что	1	2
46	но вместе с	2	2
47	с нашей точки	1	2
48	все более и	1	2
49	мы уже говорили	1	2
50	том что они	1	2
51	между этими двумя	2	2
52	в свою очередь	1	2
53	более и более	1	2
54	и в результате	1	2
55	мы видели что	1	2
56	и только в	1	2
57	что в этом	1	1
58	потому что в	1	1
59	чуть ли не	1	1
60	виде в каком	1	1
61	с другом не	1	1
62	не совсем так	1	1
63	самом деле если	1	1
64	о том как	1	1
65	том виде в	2	1
66	во всей своей	1	1
67	на задний план	1	1
68	по тому же	1	1
69	бы то ни	2	1
70	что все эти	1	1
71	потому что и	2	1
72	казалось бы должно	1	1
73	в так называемом	1	1
74	до сих пор	5	1
75	при этом не	1	1
76	совершенно ясно что	1	1
77	заключает в себе	2	1
78	что и те	2	1
79	одном и том	1	1
80	же что и	1	1
81	с внешней стороны	1	1
82	то ни было	2	1
83	на этот раз	1	1
84	в конце концов	3	1
85	и том же	1	1
86	мы видели выше	1	1
87	указывает на то	1	1
88	к тому же	4	1
89	в их чистом	1	1
90	друг к другу	1	1
91	явления и предметы	1	1
92	то что эти	1	1
93	что в области	1	1
94	как бы в	1	1
95	того момента когда	1	1
96	не может быть	1	1
97	не имеет никакого	1	1
98	и таким образом	3	1
99	в то время	1	1
100	только то что	1	1
101	по отношению к	1	1
102	тем что в	1	1
103	ничего общего с	2	1
104	тем и другим	1	1
105	с самого начала	2	1
106	в чем именно	1	1
107	но все же	4	1
108	можно сказать что	2	1
109	после того как	1	1
110	и что он	1	1
111	под этим именем	1	1
112	тем не менее	3	1
113	этими двумя моментами	1	1
114	может быть в	1	1
115	и те и	2	1
116	что и в	1	1
117	только тогда когда	1	1
118	может быть даже	2	1
119	тот факт что	1	1
