N	3gram	Bakhtin_Pr_3	Komedia
1	к тому же	2	10
2	в том что	1	5
3	о том что	2	4
4	за то что	1	4
5	для того чтобы	1	4
6	вместе с тем	2	4
7	на этот раз	1	4
8	и столь же	1	3
9	то же время	12	3
10	по отношению к	5	3
11	в то же	12	3
12	бы то ни	4	2
13	друг с другом	2	2
14	и т п	6	2
15	до сих пор	1	2
16	то ни было	4	2
17	и тех же	1	2
18	что и в	1	2
19	в этом смысле	4	2
20	к тому что	1	2
21	одних и тех	1	2
22	и с этой	1	2
23	в нем не	1	2
24	в отличие от	2	2
25	то что он	1	2
26	во всяком случае	5	2
27	мы можем сказать	1	1
28	в чем же	1	1
29	с самого начала	8	1
30	в том же	1	1
31	на протяжении всего	4	1
32	так и в	2	1
33	в большинстве случаев	2	1
34	и во всяком	1	1
35	всяком случае в	1	1
36	благодаря тому что	1	1
37	можем сказать что	1	1
38	в один из	1	1
39	и в то	5	1
40	и для себя	3	1
41	ни в одном	1	1
42	быть даже в	1	1
43	и в том	1	1
44	сводится к тому	2	1
45	должны были бы	1	1
46	с другой стороны	3	1
47	но все же	1	1
48	а может быть	2	1
49	же время он	1	1
50	что он не	1	1
51	и дает основание	1	1
52	в пределах одного	2	1
53	и к тому	2	1
54	но в этом	1	1
55	они и в	1	1
56	как мы знаем	2	1
57	как будто бы	1	1
58	но все эти	1	1
59	той или иной	2	1
60	и в самом	3	1
61	как и во	1	1
62	как мы видели	2	1
63	так и для	1	1
64	что в нем	2	1
65	в самом деле	3	1
66	может быть даже	3	1
67	как можно более	1	1
68	то что в	1	1
69	сплошь да рядом	1	1
70	с точки зрения	4	1
71	потому что в	1	1
72	так и не	1	1
73	а вместе с	1	1
74	тем не менее	2	1
75	в свою очередь	1	1
76	не может быть	6	1
