N	2gram	Losev_Dial_1	Problemy
1	и не	30	31
2	и в	18	29
3	в его	3	24
4	может быть	17	24
5	в этом	12	22
6	а не	14	22
7	т е	25	21
8	в нем	16	19
9	точки зрения	17	19
10	как бы	11	19
11	для него	2	18
12	не только	13	15
13	то что	13	15
14	то же	10	14
15	не как	2	14
16	и его	1	14
17	но и	7	14
18	с точки	12	13
19	уже не	2	13
20	точка зрения	2	12
21	таким образом	1	12
22	как и	2	12
23	не может	12	12
24	о себе	1	12
25	в самом	3	10
26	этом смысле	3	10
27	в то	6	10
28	только в	3	10
29	там где	1	10
30	все эти	2	9
31	все же	5	9
32	это не	9	9
33	если бы	12	9
34	себе самом	2	9
35	же время	4	9
36	но не	4	9
37	что в	13	8
38	по себе	25	8
39	в каждом	2	8
40	как не	2	8
41	в том	9	8
42	что он	11	8
43	потому что	14	8
44	в своем	5	8
45	в своей	2	8
46	а как	1	7
47	и как	7	7
48	но в	6	7
49	в себе	11	7
50	зрения на	1	7
51	с другими	2	7
52	том что	9	7
53	не в	6	7
54	вовсе не	7	7
55	она не	6	7
56	так и	9	7
57	лишь как	2	7
58	прежде всего	10	7
59	мира и	1	7
60	а в	5	7
61	самом деле	3	6
62	изображения и	1	6
63	так же	4	6
64	менее всего	1	6
65	как в	2	6
66	выражение в	1	6
67	что она	7	6
68	в мире	2	6
69	его в	1	6
70	несмотря на	10	6
71	точку зрения	3	6
72	могут быть	3	6
73	к нему	8	6
74	был бы	1	6
75	в конце	4	6
76	так как	11	6
77	как раз	4	6
78	и потому	3	6
79	не могут	1	6
80	все это	11	6
81	о мире	1	6
82	на самом	3	5
83	это и	4	5
84	должна быть	3	5
85	той же	1	5
86	же что	1	5
87	у него	1	5
88	с их	1	5
89	перед нами	1	5
90	он не	3	5
91	но все	3	5
92	сознание и	1	5
93	было бы	12	5
94	он и	2	5
95	не становится	1	5
96	мысли и	3	5
97	мир и	1	5
98	или как	1	5
99	и это	2	5
100	и о	3	5
101	еще не	2	5
102	с ним	6	5
103	ничего не	17	5
104	между тем	1	5
105	именно в	2	5
106	и др	1	5
107	сознания и	3	5
108	конце концов	3	5
109	во всяком	4	5
110	и т	21	4
111	поэтому и	2	4
112	и самого	1	4
113	и наконец	1	4
114	бы и	2	4
115	в этой	1	4
116	не значит	3	4
117	или наконец	1	4
118	должно быть	3	4
119	с идеей	1	4
120	но эта	3	4
121	даже в	3	4
122	раз и	2	4
123	как мы	4	4
124	в основе	3	4
125	от того	1	4
126	и с	5	4
127	и следовательно	2	4
128	он есть	4	4
129	были бы	2	4
130	что и	3	4
131	как же	5	4
132	превращается в	1	4
133	не было	6	4
134	его как	1	4
135	эта особенность	1	4
136	что же	3	4
137	но это	8	4
138	и для	2	4
139	в результате	1	4
140	они не	1	4
141	отношения к	3	3
142	отношении к	3	3
143	он может	1	3
144	например в	1	3
145	я не	5	3
146	он сам	5	3
147	себе и	2	3
148	то чем	1	3
149	и пр	5	3
150	кроме того	1	3
151	уже в	1	3
152	и до	1	3
153	но именно	1	3
154	не изображаются	1	3
155	на почве	1	3
156	далеко не	1	3
157	в их	3	3
158	тому что	3	3
