N	2gram	Tiupa_Disk_2	KulturaY
1	потому что	4	25
2	и в	16	23
3	письменной речи	1	21
4	не только	10	20
5	в том	8	19
6	в этом	16	18
7	и не	15	16
8	может быть	16	15
9	ни к	5	15
10	точки зрения	4	14
11	все эти	3	12
12	в самом	1	12
13	но в	11	11
14	том что	10	11
15	в области	2	11
16	в языке	2	10
17	а не	14	10
18	что в	5	10
19	самом деле	1	9
20	вопрос о	1	9
21	в сущности	1	9
22	то что	5	9
23	вовсе не	1	9
24	не может	9	9
25	с точки	2	8
26	не в	3	8
27	иными словами	1	8
28	языка и	1	8
29	и что	1	8
30	в качестве	16	8
31	уже не	3	8
32	прежде всего	7	8
33	с другой	5	8
34	все же	6	7
35	в нашем	1	7
36	в силу	1	7
37	и с	2	7
38	не менее	7	7
39	но и	11	7
40	другой стороны	2	7
41	то же	6	6
42	и на	5	6
43	но не	7	6
44	в этой	4	6
45	да и	1	6
46	это не	3	6
47	тем не	1	6
48	по крайней	1	6
49	речи в	2	6
50	между тем	2	6
51	крайней мере	1	6
52	и то	4	5
53	также и	3	5
54	мы имеем	2	5
55	я не	1	5
56	еще не	6	5
57	не следует	3	5
58	должна быть	2	5
59	об этом	1	5
60	лишь в	1	5
61	несмотря на	1	5
62	и здесь	1	5
63	не могут	1	5
64	приводит к	3	5
65	в его	3	5
66	один из	1	5
67	что он	2	5
68	только в	3	5
69	должен быть	1	5
70	всяком случае	1	5
71	там где	1	5
72	вместе с	2	5
73	как это	1	5
74	подобного рода	1	5
75	что же	2	5
76	слова и	1	5
77	все это	2	5
78	таким образом	1	5
79	речи и	1	5
80	во всяком	1	5
81	говорить о	2	4
82	в данном	7	4
83	со стороны	10	4
84	отнюдь не	6	4
85	однако не	1	4
86	перед нами	3	4
87	хотя и	1	4
88	в нем	7	4
89	так и	9	4
90	но все	1	4
91	должно быть	2	4
92	своего рода	10	4
93	в то	5	4
94	ничего не	1	4
95	что на	2	4
96	к тому	1	4
97	но также	1	4
98	в пределах	4	4
99	могут быть	3	4
100	можно сказать	3	4
101	ни в	7	4
102	в них	3	4
103	в особенности	1	4
104	не было	3	4
105	в разговоре	1	4
106	как бы	4	4
107	в результате	2	4
108	сказать что	1	4
109	к этому	4	4
110	того же	2	3
111	это и	1	3
112	как в	8	3
113	так в	1	3
114	он не	3	3
115	на этом	1	3
116	еще одно	1	3
117	этого не	1	3
118	в таких	1	3
119	в процессе	1	3
120	слова не	2	3
121	же время	5	3
122	и его	3	3
123	уже о	1	3
124	отличается от	1	3
125	всего в	1	3
126	в ней	2	3
127	здесь не	2	3
128	а в	2	3
129	для этого	1	3
130	сводится к	2	3
131	никак не	1	3
132	а также	8	3
133	аналогии с	1	3
134	что и	2	3
135	в форме	1	3
136	того что	1	3
137	есть в	2	3
138	же в	1	3
139	до конца	1	3
140	тем что	1	3
141	именно в	2	3
142	в соответствии	2	3
143	различие между	1	3
144	на фоне	1	3
145	из которых	1	3
146	но для	1	3
147	живет и	1	3
148	своей собственной	1	3
149	этом отношении	4	3
150	но это	3	3
151	не знает	3	3
152	от слова	1	3
153	и это	2	3
154	речь идет	1	2
155	же как	2	2
156	чтобы не	1	2
157	тех же	1	2
158	и есть	1	2
159	характерное для	1	2
160	можно говорить	1	2
161	по преимуществу	2	2
162	и до	1	2
163	в году	1	2
164	той же	2	2
165	но даже	1	2
166	этого термина	1	2
167	не то	1	2
168	конечном счете	1	2
169	ответ на	1	2
170	отличие от	12	2
171	не просто	1	2
172	наше время	2	2
173	и выражения	1	2
174	в своем	5	2
175	что касается	1	2
176	по словам	2	2
177	при этом	17	2
178	не как	1	2
179	свое время	2	2
180	состоит в	16	2
181	в другом	3	2
182	даже такой	1	2
183	того или	1	2
184	данном случае	6	2
185	только о	1	2
186	но уже	2	2
187	или о	1	2
188	соответствии с	3	2
189	как и	16	2
190	и еще	1	2
191	в своей	6	2
192	если можно	1	2
193	в отличие	12	2
194	в которых	1	2
195	установка на	1	2
196	для данного	3	2
197	данного речевого	1	2
198	и более	1	2
199	тем самым	6	2
200	в современном	1	2
201	не должно	1	2
202	она не	1	2
203	может служить	1	2
204	дело не	1	2
205	в каждый	1	2
206	того как	1	2
207	но здесь	2	2
208	в наше	2	2
209	оно не	1	2
210	утверждать что	1	2
211	говоря уже	1	2
212	характер и	1	2
213	роль в	4	2
214	отсюда и	2	2
215	вопрос этот	1	2
216	мы в	1	2
217	все дело	1	2
218	одного из	4	2
219	как у	1	2
220	в конечном	1	2
221	в глазах	1	2
222	слов и	1	2
223	в современной	1	2
224	с той	2	2
225	которое было	1	2
226	отказ от	1	2
227	с одной	4	2
228	же и	1	2
229	большинстве случаев	1	2
230	при отсутствии	1	2
231	не говорит	1	2
232	никогда не	2	2
233	и даже	1	2
234	на примере	2	2
235	еще и	1	2
236	но есть	1	2
237	превращается в	1	2
238	на этот	1	2
239	не на	2	2
240	и следовательно	1	2
241	в частности	12	2
242	в иных	1	2
243	о возможности	1	2
244	для обозначения	1	2
245	в той	2	2
246	как будто	3	2
247	с этой	1	2
248	этом случае	2	2
249	и для	2	2
250	строится на	1	2
251	и от	1	2
252	и все	3	2
253	не более	2	2
254	будто бы	1	2
255	не говоря	1	2
256	или иного	2	2
257	в свое	2	2
258	себе не	1	2
259	в своих	6	2
260	это в	2	2
261	за ее	1	1
262	в такой	1	1
263	как такового	1	1
264	мере в	1	1
265	за которым	2	1
266	на деле	1	1
267	в котором	3	1
268	встречается и	1	1
269	есть не	1	1
270	особенность этого	1	1
271	мы не	1	1
272	как литературного	1	1
273	совпадает с	2	1
274	при сохранении	1	1
275	где слово	1	1
276	жизни это	1	1
277	разумеется не	4	1
278	он был	1	1
279	или характерных	1	1
280	столь же	3	1
281	время в	2	1
282	бы то	1	1
283	это своего	1	1
284	с его	6	1
285	как правило	1	1
286	определяется его	1	1
287	иных случаях	1	1
288	одном и	1	1
289	по отношению	4	1
290	есть по	1	1
291	уже как	2	1
292	так что	1	1
293	лицом к	1	1
294	идет о	2	1
295	в рамках	7	1
296	себя знать	1	1
297	вот как	1	1
298	до его	1	1
299	что как	2	1
300	такова же	1	1
301	и как	3	1
302	дает себя	1	1
303	в круг	1	1
304	рука не	1	1
305	то в	1	1
306	характер как	2	1
307	в себя	2	1
308	себе как	1	1
309	в которой	1	1
310	этого круга	1	1
311	на говорящего	1	1
312	в целом	2	1
313	из этих	3	1
314	но без	1	1
315	ни одна	1	1
316	лишний раз	1	1
317	и отношения	1	1
318	значение так	1	1
319	в себе	19	1
320	претендовать на	3	1
321	в случае	1	1
322	роли в	1	1
323	слово в	1	1
324	в первую	2	1
325	он должен	1	1
326	в принципе	2	1
327	к одному	1	1
328	силу своей	1	1
329	одной и	1	1
330	именно это	1	1
331	то ни	1	1
332	этой традиции	2	1
333	первую очередь	2	1
334	на почве	2	1
335	но их	1	1
336	который по	2	1
337	одному из	1	1
338	далеко не	2	1
339	и вне	1	1
340	как сказано	1	1
341	и было	1	1
342	этом в	2	1
