N	2gram	Berdyaev_M_1	Istorich
1	т е	2	29
2	что он	10	24
3	и т	1	19
4	не только	29	18
5	может быть	30	17
6	мы имеем	1	15
7	и в	28	15
8	никогда не	14	15
9	так как	3	14
10	но и	25	14
11	так же	1	13
12	что в	10	12
13	то что	5	12
14	а в	4	12
15	в этом	20	11
16	об этом	1	11
17	в этих	4	11
18	и не	11	11
19	что они	1	10
20	его в	3	10
21	еще не	1	9
22	все же	2	9
23	с тем	9	9
24	потому что	16	9
25	должны были	1	8
26	он не	24	8
27	один из	4	8
28	мы увидим	3	8
29	мы видим	2	8
30	в нем	13	7
31	том что	3	7
32	не в	16	7
33	ничего не	3	7
34	вместе с	6	7
35	сих пор	2	7
36	связана с	2	6
37	то это	1	6
38	но в	7	6
39	и что	2	6
40	в его	9	6
41	что и	4	6
42	мы уже	1	6
43	так что	1	6
44	до сих	2	6
45	наряду с	1	6
46	как бы	2	6
47	в том	6	6
48	только в	6	6
49	и есть	14	5
50	как в	2	5
51	с этим	3	5
52	и наконец	1	5
53	имеем в	1	5
54	что она	1	5
55	было бы	10	5
56	можно найти	1	5
57	в котором	8	5
58	в иной	3	5
59	в русской	1	5
60	в иное	2	5
61	можно было	1	5
62	так и	1	5
63	связан с	1	5
64	она не	4	5
65	к нему	7	5
66	в одном	1	5
67	прежде всего	10	5
68	к которому	1	5
69	а не	25	5
70	не может	28	5
71	к тому	3	5
72	в ней	15	4
73	и на	6	4
74	в одной	1	4
75	в себе	7	4
76	этот случай	2	4
77	не видят	1	4
78	все эти	2	4
79	в этой	6	4
80	после этого	1	4
81	они должны	1	4
82	и с	3	4
83	вопрос о	2	4
84	но он	9	4
85	для нас	3	4
86	иной мир	4	4
87	о нем	2	4
88	в другой	1	4
89	его и	1	4
90	у нее	1	4
91	у него	17	4
92	тем что	4	4
93	и др	1	4
94	но это	1	4
95	не должен	1	4
96	одной из	1	4
97	к этой	2	4
98	они не	1	4
99	мы не	1	3
100	установить что	1	3
101	он был	14	3
102	когда он	3	3
103	увидим что	4	3
104	привести к	4	3
105	он в	2	3
106	как он	2	3
107	и почему	1	3
108	всех этих	1	3
109	говорит что	1	3
110	должен был	4	3
111	как живой	1	3
112	он и	2	3
113	хотя в	1	3
