N	2gram	Bakhtin_Pr_1	FransuaR
1	и в	29	49
2	прежде всего	7	19
3	в его	24	18
4	и на	7	17
5	не только	15	17
6	и его	14	17
7	в этом	22	15
8	и не	31	15
9	в них	3	13
10	только в	10	13
11	но и	14	13
12	как и	12	11
13	как бы	19	11
14	в этой	4	10
15	вовсе не	7	10
16	в нем	19	9
17	для него	18	9
18	и др	5	9
19	все это	6	9
20	в романе	9	9
21	в сущности	5	8
22	отношение к	2	8
23	то же	14	7
24	все же	9	7
25	все эти	9	7
26	таким образом	12	7
27	как мы	4	7
28	один из	2	7
29	не может	12	7
30	о мире	6	7
31	жизни и	2	7
32	мы уже	2	6
33	именно в	5	6
34	во всех	1	6
35	в истории	2	6
36	с их	5	6
37	так и	7	6
38	и с	4	6
39	времени и	1	6
40	рядом с	14	6
41	точки зрения	19	6
42	но он	2	6
43	xviii века	1	6
44	в то	10	6
45	же время	9	6
46	в себя	3	6
47	в литературе	4	6
48	то что	15	6
49	здесь в	1	6
50	в творчестве	5	6
51	так как	6	6
52	сказать что	3	6
53	с точки	13	5
54	с его	9	5
55	из этих	1	5
56	но не	9	5
57	в своем	8	5
58	выражение в	6	5
59	при этом	2	5
60	в своей	8	5
61	никогда не	3	5
62	уже говорили	1	5
63	роль в	1	5
64	тот же	2	5
65	уже в	3	5
66	в начале	1	5
67	может быть	24	5
68	в особенности	1	5
69	относится к	1	5
70	и потому	6	5
71	в основном	1	5
72	отношения к	3	4
73	и до	3	4
74	и над	1	4
75	и к	2	4
76	но в	7	4
77	в себе	7	4
78	но все	5	4
79	лишь в	1	4
80	в жизни	2	4
81	с ним	5	4
82	одна из	3	4
83	в области	1	4
84	характер и	1	4
85	она была	1	4
86	с другой	3	4
87	и во	2	4
88	и чисто	1	4
89	а в	7	4
90	тем что	4	4
91	в форме	7	4
92	до сих	2	4
93	не было	4	4
94	там где	10	4
95	благодаря этому	2	4
96	и о	5	4
97	сих пор	2	4
98	том что	7	4
99	в духе	3	4
100	нового времени	3	4
101	в своих	3	4
102	как на	3	4
103	в самом	10	3
104	на первом	1	3
105	место в	1	3
106	и со	2	3
107	меньшей степени	1	3
108	точка зрения	12	3
109	менее всего	6	3
110	правда о	1	3
111	но именно	3	3
112	всех этих	2	3
113	и вот	1	3
114	в плане	5	3
115	можно было	2	3
116	и других	1	3
117	было бы	5	3
118	из них	1	3
119	ни в	3	3
120	далеко не	3	3
121	несмотря на	6	3
122	мы видели	1	3
123	в одном	10	3
124	их в	4	3
125	даже в	4	3
126	его целом	6	3
127	но они	2	3
128	лиц и	1	3
129	к этим	2	3
130	и это	5	3
131	в ее	1	3
132	в виду	1	3
133	о том	1	3
134	другими словами	1	3
135	к нему	6	3
136	утрачивает свою	1	3
137	наконец в	2	3
138	же в	2	3
139	большей или	1	3
140	что он	8	3
141	не дает	3	3
142	этом отношении	3	3
143	и особенно	1	3
144	или меньшей	1	3
145	что для	1	3
146	превращается в	4	3
147	нужно сказать	1	3
148	например у	1	3
149	в книге	1	3
150	его творчества	3	3
151	и перед	2	3
152	но эти	2	3
153	и все	1	3
154	в большей	1	3
155	в том	8	3
156	другой стороны	3	3
157	одним из	6	2
158	до него	1	2
159	века но	1	2
160	на самом	5	2
161	своего романа	1	2
162	по преимуществу	2	2
163	видеть в	1	2
164	на материале	3	2
165	но даже	1	2
166	на мир	6	2
167	в ней	2	2
168	еще не	5	2
169	себе и	3	2
170	это и	5	2
171	за пределы	7	2
172	что они	1	2
173	его романа	1	2
174	в произведениях	3	2
175	как к	3	2
176	но несмотря	1	2
177	только то	3	2
178	та же	1	2
179	в нашем	1	2
180	имеем в	1	2
181	вследствие этого	2	2
182	на его	2	2
183	перестает быть	4	2
184	и еще	1	2
185	подобно тому	3	2
186	и за	1	2
187	в мире	6	2
188	зрения на	7	2
189	в художественном	3	2
190	автора и	5	2
191	смысл и	1	2
192	он понимает	2	2
193	не во	3	2
194	можно найти	1	2
195	в отношении	2	2
196	что касается	1	2
197	в их	3	2
198	в условиях	2	2
199	точку зрения	6	2
200	на языке	2	2
201	мы должны	3	2
202	что в	8	2
203	в устах	1	2
204	образ не	1	2
205	диалога в	1	2
206	мире в	3	2
207	того как	1	2
208	он еще	1	2
209	весь роман	1	2
210	того чтобы	1	2
211	ничего не	5	2
212	в самой	6	2
213	виду прежде	1	2
214	связи с	2	2
215	здесь же	1	2
216	вот в	1	2
217	своей книге	1	2
218	могут быть	6	2
219	свое значение	1	2
220	здесь не	1	2
221	от внешней	1	2
222	сочетается с	5	2
223	в пределах	13	2
224	по сравнению	1	2
225	понятно что	1	2
226	в произведении	4	2
227	другом месте	1	2
228	в другом	1	2
