N	2gram	Losev_Prob_3	Istorich
1	что он	9	24
2	и т	13	19
3	не только	14	18
4	т д	13	18
5	может быть	28	17
6	мы имеем	2	15
7	и в	44	15
8	никогда не	6	15
9	так как	9	14
10	но и	10	14
11	так же	5	13
12	знаем что	1	12
13	что в	8	12
14	то что	23	12
15	а в	5	12
16	в этом	17	11
17	об этом	3	11
18	в этих	2	11
19	и не	35	11
20	то же	13	10
21	что они	5	10
22	его в	3	10
23	этих случаях	1	10
24	еще не	5	9
25	все же	6	9
26	в другом	2	9
27	с тем	5	9
28	и здесь	5	9
29	потому что	25	9
30	он не	8	8
31	связи с	8	8
32	очень много	3	8
33	мы можем	6	8
34	в нем	9	7
35	таким образом	9	7
36	том что	12	7
37	не в	13	7
38	ничего не	3	7
39	вместе с	2	7
40	сих пор	2	7
41	то это	10	6
42	но в	12	6
43	что это	3	6
44	и что	7	6
45	в его	9	6
46	что и	9	6
47	мы уже	4	6
48	так что	12	6
49	до сих	2	6
50	как бы	9	6
51	видно что	1	6
52	в том	21	6
53	только в	19	6
54	точно так	3	6
55	же как	3	5
56	и есть	5	5
57	как в	5	5
58	с этим	2	5
59	что она	1	5
60	но все	3	5
61	было бы	8	5
62	здесь можно	1	5
63	в котором	2	5
64	на него	1	5
65	что при	2	5
66	можно было	4	5
67	так и	10	5
68	связан с	1	5
69	говорят что	1	5
70	она не	3	5
71	в одном	1	5
72	прежде всего	3	5
73	а не	18	5
74	в связи	7	5
75	не может	7	5
76	этом случае	5	5
77	к тому	3	5
78	что эти	1	4
79	в ней	5	4
80	и на	1	4
81	в себе	8	4
82	все эти	7	4
83	в этой	3	4
84	и они	1	4
85	при этом	4	4
86	после этого	1	4
87	уже видели	1	4
88	и с	9	4
89	вопрос о	1	4
90	не будем	2	4
91	но он	1	4
92	но они	1	4
93	дело не	2	4
94	для нас	16	4
95	другими словами	6	4
96	что здесь	5	4
97	с одной	2	4
98	у него	1	4
99	тем что	4	4
100	а потом	1	4
101	но это	8	4
102	как она	2	4
103	не должен	1	4
104	мы должны	7	4
105	к этой	1	4
106	и другие	3	4
107	они не	1	4
108	в русских	1	3
109	мы не	7	3
110	дремучий лес	1	3
111	видели что	1	3
112	когда он	2	3
113	он в	2	3
114	из этих	1	3
115	в очень	1	3
116	как он	1	3
117	на то	3	3
118	и почему	1	3
119	всех этих	2	3
120	подобно тому	1	3
121	здесь мы	1	3
122	он и	2	3
123	хотя в	1	3
124	в их	2	3
125	когда она	2	3
126	и его	5	3
127	как будто	3	3
128	и это	9	3
129	мог бы	1	3
130	о том	6	3
131	а именно	8	3
132	если это	1	3
133	и она	1	3
134	того что	8	3
135	в качестве	3	3
136	же и	4	3
137	то чего	2	3
138	одной стороны	1	3
139	что мы	8	3
140	эти слова	2	3
141	как это	2	3
142	все это	5	3
143	между прочим	2	3
144	из человеческих	1	3
145	но если	6	3
146	не обладает	1	3
147	например в	1	2
148	самом деле	3	2
149	на самом	7	2
150	к таким	1	2
151	итак и	1	2
152	и ничего	1	2
153	и для	2	2
154	что иное	4	2
155	хотя бы	3	2
156	и то	14	2
157	в которых	3	2
158	иное как	4	2
159	во всех	2	2
160	то мы	1	2
161	но не	3	2
162	не все	1	2
163	не просто	23	2
164	в поисках	2	2
165	его на	1	2
166	дает нам	2	2
167	перед нами	8	2
168	третий раз	1	2
169	но его	1	2
170	в которой	2	2
171	говорят о	3	2
172	это за	3	2
173	одном случае	1	2
174	тому же	1	2
175	на его	1	2
176	пор мы	1	2
177	и если	6	2
178	из него	2	2
179	и по	2	2
180	и может	2	2
181	из них	2	2
182	той же	1	2
183	его не	2	2
184	с другими	3	2
185	это не	9	2
186	и дает	1	2
187	есть и	2	2
188	в жизни	1	2
189	ни в	8	2
190	он является	3	2
191	как и	10	2
192	мы видели	2	2
193	нисколько не	2	2
194	во время	1	2
195	и ее	3	2
196	в третий	1	2
197	бы привести	1	2
198	не столько	2	2
199	представление о	1	2
200	нет необходимости	1	2
201	будет дано	1	2
202	и эти	1	2
203	и более	2	2
204	в таких	3	2
205	случае мы	1	2
206	таких случаях	2	2
207	тем самым	5	2
208	с которой	2	2
209	и именно	2	2
210	иметь в	1	2
211	на котором	2	2
212	другой стороны	5	2
213	своей цели	1	2
214	кроме того	3	2
215	только с	4	2
216	был бы	1	2
217	же мы	1	2
218	в нее	1	2
219	мы в	4	2
220	когда мы	15	2
221	могут быть	2	2
222	и вполне	5	2
223	не говорится	1	2
224	того чтобы	1	2
225	с ее	2	2
226	в виду	10	2
227	здесь не	8	2
228	говорили что	1	2
229	и когда	1	2
230	что у	3	2
231	на нее	1	2
232	имеется в	4	2
233	что под	1	2
234	мы могли	4	2
235	в глаза	1	2
236	с другой	7	2
237	а также	4	2
238	тот момент	1	2
239	в свете	1	2
240	к ней	1	2
241	в него	1	2
242	оказывается что	1	2
243	но с	2	2
244	д и	4	2
245	вступление в	1	2
246	уже в	3	2
247	в нашей	2	2
248	является не	2	2
249	а то	3	2
250	при помощи	8	2
251	слова в	1	2
252	заметить что	1	2
253	тут же	4	2
254	в руки	1	2
255	и только	6	2
256	не было	5	2
257	вид что	1	2
258	и превращает	1	2
259	именно в	2	2
260	здесь в	3	2
261	а с	2	2
262	себя и	1	2
263	что им	1	2
264	зависит от	1	2
265	нет ничего	6	2
266	смысле этого	1	2
