N	3gram	Bakhtin_Pr_1	Formalny
1	не может быть	11	10
2	в связи с	1	10
3	и т п	13	9
4	поэтического языка как	1	8
5	с точки зрения	6	7
6	в этом отношении	2	7
7	в самом деле	3	5
8	и в этом	1	5
9	с тем что	1	5
10	то же время	3	5
11	в то же	3	5
12	языка как такового	1	5
13	и т д	1	5
14	не могут быть	2	4
15	того или иного	2	4
16	в высшей степени	5	4
17	можно и должно	1	3
18	на самом деле	3	3
19	и не может	2	3
20	и в то	2	3
21	но и в	2	3
22	может быть и	1	3
23	в большинстве случаев	5	3
24	в значительной степени	1	3
25	не в том	1	3
26	в том смысле	1	3
27	с другой стороны	4	3
28	до известной степени	1	3
29	так и в	2	3
30	хотя бы в	1	3
31	для того чтобы	2	3
32	в в виноградова	1	2
33	в какой мере	2	2
34	то ни стало	1	2
35	не следует что	2	2
36	тем что оно	1	2
37	с его помощью	1	2
38	в этом смысле	3	2
39	на первый план	2	2
40	сами по себе	1	2
41	в отличие от	5	2
42	русский формальный метод	2	2
43	основных понятий и	2	2
44	отсюда отнюдь не	1	2
45	в применении к	3	2
46	дело идет о	1	2
47	не входит в	4	2
48	отнюдь не следует	1	2
49	на один шаг	1	2
50	ни в чем	2	2
51	и прежде всего	5	2
52	к тому что	1	2
53	том смысле что	1	2
54	в том что	3	2
55	художественного произведения в	1	2
56	и не в	1	2
57	особенности поэтического языка	1	2
58	дело обстоит не	1	1
59	бы в пределах	1	1
60	высшей степени характерно	1	1
61	там где оно	2	1
62	что иное как	1	1
63	следует отметить что	1	1
64	с другими областями	1	1
65	следует однако отметить	1	1
66	иметь в виду	1	1
67	как и для	2	1
68	а вовсе не	1	1
69	в виду что	1	1
70	равно как и	1	1
71	и исторической жизни	1	1
72	не говоря уже	1	1
73	в этом последнем	1	1
74	в настоящее время	1	1
75	языка в поэзии	1	1
76	этом смысле мы	2	1
77	так называемый формальный	1	1
78	во что бы	1	1
79	с одной стороны	3	1
80	за пределы произведения	3	1
81	более того можно	1	1
82	до сих пор	1	1
83	говоря уже о	1	1
84	и в других	1	1
85	от одного к	1	1
86	и должна быть	1	1
87	области наук об	1	1
88	как мы увидим	3	1
89	вследствие того что	1	1
90	ведь в противном	1	1
91	как явление языка	2	1
92	в поэтическом произведении	1	1
93	называемый формальный метод	1	1
94	с самим собою	1	1
95	на этот вопрос	1	1
96	и иной чем	1	1
97	в других областях	1	1
98	в противном случае	3	1
99	но совершенно не	2	1
100	то или иное	2	1
101	качественной стороны звукового	1	1
102	что бы то	1	1
103	имеет место и	1	1
104	именно на эту	1	1
105	в художественном творчестве	9	1
106	отнюдь не в	1	1
107	не чем иным	1	1
108	иной чем в	1	1
109	не совпадает с	2	1
110	в данном случае	4	1
111	в м жирмунского	4	1
112	к предмету но	1	1
113	в другом направлении	1	1
114	то чем является	1	1
115	но в то	1	1
116	к вопросу о	1	1
117	и в его	1	1
118	значительной степени и	1	1
119	смысле этого слова	1	1
120	в том как	1	1
121	с помощью которого	1	1
122	однако отметить что	1	1
123	слова в поэзии	1	1
124	это и есть	1	1
125	при этом условии	1	1
126	становится как бы	1	1
127	выходя за пределы	2	1
128	бы то ни	3	1
129	хотя и иной	1	1
130	всех своих моментах	2	1
131	могут быть поняты	2	1
132	в искусстве есть	1	1
133	именно в том	1	1
134	не для того	1	1
135	не было бы	1	1
136	и смысла в	1	1
137	где оно не	1	1
138	в области наук	1	1
139	во всех своих	2	1
140	есть не что	1	1
141	таким образом в	1	1
142	чем иным как	1	1
143	раз и навсегда	1	1
144	и пр в	1	1
145	может быть понят	1	1
146	здесь не может	1	1
147	чем не выходя	1	1
148	и тем самым	2	1
149	его отношение к	1	1
150	в свою очередь	1	1
151	языка для понимания	1	1
152	может быть конечно	1	1
153	одного к другому	1	1
154	и понять его	1	1
155	место и в	1	1
156	может быть признана	1	1
157	в поэзии язык	1	1
158	в художественном произведении	4	1
159	его целом ни	1	1
160	в известной степени	2	1
161	не выходя за	3	1
162	в самом широком	1	1
163	иметь место в	1	1
164	по аналогии с	1	1
165	в его целом	5	1
166	в узком смысле	1	1
167	не что иное	1	1
168	противном случае мы	1	1
169	тем не менее	3	1
170	материала в его	1	1
171	этой тенденции является	1	1
172	она не может	1	1
173	как и в	1	1
174	отметить что в	1	1
175	в чем не	2	1
