N	2gram	Tiupa_Lite_1	formyVre
1	и в	8	46
2	в этом	12	22
3	прежде всего	11	14
4	вовсе не	1	13
5	в романе	1	13
6	и его	4	12
7	во всех	1	11
8	не только	24	11
9	только в	8	11
10	как бы	7	10
11	то есть	6	10
12	во время	1	10
13	точки зрения	6	10
14	в том	16	10
15	но в	3	10
16	не в	8	9
17	у него	3	9
18	но и	17	9
19	вместе с	1	9
20	и не	12	9
21	то же	5	8
22	смерть и	1	8
23	как и	6	8
24	с точки	2	8
25	потому что	3	8
26	связи с	6	8
27	в его	7	8
28	из них	4	8
29	в связи	4	8
30	жизни и	3	8
31	и на	1	7
32	так сказать	1	7
33	так и	4	7
34	в них	1	7
35	может быть	13	7
36	в одном	1	7
37	то что	10	7
38	картину мира	1	7
39	как мы	1	6
40	еще не	4	6
41	все же	4	6
42	при этом	19	6
43	человека в	1	6
44	и с	1	6
45	его в	3	6
46	в основе	3	6
47	никогда не	4	6
48	и во	1	6
49	так как	1	6
50	в особенности	1	6
51	и времени	1	6
52	и все	1	6
53	но не	4	5
54	в своем	11	5
55	все эти	2	5
56	он не	1	5
57	в нем	2	5
58	должно быть	1	5
59	в то	5	5
60	в дальнейшем	1	5
61	и у	1	5
62	и др	3	5
63	в частности	15	5
64	в пределах	3	5
65	по существу	1	5
66	что в	3	5
67	также и	3	4
68	человека и	2	4
69	в мире	2	4
70	и он	1	4
71	что они	1	4
72	как в	5	4
73	уже в	5	4
74	из этих	2	4
75	в себе	7	4
76	том что	14	4
77	в котором	1	4
78	том же	3	4
79	же время	5	4
80	к себе	3	4
81	к смерти	2	4
82	в эпоху	1	4
83	о том	2	4
84	его жизни	1	4
85	мир в	4	4
86	с другом	1	4
87	а не	16	4
88	отнюдь не	2	4
89	с этой	5	4
90	же в	5	4
91	жизни в	1	4
92	ему в	1	3
93	в виду	3	3
94	того же	2	3
95	отношение к	1	3
96	целый ряд	1	3
97	как уже	1	3
98	и как	1	3
99	на нас	1	3
100	и художественного	1	3
101	уже не	7	3
102	та же	2	3
103	в большинстве	1	3
104	игра с	1	3
105	и по	1	3
106	таким образом	3	3
107	а затем	1	3
108	новой жизни	1	3
109	на первый	1	3
110	в их	3	3
111	в которых	1	3
112	не могли	1	3
113	самой жизни	1	3
114	к тому	2	3
115	имеет место	1	3
116	себя и	1	3
117	на основе	1	3
118	роль в	2	3
119	в борьбе	1	3
120	в другом	2	3
121	а также	5	3
122	затем в	1	3
123	борьба с	1	3
124	что и	1	3
125	того что	6	3
126	тот же	1	3
127	что он	5	3
128	все они	2	3
129	в качестве	17	3
130	за счет	1	3
131	большинстве случаев	1	3
132	для него	2	3
133	тем что	2	3
134	и даже	3	3
135	и прежде	3	3
136	не было	3	3
137	не на	2	3
138	мира в	3	3
139	в это	1	3
140	под знаком	1	3
141	не является	2	3
142	тем более	2	3
143	в этих	1	3
144	а в	3	3
145	себе самому	1	3
146	всего в	3	3
147	но эти	1	3
148	к этому	1	3
149	том числе	1	3
150	этого романа	1	2
151	ту же	2	2
152	и есть	3	2
153	тем же	3	2
154	оно было	1	2
155	мы имеем	1	2
156	развития человечества	1	2
157	в сущности	2	2
158	говорить о	1	2
159	жизни как	1	2
160	столько же	1	2
161	он был	1	2
162	не был	1	2
163	и т.п	4	2
164	в одной	1	2
165	то в	1	2
166	в этой	4	2
167	с одной	2	2
168	как он	2	2
169	в разрешении	1	2
170	перестает быть	4	2
171	и вот	1	2
172	на этом	2	2
173	по аналогии	3	2
174	мыслится как	3	2
175	лишь в	4	2
176	далеко не	3	2
177	с тем	1	2
178	автора и	1	2
179	жизни с	2	2
180	строго говоря	1	2
181	одном из	1	2
182	по ту	1	2
183	и более	1	2
184	в той	1	2
185	в историческом	1	2
186	в отношении	1	2
187	вплоть до	2	2
188	она не	1	2
189	на котором	1	2
190	в день	1	2
191	и всегда	1	2
192	более что	1	2
193	этом отношении	2	2
194	могут быть	2	2
195	и о	1	2
196	самим собою	2	2
197	и от	1	2
198	в себя	2	2
199	не мог	3	2
200	в индивидуальном	2	2
201	другом месте	1	2
202	можно сказать	1	2
203	это не	4	2
204	и только	2	2
205	все в	1	2
206	в литературе	1	2
207	один из	3	2
208	и неожиданное	1	2
209	в литературу	1	2
210	со всеми	1	2
211	в поэзии	1	2
212	и других	1	2
213	сказано в	2	2
214	представлений о	1	2
215	в конце	4	2
216	не для	1	2
217	или иной	2	2
218	до сих	1	2
219	с другой	3	2
220	сюда же	1	2
221	именно в	1	2
222	было бы	2	2
223	наконец в	1	2
224	в некоторых	1	2
225	их не	2	2
226	а на	1	2
227	не знает	1	2
228	жизни но	1	2
229	до конца	1	2
230	человек в	1	2
231	в последующем	1	2
232	если не	1	2
233	за обедом	1	2
234	не может	5	2
235	как это	8	2
236	в данном	5	2
237	одновременно с	1	2
238	этот не	1	2
239	сих пор	1	2
240	только для	1	2
241	о его	1	2
242	у них	1	2
243	как явление	1	2
244	между ними	1	2
245	в иной	1	2
246	во всяком	3	2
247	все что	1	2
248	которых не	1	1
249	существует только	1	1
250	для более	1	1
251	кто бы	1	1
252	говоря о	1	1
253	например в	3	1
254	чтобы не	2	1
255	и то	2	1
256	на самом	1	1
257	идет о	1	1
258	фольклора и	1	1
259	по преимуществу	4	1
260	свое место	1	1
261	должна быть	2	1
262	а как	2	1
263	есть не	1	1
264	для своего	2	1
265	вопрос о	1	1
266	во внутреннем	1	1
267	в полной	1	1
268	из того	2	1
269	и самой	1	1
270	это время	1	1
271	разумеется не	1	1
272	он сам	1	1
273	в чем	1	1
274	с его	5	1
275	тем как	1	1
276	в нашем	1	1
277	я был	1	1
278	иной характер	1	1
279	была представлена	1	1
280	самом деле	2	1
281	он строит	1	1
282	могло быть	2	1
283	в общем	1	1
284	отличие от	5	1
285	за пределы	2	1
286	в настоящем	1	1
287	всех ее	1	1
288	первый взгляд	1	1
289	его на	1	1
290	о жизни	1	1
291	более и	1	1
292	однако не	1	1
293	для которой	1	1
294	следующим образом	2	1
295	в самом	3	1
296	в которой	1	1
297	говорил он	1	1
298	в гамлете	1	1
299	как то	1	1
300	у романтиков	2	1
301	бы не	3	1
302	время чумы	1	1
303	так в	1	1
304	в случае	4	1
305	вследствие этого	1	1
306	с чем	2	1
307	стремится к	1	1
308	мы можем	1	1
309	же это	2	1
310	не как	4	1
311	чтобы в	1	1
312	разрушительной для	1	1
313	так например	1	1
314	ни был	1	1
315	но все	1	1
316	до эпохи	1	1
317	в каждом	1	1
318	для всей	2	1
319	в состоянии	1	1
320	в будущее	1	1
321	это было	1	1
322	с самим	1	1
323	как ранее	1	1
324	и тем	4	1
325	чаще всего	1	1
326	литературной и	2	1
327	служит в	1	1
328	а за	1	1
329	он и	3	1
330	ключ к	1	1
331	xviii веке	1	1
332	мы не	1	1
333	такой же	1	1
334	в один	1	1
335	и того	2	1
336	одного и	1	1
337	в своей	4	1
338	здесь впервые	1	1
339	как все	2	1
340	в романтизме	1	1
341	с самого	1	1
342	не столько	5	1
343	в поэме	1	1
344	художественного мира	1	1
345	принадлежит ему	1	1
346	превратиться в	1	1
347	и общества	1	1
348	однако в	2	1
349	письма в	1	1
350	например и	1	1
351	иной раз	1	1
352	что есть	1	1
353	к собственному	1	1
354	чистом виде	1	1
355	при всех	2	1
356	что ему	3	1
357	не имеет	1	1
358	самого начала	1	1
359	дело в	3	1
360	одна из	3	1
361	к определенному	1	1
362	и сама	1	1
363	на него	1	1
364	когда они	1	1
365	но только	1	1
366	и уже	1	1
367	это мы	1	1
368	как новый	1	1
369	в форму	1	1
370	только с	1	1
371	уже и	1	1
372	явлениями в	1	1
373	может показаться	1	1
374	в стиле	1	1
375	и здесь	1	1
376	герой и	1	1
377	переставая быть	1	1
378	но одновременно	2	1
379	день и	1	1
380	сказать что	1	1
381	для кого	1	1
382	есть нечто	1	1
383	такова логика	1	1
384	значении в	1	1
385	себе в	2	1
386	более не	2	1
387	с ее	1	1
388	свою очередь	1	1
389	но при	2	1
390	в ее	1	1
391	данном случае	4	1
392	более глубокий	1	1
393	когда наконец	1	1
394	в произведении	1	1
395	художественного мышления	1	1
396	так было	1	1
397	в индию	1	1
398	и сам	6	1
399	здесь как	2	1
400	в xviii	1	1
401	же принадлежит	1	1
402	с собой	4	1
403	еще в	4	1
404	имеется в	2	1
405	что от	1	1
406	мы в	2	1
407	если бы	1	1
408	к прошлому	1	1
409	сводится к	3	1
410	и т.д	1	1
411	никак не	1	1
412	и что	1	1
413	в материале	1	1
