N	3gram	Losev_Prob_4	Problema
1	и т п	1	13
2	но отнюдь не	1	7
3	с точки зрения	11	6
4	и прежде всего	2	5
5	в данном случае	5	4
6	с другой стороны	6	4
7	на самом деле	3	3
8	в этом смысле	3	3
9	бы то ни	1	3
10	можно было бы	4	3
11	в основе своей	1	3
12	с одной стороны	1	3
13	в том что	8	3
14	в то же	2	3
15	тем не менее	10	3
16	в чем не	1	2
17	в какой мере	4	2
18	то же самое	6	2
19	ни в коем	3	2
20	ни в чем	1	2
21	и не может	1	2
22	в коем случае	3	2
23	и в то	1	2
24	и в частности	2	2
25	то ни было	1	2
26	не только в	4	2
27	за их пределы	1	2
28	мы имеем дело	3	2
29	то есть чисто	1	2
30	того или иного	3	2
31	так и в	1	2
32	коем случае не	1	2
33	сказать и о	1	2
34	начало и конец	1	2
35	и тем самым	1	2
36	все эти моменты	1	2
37	той или иной	11	2
38	в его чисто	1	2
39	для того чтобы	2	2
40	и для всякой	1	1
41	и может быть	1	1
42	что иное как	2	1
43	хотя и не	2	1
44	в других областях	1	1
45	только в пределах	2	1
46	то есть как	1	1
47	не обходится и	1	1
48	иметь в виду	1	1
49	тем что оно	1	1
50	в свою очередь	1	1
51	далеко не все	1	1
52	связи с теорией	1	1
53	в художественном созерцании	1	1
54	не говоря уже	2	1
55	в этом произведении	1	1
56	в настоящее время	1	1
57	не было этого	1	1
58	здесь прежде всего	1	1
59	других художественных произведений	1	1
60	о том как	1	1
61	по своему значению	1	1
62	в нем и	1	1
63	а следовательно и	1	1
64	до сих пор	1	1
65	говоря уже о	1	1
66	и в других	2	1
67	хотя бы и	2	1
68	сами по себе	2	1
69	в одном и	1	1
70	но можно ли	1	1
71	на самом же	2	1
72	не в наличии	1	1
73	имеют в виду	1	1
74	как таковое в	1	1
75	ни в какой	4	1
76	на то что	1	1
77	и потому в	1	1
78	и не в	1	1
79	еще не вполне	1	1
80	и тем не	3	1
81	отнюдь не является	1	1
82	конечно не в	1	1
83	то время как	2	1
84	не что иное	2	1
85	они отнюдь не	1	1
86	если бы мы	1	1
87	едва ли кто-нибудь	2	1
88	а также и	2	1
89	может обойтись без	2	1
90	не есть ни	2	1
91	по сравнению с	1	1
92	т д мы	1	1
93	все они суть	1	1
94	и как бы	1	1
95	имеем дело с	1	1
96	в россии особенно	1	1
97	как бы сопротивляется	1	1
98	не в том	1	1
99	в связи с	3	1
100	если бы все	1	1
101	хотя они могут	1	1
102	то есть не	3	1
103	в каждой капле	1	1
104	в том смысле	2	1
105	у нас в	1	1
106	в том как	1	1
107	только в таком	2	1
108	с ног до	1	1
109	мы вообще не	1	1
110	и независимо от	2	1
111	самом же деле	2	1
112	независимо от их	1	1
113	не чем иным	2	1
114	то есть только	1	1
115	жизни таким образом	1	1
116	что не имеет	1	1
117	а в том	1	1
118	есть не что	2	1
119	смысле слова и	1	1
120	то что в	1	1
121	то имеют в	1	1
122	чем иным как	2	1
123	равно как и	1	1
124	смысле слова но	3	1
125	характерно и для	1	1
126	том смысле что	1	1
127	в то время	2	1
128	или иной области	1	1
129	это и есть	1	1
130	в совершенно разных	1	1
131	и т д	3	1
132	всего то что	1	1
133	то что не	1	1
134	не обходится без	2	1
135	то есть в	6	1
136	к выводу что	1	1
137	обходится и без	1	1
138	вопрос о том	1	1
139	выходит за пределы	1	1
140	не выходит за	2	1
141	и с точки	3	1
142	не может обойтись	2	1
143	в себе все	1	1
144	вообще не могли	1	1
145	за пределы данной	1	1
146	может быть лишь	1	1
147	в другом случае	2	1
148	есть перестает быть	1	1
149	к тому что	1	1
150	ног до головы	1	1
151	образ и в	1	1
152	до головы он	1	1
153	значимости то есть	1	1
154	но едва ли	1	1
155	то есть перестает	1	1
156	относится не к	1	1
157	как и в	1	1
158	дело в том	1	1
159	и наконец все	1	1
160	не менее как	1	1
161	они могут быть	1	1
162	вовсе не как	1	1
