N	2gram	Vinokur_Ku_1	FransuaR
1	и в	24	41
2	таким образом	12	19
3	в этом	14	15
4	как и	2	14
5	и все	2	14
6	то же	8	13
7	все эти	6	13
8	в этой	3	13
9	в его	12	12
10	в себе	3	11
11	как мы	1	11
12	в том	30	11
13	прежде всего	9	11
14	так и	7	10
15	в то	2	10
16	все это	6	10
17	в своем	3	9
18	не в	11	9
19	же время	2	9
20	и его	5	9
21	в качестве	7	9
22	но и	6	9
23	что в	17	9
24	но в	2	8
25	в конце	1	8
26	то что	9	8
27	и от	1	8
28	по существу	4	8
29	в нем	4	7
30	вовсе не	10	7
31	в них	7	7
32	как бы	7	7
33	и не	12	7
34	ни в	2	6
35	о том	9	6
36	только в	11	6
37	это не	7	6
38	есть в	4	6
39	для него	1	6
40	с помощью	7	6
41	в году	1	5
42	как в	4	5
43	не только	10	5
44	на этом	1	5
45	мы видели	1	5
46	точки зрения	14	5
47	того как	4	5
48	потому что	23	5
49	в ней	6	5
50	и у	1	5
51	уже в	3	5
52	что и	4	5
53	вместе с	7	5
54	так же	4	5
55	и для	2	5
56	а в	5	5
57	к этому	1	5
58	на место	1	4
59	в сущности	3	4
60	как я	2	4
61	момент в	1	4
62	и на	4	4
63	хотя и	3	4
64	целый ряд	5	4
65	та же	1	4
66	что это	5	4
67	он не	2	4
68	но все	2	4
69	и с	5	4
70	на этой	1	4
71	должно быть	3	4
72	том что	21	4
73	но он	1	4
74	одна из	1	4
75	ничего не	2	4
76	рядом с	5	4
77	в виду	5	4
78	в последней	1	4
79	из одного	3	4
80	и здесь	3	4
81	влияние на	1	4
82	после того	1	4
83	слов и	1	4
84	может быть	13	4
85	в более	2	4
86	было бы	15	4
87	к жизни	2	4
88	все что	1	4
89	например в	5	3
90	и есть	2	3
91	из самых	1	3
92	с точки	9	3
93	той же	3	3
94	я не	2	3
95	во всех	1	3
96	совсем не	1	3
97	кроме того	1	3
98	его к	3	3
99	от этого	2	3
100	выражение в	1	3
101	и те	1	3
102	так сказать	5	3
103	при этом	6	3
104	но именно	1	3
105	и по	1	3
106	связанные с	1	3
107	его в	1	3
108	несмотря на	3	3
109	в своей	2	3
110	в их	3	3
111	оказывается что	1	3
112	тем самым	4	3
113	сам он	1	3
114	не имеет	2	3
115	тем что	8	3
116	как о	2	3
117	все то	1	3
118	свою очередь	3	3
119	можно было	6	3
120	за то	1	3
121	что у	1	3
122	связанных с	1	3
123	о нем	2	3
124	нас в	1	3
125	в форме	1	3
126	что он	6	3
127	поэтому и	1	3
128	из них	4	3
129	и их	1	3
130	в одном	3	3
131	так как	9	3
132	в ряде	2	3
133	нового времени	1	3
134	не на	4	3
135	не было	3	3
136	ничем не	1	3
137	не может	7	3
138	и потому	4	3
139	в область	1	3
140	в той	5	3
141	в это	2	3
142	но это	1	3
143	не подлежит	1	3
144	с ними	4	3
145	в свою	3	3
146	не знает	1	3
147	которым он	1	3
148	того же	4	3
149	есть и	1	3
150	жизни и	1	3
151	ту же	1	2
152	также и	2	2
153	и то	3	2
154	на самом	2	2
155	и так	1	2
156	явления и	1	2
157	все те	2	2
158	есть не	1	2
159	в которой	6	2
160	еще не	5	2
161	в которых	6	2
162	время в	1	2
163	в чем	1	2
164	с его	4	2
165	а только	8	2
166	по отношению	8	2
167	отношение к	1	2
168	не просто	5	2
169	в одной	1	2
170	перед нами	1	2
171	более или	3	2
172	имеем в	1	2
173	учение о	4	2
174	как он	1	2
175	слово это	5	2
176	и еще	2	2
177	и вот	1	2
178	свое время	2	2
179	одно и	1	2
180	что все	2	2
181	и может	3	2
182	это было	2	2
183	с этим	4	2
184	далеко не	1	2
185	мы имеем	6	2
186	не мог	2	2
187	в этих	4	2
188	во второй	1	2
189	том как	3	2
190	в следующем	1	2
191	мы в	1	2
192	или менее	3	2
193	своего рода	1	2
194	xi века	1	2
195	том и	2	2
196	в историческом	1	2
197	дело не	2	2
198	дело в	1	2
199	в процессе	1	2
200	вперед в	1	2
201	и обновление	1	2
202	прямо в	1	2
203	весь этот	1	2
204	этом отношении	5	2
205	в области	7	2
206	в недрах	1	2
207	к тому	5	2
208	они и	1	2
209	не есть	4	2
210	оно не	3	2
211	в каждой	1	2
212	должен быть	4	2
213	в себя	1	2
214	в индии	1	2
215	роль в	4	2
216	на том	3	2
217	о тех	1	2
218	никогда не	2	2
219	здесь как	2	2
220	во все	2	2
221	в словах	1	2
222	в разных	2	2
223	находится в	1	2
224	а также	1	2
225	одного из	1	2
226	и во	1	2
227	бы в	7	2
228	не видел	1	2
229	еще более	1	2
230	все время	1	2
231	в лице	1	2
232	в литературе	1	2
233	того что	9	2
234	тот же	2	2
235	уже не	8	2
236	в большинстве	2	2
237	только на	1	2
238	же в	4	2
239	свидетельствует о	2	2
240	большинстве случаев	1	2
241	и других	1	2
242	и со	1	2
243	связано с	3	2
244	отношению к	9	2
245	здесь только	2	2
246	в особенности	3	2
247	связан с	1	2
248	именно в	6	2
249	а на	2	2
250	был в	2	2
251	до конца	2	2
252	а не	8	2
253	его как	1	2
254	в связи	3	2
255	может иметь	2	2
256	может стать	1	2
257	по своему	1	2
258	в данном	4	2
259	нашего анализа	1	2
260	своего времени	2	2
261	в состоянии	2	2
262	обновляется в	1	2
263	или в	2	2
264	в результате	5	2
265	о котором	2	2
266	в силах	2	2
267	интерес к	1	2
268	и как	2	2
269	с ним	5	2
270	книги романа	1	2
271	в свое	2	2
272	во всяком	5	2
273	широкое распространение	1	1
274	который должен	1	1
275	одним из	2	1
276	к их	1	1
277	как его	1	1
278	в такой	1	1
279	всего ее	1	1
280	самом деле	9	1
281	тех же	1	1
282	это и	4	1
283	на наших	1	1
284	вряд ли	1	1
285	в первом	3	1
286	смысл этого	1	1
287	ведь и	1	1
288	должна быть	3	1
289	едва ли	1	1
290	с таким	1	1
291	его не	1	1
292	все уже	1	1
293	именно к	1	1
294	есть нечто	1	1
295	представлением о	1	1
296	соприкасаются в	1	1
297	так чтобы	1	1
298	что иное	1	1
299	а во-вторых	2	1
300	но даже	1	1
301	конечно и	1	1
302	в письме	1	1
303	речь эта	1	1
304	явление не	1	1
305	это время	1	1
306	иное как	2	1
307	быть в	2	1
308	не был	1	1
309	то мы	3	1
310	его так	2	1
311	в ее	1	1
312	но не	5	1
313	значение и	2	1
314	с совершенно	1	1
315	менее всего	1	1
316	в новом	1	1
317	тогда как	2	1
318	себе и	2	1
319	трудно видеть	3	1
320	отличие от	1	1
321	друг от	1	1
322	до наших	1	1
323	что они	4	1
324	в истории	3	1
325	что именно	1	1
326	зрения вполне	1	1
327	все же	12	1
328	однако не	6	1
329	и старые	1	1
330	увидим что	2	1
331	что слово	3	1
332	он дал	1	1
333	в самом	10	1
334	помощью которого	1	1
335	обратная сторона	1	1
336	не приходится	1	1
337	бы сказать	1	1
338	тому же	1	1
339	в нашем	1	1
340	думать что	1	1
341	то обстоятельство	8	1
342	еще один	2	1
343	с их	3	1
344	не годится	1	1
345	говорят о	1	1
346	были связаны	1	1
347	его действительный	1	1
348	но на	1	1
349	при всякой	1	1
350	теории и	1	1
351	по словам	1	1
352	путем к	1	1
353	справиться с	1	1
354	момента в	1	1
355	что еще	1	1
356	том чтобы	8	1
357	i в	1	1
358	появление в	1	1
359	по аналогии	1	1
360	именно это	1	1
361	заимствованные из	1	1
362	я вам	1	1
363	том же	2	1
364	в каждом	2	1
365	эта книга	1	1
366	где нет	1	1
367	в совершенно	1	1
368	традиции и	1	1
369	как к	1	1
370	вот например	1	1
371	и иных	1	1
372	он есть	3	1
373	этом смысле	3	1
374	они по	1	1
375	и тем	2	1
376	не соответствует	1	1
377	здесь это	1	1
378	в жизни	1	1
379	следующем отрывке	1	1
380	все слова	1	1
381	для них	2	1
382	но уже	5	1
383	к которым	1	1
384	как об	2	1
385	этого не	2	1
386	с тем	5	1
387	в слове	2	1
388	и уже	1	1
389	с такой	1	1
390	народа и	1	1
391	и становится	2	1
392	об особом	1	1
393	на первый	1	1
394	не так	1	1
395	или вообще	1	1
396	и при	2	1
397	которую мы	1	1
398	традиции так	1	1
399	наших дней	1	1
400	и без	1	1
401	же это	1	1
402	всяком случае	5	1
403	в котором	3	1
404	мы называем	1	1
405	представление о	3	1
406	мысли и	1	1
407	что я	2	1
408	должны были	1	1
409	в силу	10	1
410	из области	4	1
411	которые в	1	1
412	ряда других	1	1
413	в прямом	1	1
414	что было	2	1
415	доказывает что	2	1
416	речи в	4	1
417	и всякую	1	1
418	по себе	2	1
419	даже в	3	1
420	перед собою	1	1
421	только называет	1	1
422	в какое	1	1
423	но они	1	1
424	с представлением	1	1
425	иной раз	2	1
426	мысли в	1	1
427	не имел	1	1
428	и форм	1	1
429	большинство их	1	1
430	отдельные его	1	1
431	их значение	1	1
432	другой только	1	1
433	только и	3	1
434	правда в	1	1
435	и существенное	1	1
436	с одним	1	1
437	таким путем	1	1
438	более что	1	1
439	этот оттенок	1	1
440	это слово	3	1
441	так например	2	1
442	связи с	7	1
443	в сознании	1	1
444	уже и	3	1
445	и делает	1	1
446	что на	1	1
447	может показаться	1	1
448	у нас	10	1
449	не могут	2	1
450	есть только	1	1
451	в других	1	1
452	что его	2	1
453	с полной	1	1
454	что вместе	1	1
455	и свое	1	1
456	как с	2	1
457	ничего общего	1	1
458	и самое	1	1
459	своего развития	1	1
460	значения и	1	1
461	от друга	1	1
462	на нем	1	1
463	здесь не	3	1
464	необходимо еще	1	1
465	на той	1	1
466	в дальнейшем	1	1
467	слова всегда	1	1
468	различие между	1	1
469	и когда	1	1
470	еще я	1	1
471	не трудно	7	1
472	не с	3	1
473	сказать где	1	1
474	именно этот	1	1
475	известной мере	1	1
476	поэтому в	1	1
477	в некоторой	1	1
478	об этом	1	1
479	образом в	1	1
480	в таком	3	1
481	все дело	1	1
482	часто и	1	1
483	на все	1	1
484	реальное бытие	1	1
485	типа но	1	1
486	в применении	1	1
487	тех кто	1	1
488	язык и	1	1
489	и что	5	1
490	упоминает о	1	1
491	я могу	1	1
492	утверждает что	1	1
493	аналогии с	1	1
494	но только	1	1
495	в различных	1	1
496	времени в	1	1
497	сами в	1	1
498	распространение в	1	1
499	выбор и	1	1
500	души по	1	1
501	переходит в	1	1
502	для той	1	1
503	богатство и	1	1
504	с неба	1	1
505	также в	1	1
506	у всех	1	1
507	для самого	1	1
508	в него	1	1
509	заново в	1	1
510	к которому	3	1
511	в двух	1	1
512	что только	1	1
513	культурного развития	3	1
514	этот вопрос	1	1
515	мы увидим	3	1
516	явления в	1	1
517	еще и	5	1
518	очень много	2	1
519	и после	1	1
520	который в	1	1
521	между тем	5	1
522	в контексте	2	1
523	на которые	1	1
524	с которыми	1	1
525	нужно понимать	1	1
526	себя в	1	1
527	так что	4	1
528	если мы	2	1
529	еще одну	1	1
530	во втором	2	1
531	все признаки	1	1
532	или даже	1	1
533	его и	1	1
534	их как	1	1
535	он понимал	1	1
536	одно из	2	1
537	себе в	3	1
538	бы совершенно	1	1
539	в известной	1	1
540	от другого	1	1
541	слова в	1	1
542	гораздо большей	1	1
543	к ним	1	1
544	случаев это	1	1
545	свое выражение	1	1
546	явлений в	2	1
547	к той	1	1
548	даже и	3	1
549	и строго	1	1
550	чтобы показать	1	1
551	но эти	1	1
552	и даже	3	1
553	живой и	1	1
554	как только	1	1
555	на этот	2	1
556	здесь в	1	1
557	по своим	2	1
558	к ее	1	1
559	говорит о	1	1
560	притом не	1	1
561	превращается в	2	1
562	говорит также	1	1
563	в подлинном	1	1
564	более того	1	1
565	однако и	1	1
566	один из	4	1
567	обстоятельство что	8	1
568	о чем	2	1
569	родственных явлений	1	1
