N	3gram	Losev_Dial_3	Problemy
1	в то же	1	10
2	то же время	1	10
3	на самом деле	1	9
4	о себе самом	1	5
5	во всяком случае	2	4
6	и прежде всего	3	4
7	к нему и	1	4
8	той или иной	2	4
9	бы то ни	1	3
10	с другой стороны	2	3
11	то ни было	1	3
12	к тому же	2	3
13	и то же	2	3
14	он не может	2	3
15	одно и то	2	3
16	не может быть	6	3
17	подобно тому как	4	2
18	он и не	1	2
19	сам по себе	5	2
20	я не хочу	1	2
21	и в этом	2	2
22	друг на друга	1	2
23	в том что	3	2
24	и та же	1	2
25	и не может	1	2
26	и все это	1	2
27	того что он	3	2
28	как раз и	3	2
29	не в силах	1	2
30	в такой же	1	2
31	одна и та	1	2
32	с точки зрения	14	2
33	как и все	2	2
34	в его внутренней	1	2
35	и с самим	1	2
36	и что он	1	2
37	по себе и	1	2
38	и в то	1	2
39	раз и показывает	1	1
40	о том что	5	1
41	новых точек зрения	1	1
42	о мире как	1	1
43	говорит о себе	1	1
44	только на одно	1	1
45	уже и не	1	1
46	представить в виде	1	1
47	но я хочу	1	1
48	вы говорите что	1	1
49	что он есть	3	1
50	не говорит о	2	1
51	в процессе всего	1	1
52	что каждый из	1	1
53	и во всяком	1	1
54	что в сущности	1	1
55	как и в	3	1
56	и в том	1	1
57	не только не	7	1
58	потому что в	1	1
59	это конечно не	1	1
60	и что только	1	1
61	до сих пор	1	1
62	и сам по	1	1
63	и в особенности	1	1
64	что и в	1	1
65	к тому что	2	1
66	в глубине души	1	1
67	того или другого	1	1
68	от себя самого	1	1
69	то же самое	1	1
70	и как бы	1	1
71	у меня в	1	1
72	и с этой	2	1
73	в то время	4	1
74	что никто и	1	1
75	чем иным как	1	1
76	и ни в	1	1
77	должно быть и	2	1
78	а так как	1	1
79	раз говорил что	1	1
80	и которая в	1	1
81	так в сущности	1	1
82	и в отношении	1	1
83	но все эти	1	1
84	в нем нет	1	1
85	в этом отношении	1	1
86	ни в чем	1	1
87	не может и	1	1
88	который не может	1	1
89	да ведь это	1	1
90	для себя и	1	1
91	в самом деле	5	1
92	сама по себе	4	1
93	это потому что	1	1
94	которых он не	1	1
95	к нему можно	1	1
96	а что же	2	1
97	не чем иным	1	1
98	должны признать что	1	1
99	то время как	4	1
100	к нему с	1	1
101	ни того ни	1	1
102	каждый из них	1	1
103	я не могу	1	1
104	тем не менее	10	1
105	но даже и	2	1
106	в данном случае	1	1
107	что же такое	2	1
108	это вовсе не	1	1
109	уже сама по	1	1
110	того ни другого	1	1
111	и пр в	1	1
112	по крайней мере	5	1
