N	2gram	Ircho_Kome_3	Mirosoze
1	может быть	6	30
2	не только	5	29
3	и в	22	28
4	не может	3	28
5	но и	4	25
6	а не	4	25
7	он не	5	24
8	в этом	8	20
9	не было	2	18
10	у него	4	17
11	не в	4	16
12	потому что	10	16
13	в ней	4	15
14	в своей	5	15
15	человека и	2	14
16	он был	4	14
17	никогда не	3	14
18	до конца	4	14
19	человека в	2	13
20	в нем	3	13
21	и он	2	12
22	и это	2	12
23	в самом	9	11
24	и не	21	11
25	в своем	8	10
26	человек не	1	10
27	было бы	3	10
28	бога и	1	10
29	что в	5	10
30	в мире	2	10
31	прежде всего	5	10
32	что он	8	10
33	был бы	2	10
34	и потому	1	10
35	и все	2	10
36	с тем	4	9
37	но он	1	9
38	и его	6	9
39	в его	8	9
40	к человеку	2	9
41	человек в	1	9
42	в котором	2	8
43	но не	1	8
44	не был	1	7
45	но в	5	7
46	в себе	4	7
47	в конце	7	7
48	любви к	5	7
49	к нему	5	7
50	бог и	1	7
51	нет ничего	2	7
52	и на	2	6
53	он сам	1	6
54	в которой	3	6
55	в этой	3	6
56	только в	1	6
57	он уже	1	6
58	вместе с	9	6
59	все это	5	6
60	человек и	1	6
61	в том	12	6
62	нет и	4	5
63	если он	2	5
64	от нее	3	5
65	это не	2	5
66	как и	3	5
67	весь в	1	5
68	не могут	2	5
69	в судьбе	1	5
70	то что	4	5
71	и я	2	5
72	отношения к	2	4
73	или к	1	4
74	отношение к	5	4
75	за пределы	2	4
76	человеческой судьбы	1	4
77	не к	1	4
78	не как	2	4
79	и по	1	4
80	должен был	4	4
81	в них	3	4
82	в этих	1	4
83	точки зрения	4	4
84	в их	2	4
85	в которых	5	4
86	к концу	2	4
87	к ней	8	4
88	она не	2	4
89	мог бы	1	4
90	что и	8	4
91	в середине	1	4
92	один из	3	4
93	уже в	2	4
94	а в	7	4
95	тем что	5	4
96	нет в	1	4
97	был в	1	4
98	и там	1	4
99	с этой	3	4
100	на пути	1	4
101	человека не	2	4
102	не знает	3	4
103	его не	2	3
104	преступления и	1	3
105	с его	3	3
106	с этим	3	3
107	когда он	4	3
108	и еще	3	3
109	на этом	1	3
110	и с	4	3
111	его в	8	3
112	для них	1	3
113	не мог	2	3
114	том что	13	3
115	но если	3	3
116	не имеет	3	3
117	ничего не	3	3
118	к тому	6	3
119	в ее	3	3
120	особенно в	1	3
121	с собой	1	3
122	все его	1	3
123	конечно не	3	3
124	одно из	1	3
125	не так	3	3
126	и их	1	3
127	так как	11	3
128	что человек	1	3
129	человека а	1	3
130	себя и	2	3
131	ко всем	1	3
132	такого отношения	2	3
133	в мир	1	3
134	для человека	1	3
135	он должен	1	3
136	для нас	1	3
137	хотя бы	4	3
138	на своем	1	3
139	одним из	2	2
140	чтобы не	1	2
141	в этот	1	2
142	не хочет	5	2
143	а как	2	2
144	он знает	4	2
145	вопрос о	1	2
146	время как	2	2
147	в виду	2	2
148	поле битвы	1	2
149	по отношению	5	2
150	себе и	1	2
151	человеку и	1	2
152	относится к	1	2
153	в истории	1	2
154	т е	16	2
155	как в	2	2
156	все же	4	2
157	на человека	1	2
158	и как	1	2
159	и к	3	2
160	от этого	1	2
161	и у	1	2
162	все эти	1	2
163	бы не	2	2
164	приводит к	3	2
165	тем он	1	2
166	только один	2	2
167	как он	3	2
168	если бы	8	2
169	было с	1	2
170	с ней	1	2
171	людей и	2	2
172	прежде чем	3	2
173	который и	1	2
174	и мы	3	2
175	в ином	1	2
176	чем в	3	2
177	которую он	2	2
178	прийти к	1	2
179	место в	1	2
180	сих пор	9	2
181	любовь к	3	2
182	с которой	1	2
183	на земле	1	2
184	в то	6	2
185	к этим	1	2
186	в основе	2	2
187	того чтобы	6	2
188	человека от	1	2
189	по своей	1	2
190	необходимости в	1	2
191	могут быть	1	2
192	чтобы человек	1	2
193	всего в	1	2
194	должен быть	2	2
195	на помощь	1	2
196	и от	1	2
197	то время	2	2
198	и что	6	2
199	и когда	1	2
200	живет в	1	2
201	есть также	1	2
202	по сравнению	2	2
203	с ним	5	2
204	о своей	1	2
205	о том	8	2
206	может не	1	2
207	и во	2	2
208	и те	1	2
209	человека из	1	2
210	и она	1	2
211	мы видим	1	2
212	жизни и	1	2
213	человека с	1	2
214	не стал	1	2
215	нет никаких	2	2
216	отношению к	3	2
217	для того	6	2
218	в свой	1	2
219	до сих	9	2
220	мы еще	1	2
221	на этот	3	2
222	о чем	7	2
223	он и	2	2
224	по своему	3	2
225	как бы	3	2
226	сам не	1	2
227	быть не	1	2
228	в начале	3	2
229	его образ	1	2
230	и для	4	2
231	сторон в	1	2
232	бы в	4	2
233	конце концов	2	2
234	уже нет	1	2
235	отношении к	1	2
236	жизни в	1	2
237	в свою	7	2
238	сказать что	1	2
239	эти слова	1	2
240	к этой	2	2
241	к этому	6	2
242	все что	3	2
243	эта новая	1	1
244	всем и	1	1
245	я и	1	1
246	и т	4	1
247	знает о	1	1
248	к другому	1	1
249	и до	1	1
250	в зависимости	1	1
251	из всех	2	1
252	ней нет	1	1
253	мы имеем	1	1
254	мы не	2	1
255	уверен что	1	1
256	начинается с	1	1
257	принадлежит к	1	1
258	я не	1	1
259	ему в	1	1
260	то это	5	1
261	зависимости от	1	1
262	стороны его	1	1
263	собой в	1	1
264	меньше чем	2	1
265	еще не	6	1
266	за это	1	1
267	во всех	2	1
268	тем как	1	1
269	не без	1	1
270	одним словом	1	1
271	утра до	1	1
