N	3gram	Tiupa_Anal_1	Komedia
1	к тому же	4	10
2	на себя внимание	1	5
3	обращает на себя	1	5
4	в том что	9	5
5	вместе с тем	1	4
6	о том что	3	4
7	для того чтобы	3	4
8	по отношению к	5	3
9	в том числе	3	3
10	в связи с	1	3
11	то же время	6	3
12	до тех пор	1	3
13	в последние десятилетия	1	3
14	в то же	8	3
15	не говоря уже	1	2
16	в этом смысле	1	2
17	до сих пор	1	2
18	говоря уже о	1	2
19	в той же	1	2
20	в отличие от	6	2
21	бы то ни	3	2
22	не более чем	4	2
23	то ни было	3	2
24	с одной стороны	3	2
25	во всяком случае	1	2
26	и т п	3	2
27	к тому что	1	2
28	друг с другом	1	2
29	том что именно	1	1
30	не в состоянии	1	1
31	во время экспедиции	1	1
32	и к тому	2	1
33	мы имеем дело	4	1
34	как и во	1	1
35	в самом деле	2	1
36	в соответствии с	1	1
37	в том же	1	1
38	так и не	1	1
39	с точки зрения	4	1
40	только в том	1	1
41	следует думать что	1	1
42	том случае если	1	1
43	но и в	2	1
44	и та же	1	1
45	по своему содержанию	1	1
46	том числе и	1	1
47	а то и	1	1
48	а в качестве	1	1
49	могла бы быть	1	1
50	в том случае	1	1
51	а вместе с	1	1
52	в этой связи	1	1
53	не является по	1	1
54	той или иной	6	1
55	не в его	1	1
56	в первом случае	2	1
57	в котором по	1	1
58	вслед за ним	1	1
59	бы столь же	1	1
60	как будто бы	1	1
61	если в основе	1	1
62	имеем дело с	3	1
63	в любой другой	1	1
64	себя внимание в	1	1
65	тех пор пока	1	1
66	одна и та	1	1
67	же время он	1	1
68	с другой стороны	2	1
69	мере в какой	2	1
70	в полной мере	3	1
71	не может быть	16	1
72	того или иного	3	1
73	более или менее	1	1
74	на фоне которых	1	1
75	в свою очередь	1	1
76	и в самом	1	1
77	не с целью	1	1
78	не только в	1	1
79	той же мере	1	1
80	не следует думать	1	1
81	и в любых	1	1
