N	2gram	Vygotskiy__6	Hudozhes
1	в качестве	4	19
2	состоит в	2	16
3	и не	11	16
4	не только	16	15
5	и в	28	15
6	в том	28	15
7	может быть	13	13
8	в частности	4	13
9	при этом	3	12
10	и его	3	12
11	а в	2	12
12	но не	10	11
13	в этом	27	11
14	в себе	4	11
15	то же	7	10
16	по отношению	10	10
17	представляет собой	3	10
18	как бы	11	10
19	так и	6	10
20	а не	3	10
21	отношению к	10	10
22	но и	10	10
23	точки зрения	13	9
24	в его	3	9
25	отличие от	1	7
26	но в	5	7
27	в отличие	1	7
28	в то	6	7
29	или иной	1	7
30	с другой	2	7
31	с его	3	6
32	отношение к	7	6
33	том что	19	6
34	не в	4	6
35	в основе	3	6
36	по своей	3	6
37	в ее	1	6
38	приводит к	6	6
39	не может	19	6
40	что в	17	6
41	в их	3	5
42	в самом	8	5
43	то что	28	5
44	ни в	1	5
45	тем самым	8	5
46	могут быть	5	5
47	той или	1	5
48	можно сказать	6	5
49	того что	24	5
50	только в	18	5
51	уже не	1	5
52	между ними	7	5
53	другой стороны	2	5
54	в нем	7	5
55	отношения к	3	4
56	и то	4	4
57	мы имеем	4	4
58	еще не	8	4
59	а только	2	4
60	как к	1	4
61	хотя и	3	4
62	и как	6	4
63	роли в	1	4
64	он не	7	4
65	в другом	2	4
66	и тем	5	4
67	в этих	2	4
68	в ходе	3	4
69	в своей	2	4
70	не столько	1	4
71	и т.д	3	4
72	входит в	1	4
73	между тем	1	4
74	для него	6	4
75	к которому	2	4
76	прежде всего	2	4
77	а на	1	4
78	не знает	3	4
79	как это	3	4
80	например в	4	4
81	к тому	10	4
82	особого рода	1	4
83	сказать что	13	4
84	речи и	5	4
85	того же	7	3
86	и ее	1	3
87	в целом	3	3
88	что можно	1	3
89	и к	6	3
90	в которой	7	3
91	он должен	4	3
92	одно и	1	3
93	его в	6	3
94	это не	5	3
95	этом смысле	2	3
96	как и	6	3
97	иначе говоря	3	3
98	одного и	4	3
99	с точки	10	3
100	но он	2	3
101	тем не	1	3
102	их в	1	3
103	в отношении	10	3
104	не менее	2	3
105	в структуре	1	3
106	как раз	6	3
107	потому что	22	3
108	имеет место	2	3
109	в пределах	5	3
110	мог бы	3	3
111	к его	2	3
112	если бы	7	3
113	и что	6	3
114	что он	18	3
115	к нему	1	3
116	во втором	3	3
117	во всей	1	3
118	и того	4	3
119	оказывается в	1	3
120	в области	6	3
121	далеко не	1	3
122	не на	2	3
123	была бы	2	3
124	по своему	2	3
125	о чем	1	3
126	в данном	2	3
127	в той	4	3
128	таким образом	18	3
129	в свою	1	3
130	и это	1	2
131	это и	3	2
132	между двумя	2	2
133	к другому	4	2
134	совпадает с	4	2
135	принадлежит к	2	2
136	я не	4	2
137	и на	5	2
138	в чем	6	2
139	но как	3	2
140	за пределы	1	2
141	в своем	7	2
142	деятельность по	1	2
143	в себя	3	2
144	все эти	2	2
145	в нашем	4	2
146	в этой	5	2
147	с их	1	2
148	но на	2	2
149	могут оказаться	2	2
150	не как	1	2
151	в силу	17	2
152	наших глазах	1	2
153	на этом	4	2
154	встречаются в	1	2
155	об этом	1	2
156	по себе	3	2
157	в них	3	2
158	другим и	2	2
159	несмотря на	2	2
160	ведет к	1	2
161	с другими	2	2
162	известной степени	2	2
163	втором случае	2	2
164	он оказывается	1	2
165	и более	2	2
166	том и	1	2
167	до известной	3	2
168	вовсе не	1	2
169	даже в	1	2
170	тому что	11	2
171	дело не	1	2
172	одна из	1	2
173	и притом	1	2
174	не могло	2	2
175	имеем дело	2	2
176	этих двух	1	2
177	не принадлежит	1	2
178	языка в	2	2
179	числе и	1	2
180	оно не	4	2
181	и о	1	2
182	того чтобы	10	2
183	свою очередь	1	2
184	к жизни	4	2
185	о том	1	2
186	при котором	2	2
187	в глаза	1	2
188	в значительной	2	2
189	на всех	1	2
190	именно в	4	2
191	может оказаться	1	2
192	известного рода	1	2
193	с одной	1	2
194	из которого	2	2
195	есть в	3	2
196	и др	2	2
197	или даже	1	2
198	слова в	1	2
199	в одном	2	2
200	у него	2	2
201	для того	8	2
202	а с	1	2
203	одной стороны	1	2
204	и составляет	3	2
205	начиная с	1	2
206	так же	15	2
207	как в	3	2
208	из которых	1	2
209	к своему	1	2
210	для возникновения	2	2
211	и по	3	2
212	во всех	4	2
213	совершенно иной	1	2
214	тем более	1	2
215	с ним	2	2
216	в равной	1	2
217	отношении к	3	2
218	в иной	2	2
219	из этого	2	2
220	только о	1	2
221	том числе	1	2
222	в сфере	12	1
223	же как	6	1
224	начинается с	3	1
225	и через	1	1
226	это будущее	1	1
227	другому человеку	1	1
228	бы для	1	1
229	же по	1	1
230	то в	5	1
231	чего не	3	1
232	от своей	1	1
233	отношения между	4	1
234	из его	1	1
235	едва ли	1	1
236	мышления но	2	1
237	в зависимости	5	1
238	сливается с	1	1
239	которыми он	2	1
240	той же	4	1
241	есть не	1	1
242	смысле можно	1	1
243	к новой	2	1
244	в сущности	7	1
245	это всегда	1	1
246	что иное	1	1
247	а для	1	1
248	вся система	2	1
249	и родного	1	1
250	никогда не	8	1
251	но напротив	1	1
252	зависимости от	5	1
253	в каждой	4	1
254	не что	1	1
255	между собой	9	1
256	это возможно	1	1
257	иное как	1	1
258	на их	1	1
259	что его	1	1
260	в различных	1	1
261	ближайшие к	1	1
262	является таким	1	1
263	связи между	6	1
264	иного рода	1	1
265	отношения как	1	1
266	одном и	3	1
267	себе и	2	1
268	друг от	1	1
269	до которого	1	1
270	что они	2	1
