N	3gram	Medvedev_F_2	KulturaY
1	и т п	9	24
2	и т д	5	14
3	в том что	2	10
4	с точки зрения	7	8
5	для того чтобы	3	8
6	в самом деле	5	7
7	с другой стороны	3	7
8	по крайней мере	1	6
9	в этом смысле	2	5
10	тем не менее	1	5
11	во всяком случае	5	5
12	в этой области	1	4
13	не может быть	10	4
14	в зависимости от	3	4
15	большей или меньшей	1	3
16	в то же	5	3
17	в конце концов	2	3
18	или меньшей степени	1	3
19	воспринимается на фоне	1	3
20	в этом отношении	7	3
21	в связи с	10	3
22	то же время	5	3
23	в большей или	1	3
24	в узком смысле	1	2
25	на самом деле	3	2
26	так или иначе	1	2
27	в том случае	2	2
28	вряд ли нужно	1	2
29	в языке не	1	2
30	т п в	1	2
31	тем что он	1	2
32	мы говорим о	2	2
33	том случае если	1	2
34	в этом случае	1	2
35	того или иного	4	2
36	в отличие от	2	2
37	в широком смысле	1	2
38	к вопросу о	1	2
39	говоря уже о	1	2
40	и пр но	3	2
41	но все же	2	2
42	вместе с тем	4	2
43	только в том	1	2
44	в первый период	5	2
45	то или иное	1	2
46	не говоря уже	1	2
47	мы знаем что	1	2
48	на этот вопрос	1	2
49	языка но и	1	2
50	в свою очередь	1	2
51	но даже и	1	2
52	можно говорить о	1	1
53	но оно не	1	1
54	с самого начала	2	1
55	было бы сказать	1	1
56	самого языка в	1	1
57	ли нужно доказывать	1	1
58	связи с этим	3	1
59	сам по себе	3	1
60	смысле в каком	1	1
61	в большинстве случаев	3	1
62	языка и т	1	1
63	бы то ни	1	1
64	с одной стороны	1	1
65	т п все	1	1
66	то во всяком	1	1
67	но что же	1	1
68	в какой они	1	1
69	и там где	1	1
70	и не в	2	1
71	чтобы показать что	1	1
72	что иное как	1	1
73	как и в	1	1
74	не сам по	1	1
75	не в том	3	1
76	т е в	1	1
77	потому что не	1	1
78	может быть и	3	1
79	до сих пор	1	1
80	в противном случае	1	1
81	т е уже	1	1
82	и только потому	1	1
83	понимании этого термина	2	1
84	то убедимся что	1	1
85	влечет за собой	1	1
86	находится в противоречии	1	1
87	в этом последнем	1	1
88	характерной для нее	1	1
89	к тому что	2	1
90	с помощью которого	1	1
91	мере в какой	1	1
92	и прежде всего	2	1
93	все дело в	1	1
94	ничего общего с	1	1
95	том или ином	1	1
96	пр и пр	4	1
97	что не в	1	1
98	отнюдь не следует	2	1
99	и пр и	4	1
100	он уже не	1	1
101	лишь в том	1	1
102	что в самом	1	1
103	и здесь не	1	1
104	в том или	1	1
105	и в этой	2	1
106	тем чем он	1	1
107	как мы знаем	2	1
108	в том смысле	3	1
109	в настоящее время	1	1
110	не что иное	1	1
111	таким образом в	1	1
112	но он не	1	1
113	т е то	1	1
114	вследствие того что	1	1
115	в значительной степени	3	1
116	той мере в	1	1
117	и в других	1	1
118	не было бы	1	1
119	в сущности не	1	1
120	п все эти	1	1
121	нужно доказывать что	1	1
122	что же это	1	1
123	чуть ли не	1	1
124	что он не	1	1
125	только то что	1	1
126	не могут быть	4	1
127	как такового в	2	1
128	т е как	2	1
129	языка и его	5	1
130	смысле этого слова	1	1
131	он был бы	1	1
132	прежде всего в	2	1
133	сама по себе	1	1
134	как мы видели	4	1
135	есть не что	1	1
136	в виду что	1	1
137	самого по себе	1	1
138	в самом широком	1	1
139	было бы отрицать	1	1
140	в предисловии к	2	1
141	сами по себе	2	1
142	в том чтобы	1	1
143	бы отрицать что	1	1
144	что если бы	1	1
145	и некоторые другие	1	1
146	более и более	1	1
147	все более и	1	1
148	к тому чтобы	2	1
149	не следует что	2	1
150	в той мере	1	1
151	мы приходим к	2	1
152	в данном случае	1	1
153	если бы дело	1	1
154	что же такое	1	1
155	иметь в виду	1	1
156	новые и новые	1	1
