N	3gram	Medvedev_F_3	StatiiOP
1	в том что	3	11
2	и т п	5	6
3	не может быть	14	5
4	в этом смысле	2	4
5	с точки зрения	14	4
6	в этом отношении	3	4
7	во всяком случае	6	4
8	с другой стороны	5	4
9	о том что	1	4
10	это связано с	1	3
11	с тем что	1	3
12	в конце концов	2	3
13	не в том	1	3
14	в связи с	4	3
15	то же время	7	3
16	не только в	1	3
17	на то что	1	3
18	в то же	7	3
19	связано с тем	1	2
20	а потому что	1	2
21	потому что он	3	2
22	и тем не	1	2
23	это не так	1	2
24	до сих пор	1	2
25	в определенную эпоху	1	2
26	что он был	1	2
27	с одной стороны	1	2
28	все более и	1	2
29	между тем как	1	2
30	и пр в	1	2
31	с самого начала	1	2
32	более и более	1	2
33	но все же	1	2
34	мы имеем в	1	2
35	к тому что	2	2
36	тем не менее	2	2
37	и т д	6	2
38	можно сказать что	1	1
39	одних и тех	1	1
40	а иногда и	1	1
41	в одних и	1	1
42	иметь в виду	1	1
43	а не в	3	1
44	и той же	1	1
45	но так как	1	1
46	на самом деле	12	1
47	в самом деле	4	1
48	т е не	1	1
49	в одной из	1	1
50	что же касается	1	1
51	то же самое	3	1
52	можно и должно	1	1
53	одной из своих	1	1
54	что ни в	1	1
55	формы в своей	1	1
56	тот или иной	1	1
57	и в других	1	1
58	сам по себе	1	1
59	вместе с тем	3	1
60	и во всяком	2	1
61	точки зрения своей	1	1
62	в собственном смысле	1	1
63	и тех же	1	1
64	можно было бы	1	1
65	а то и	1	1
66	что это значит	1	1
67	в лучшем случае	1	1
68	с этой точки	1	1
69	говорит о том	1	1
70	тогда было бы	1	1
71	жизни уже в	1	1
72	не потому что	1	1
73	и который в	1	1
74	в том же	1	1
75	точки зрения ее	1	1
76	объясняется тем что	1	1
77	если бы в	1	1
78	указывает что в	1	1
79	то было бы	1	1
80	так или иначе	1	1
81	в такой же	1	1
82	кроме того в	1	1
83	случае в каждом	1	1
84	в этом же	1	1
85	социальные отношения между	1	1
86	же самое и	1	1
87	этой точки зрения	1	1
88	но уже в	2	1
89	от того что	1	1
90	это объясняется тем	1	1
91	что в его	1	1
92	том что этот	1	1
93	и в самом	1	1
94	не только не	2	1
95	место в жизни	2	1
96	т п в	2	1
97	той или иной	1	1
98	совершенно очевидно что	1	1
99	в ином контексте	1	1
100	в чисто литературном	2	1
101	это вполне понятно	1	1
102	в целом это	1	1
103	одной и той	1	1
104	становится очевидным что	1	1
105	того чтобы стать	1	1
106	вовсе не является	3	1
107	так что она	1	1
108	для того чтобы	4	1
109	дело не в	2	1
110	как мы видели	2	1
111	этого слова в	1	1
