N	3gram	Losev_Vesc_1	Myslijsy
1	то что я	2	7
2	в том что	4	7
3	по крайней мере	4	5
4	не может быть	6	5
5	само по себе	1	5
6	о том что	4	5
7	то же самое	1	4
8	до сих пор	1	4
9	с тем что	1	4
10	и то что	3	4
11	сам по себе	3	4
12	только тогда когда	2	4
13	можно сказать что	3	4
14	на то что	2	4
15	для того чтобы	2	4
16	тем не менее	3	4
17	в ряду других	1	3
18	с точки зрения	3	3
19	вместе с тем	1	3
20	не то что	1	3
21	во всяком случае	2	3
22	и т д	19	3
23	когда мы говорим	1	3
24	мы не можем	1	3
25	от того что	1	3
26	не только не	2	3
27	не есть только	2	3
28	в то же	1	3
29	таким образом что	1	2
30	что иное как	7	2
31	только потому что	1	2
32	подобно тому как	4	2
33	то и другое	4	2
34	сами по себе	3	2
35	в том смысле	1	2
36	и это есть	1	2
37	это потому что	1	2
38	есть то что	4	2
39	в данном случае	2	2
40	между собою и	2	2
41	мы имеем дело	2	2
42	так или иначе	4	2
43	не в том	1	2
44	это не значит	1	2
45	а в том	1	2
46	и как бы	1	2
47	с этим последним	1	2
48	равно как и	2	2
49	что и в	1	2
50	вопрос о том	1	2
51	не что иное	7	2
52	и есть то	2	1
53	и говорить о	1	1
54	а следовательно и	1	1
55	она и есть	1	1
56	том смысле что	1	1
57	мы говорим что	3	1
58	что то же	1	1
59	и того же	1	1
60	дело в том	2	1
61	но так как	1	1
62	по меньшей мере	1	1
63	так что в	3	1
64	перед нами находится	1	1
65	о том как	1	1
66	и не только	4	1
67	все эти признаки	1	1
68	и еще более	1	1
69	и то и	1	1
70	того что мы	1	1
71	можем ли мы	1	1
72	можно говорить о	2	1
73	что только в	2	1
74	так как мы	1	1
75	имеем дело не	2	1
76	в этом отношении	1	1
77	даже и в	1	1
78	и здесь мы	1	1
79	что я называю	1	1
80	с ними в	1	1
81	что все это	1	1
82	может быть только	3	1
83	и не в	1	1
84	и что это	1	1
85	нечто такое чего	1	1
86	ясно также что	1	1
87	то же название	2	1
88	дело не с	2	1
89	мы не знаем	1	1
90	с одной стороны	3	1
91	а в с	1	1
92	что я в	1	1
93	если это так	1	1
94	в свою очередь	4	1
95	не только к	2	1
96	в одно целое	1	1
97	то что как	1	1
98	с другой стороны	2	1
99	на что не	1	1
100	только о том	1	1
101	т д то	1	1
102	все то что	1	1
103	в свое время	2	1
104	в той же	1	1
105	той или другой	2	1
106	в истории и	1	1
107	это было бы	1	1
108	есть не что	5	1
109	что мы уже	1	1
110	заключается в том	1	1
111	в то время	1	1
112	точки зрения этого	1	1
113	или что то	1	1
114	в том чтобы	1	1
115	с нею но	1	1
116	и в самом	1	1
117	как бы ни	2	1
118	кроме того что	1	1
119	действительность и даже	1	1
120	таким образом можно	1	1
121	одного и того	1	1
122	это не будет	1	1
123	к тому что	2	1
124	у нас в	2	1
125	это однако не	1	1
126	мы замечаем что	1	1
127	представим себе что	1	1
128	в себе в	2	1
129	не вдаваясь в	1	1
130	как же это	1	1
131	но и к	1	1
132	мы видели что	1	1
