N	2gram	Tiupa_Anal_3	Narrotol
1	не только	22	32
2	может быть	9	25
3	но и	13	23
4	в качестве	12	21
5	и не	12	20
6	то есть	10	19
7	и в	18	19
8	в том	9	18
9	в этом	14	17
10	в тексте	9	16
11	не в	6	14
12	в частности	12	14
13	том что	12	14
14	состоит в	4	13
15	представляет собой	5	12
16	тогда как	20	12
17	в рамках	3	12
18	своего рода	8	12
19	коммуникативного события	11	12
20	а не	9	12
21	то что	2	11
22	а в	10	11
23	точки зрения	3	10
24	не может	2	10
25	при этом	11	9
26	в мире	5	9
27	так и	14	9
28	в его	7	9
29	со стороны	9	9
30	в себе	2	8
31	и т.п	5	8
32	с другой	7	8
33	не является	5	8
34	героя в	1	8
35	еще не	6	7
36	по отношению	7	7
37	как в	3	7
38	все же	4	7
39	в случае	5	7
40	как и	14	7
41	к тому	6	7
42	и т.д	2	7
43	а также	2	7
44	с одной	2	7
45	одной стороны	2	7
46	такого рода	5	7
47	ни для	2	7
48	высказывания в	1	6
49	с его	8	6
50	но не	7	6
51	в той	2	6
52	то в	2	6
53	креативная компетенция	5	6
54	тем самым	4	6
55	в себя	2	6
56	о том	6	6
57	что он	4	6
58	именно в	3	6
59	как это	3	6
60	отношению к	7	6
61	иначе говоря	2	6
62	но в	2	6
63	нарративного высказывания	1	6
64	не все	1	5
65	отличие от	2	5
66	отнюдь не	4	5
67	и как	4	5
68	уже не	5	5
69	в этой	6	5
70	тому же	3	5
71	картины мира	4	5
72	далеко не	4	5
73	в отличие	2	5
74	по себе	4	5
75	в основе	1	5
76	и его	13	5
77	к себе	1	5
78	картина мира	4	5
79	нуждается в	2	5
80	в форме	2	5
81	себя в	4	5
82	или иной	5	5
83	в данном	4	5
84	можно сказать	4	5
85	не предполагает	2	5
86	речь идет	1	4
87	данном случае	3	4
88	то же	3	4
89	из которых	1	4
90	здесь не	3	4
91	как правило	5	4
92	в противовес	2	4
93	перед нами	4	4
94	в нем	2	4
95	в принципе	2	4
96	в силу	1	4
97	было бы	3	4
98	референтного события	1	4
99	не мог	2	4
100	пока еще	3	4
101	жизненной позиции	2	4
102	связи с	1	4
103	той или	3	4
104	не столько	3	4
105	те же	2	4
106	одного из	1	4
107	основе своей	1	4
108	же время	3	4
109	во втором	4	4
110	или напротив	1	4
111	вслед за	1	4
112	только в	2	4
113	хотя бы	1	4
114	при всей	1	4
115	у него	1	4
116	в особенности	3	4
117	что не	3	4
118	прежде всего	5	4
119	сказания или	3	4
120	как бы	10	4
121	да и	2	4
122	же в	2	4
123	одной из	1	4
124	героя и	4	4
125	сказать что	2	4
126	другой стороны	5	4
127	это и	2	3
128	в первом	2	3
129	в сущности	5	3
130	и он	2	3
131	в ней	2	3
132	и на	4	3
133	в ее	3	3
134	значении этого	1	3
135	если в	3	3
136	что они	3	3
137	как говорит	3	3
138	хотя и	2	3
139	когда он	2	3
140	референтная компетенция	1	3
141	уже в	3	3
142	из этих	3	3
143	в притче	4	3
144	не есть	4	3
145	он не	6	3
146	не будет	3	3
147	по бахтину	1	3
148	особенно в	1	3
149	двуголосого слова	1	3
150	обратимся к	1	3
151	тем не	2	3
152	и риторика	1	3
153	бы быть	1	3
154	не менее	4	3
155	различного рода	1	3
156	коммуникативное событие	1	3
157	в то	3	3
158	тем что	2	3
159	одна из	2	3
160	на него	1	3
161	никогда не	5	3
162	на себя	2	3
163	по своей	2	3
164	этом отношении	3	3
165	художественной литературы	2	3
166	могут быть	2	3
167	как мы	1	3
168	с ее	3	3
169	свою очередь	4	3
170	сводится к	2	3
171	в произведении	3	3
172	и самого	6	3
173	не с	2	3
174	мог бы	1	3
175	в шмид	1	3
176	литературные жанры	1	3
177	о ней	1	3
178	столь же	4	3
179	как было	1	3
180	в конечном	2	3
181	восходит к	3	3
182	или притчи	2	3
183	между тем	5	3
184	а именно	1	3
185	один из	2	3
186	по мысли	1	3
187	но о	1	3
188	к содержанию	3	3
189	коммуникативной стратегии	4	3
190	не о	1	3
191	присутствия в	1	3
192	из двух	1	3
193	и даже	8	3
194	или иначе	1	3
195	не обязательно	1	3
196	в свою	5	3
197	а с	1	3
198	и рецептивная	2	3
199	истории в	1	3
200	как будто	1	3
201	> в	1	3
202	высказывания и	1	3
203	что в	9	3
204	или анекдота	2	3
205	будто бы	1	3
206	рецептивная установка	1	3
207	жизни в	1	3
208	жизни и	1	3
