N	4gram	Vygotskiy__4	KulturaY
1	можно было бы сказать	1	3
2	было бы сказать что	1	3
3	одним и тем же	3	2
4	одного и того же	5	2
5	один и тот же	7	2
6	не говоря уже о	1	2
7	такое положение при котором	1	1
8	в том отношении что	1	1
9	он имеет в виду	1	1
10	одной и той же	4	1
11	в самом деле как	1	1
12	справедливым и в отношении	1	1
13	в собственном смысле слова	1	1
14	с этой точки зрения	4	1
15	до самого последнего времени	1	1
16	собственном смысле этого слова	4	1
17	в том смысле что	1	1
18	но для того чтобы	1	1
19	с нашей точки зрения	2	1
20	одних и тех же	1	1
21	а с другой стороны	1	1
22	уже по одному тому	1	1
23	мы должны сказать что	1	1
24	заключается в том что	13	1
25	по одному тому что	1	1
26	в том что на	1	1
