N	3gram	Propp_Russ_2	FransuaR
1	для того чтобы	6	6
2	в том что	18	6
3	в этом отношении	1	5
4	так же как	4	4
5	как мы видели	1	4
6	потому что он	1	3
7	в другом месте	1	2
8	дело в том	1	2
9	в отличие от	3	2
10	можно было бы	1	2
11	о том как	1	2
12	же как и	2	2
13	в данном случае	6	2
14	в то время	2	2
15	не может быть	3	2
16	можно сказать что	1	2
17	том что в	1	1
18	что иное как	2	1
19	ко всему что	1	1
20	потому что в	1	1
21	далеко не все	1	1
22	из земли и	2	1
23	так как оно	1	1
24	том что это	3	1
25	происходил как бы	1	1
26	между тем как	1	1
27	на самом же	2	1
28	то что в	1	1
29	но это не	1	1
30	в своей книге	2	1
31	также что в	1	1
32	мы видели что	4	1
33	вместе с тем	4	1
34	может быть и	1	1
35	в это время	1	1
36	совершенно иной характер	1	1
37	но в особенности	1	1
38	взад и вперед	1	1
39	в разные стороны	1	1
40	во всех этих	1	1
41	для этой цели	2	1
42	но вместе с	2	1
43	подтверждается и другими	1	1
44	самом же деле	2	1
45	все то что	1	1
46	как и предшествующие	1	1
47	и таким образом	1	1
48	и должна была	1	1
49	мы не можем	2	1
50	не что иное	2	1
51	с тем он	1	1
52	как и в	1	1
53	в свою очередь	1	1
54	на этом основании	1	1
55	о том что	4	1
56	в этой же	1	1
57	на некоторое время	1	1
58	в церкви и	1	1
59	в течение всего	1	1
60	тем больше она	1	1
61	не было ни	1	1
62	после того как	2	1
63	как мы уже	1	1
64	по этому поводу	2	1
65	тем не менее	2	1
66	а именно в	2	1
67	на другой день	2	1
68	в предыдущей главе	1	1
69	только тогда когда	3	1
70	это подтверждается и	1	1
