N	2gram	Vygotskiy__3	Hudozhes
1	в качестве	2	19
2	то есть	15	18
3	состоит в	3	16
4	и не	10	16
5	не только	12	15
6	и в	38	15
7	в том	25	15
8	может быть	19	13
9	в частности	1	13
10	при этом	4	12
11	и его	6	12
12	а в	7	12
13	но не	1	11
14	в этом	13	11
15	в себе	4	11
16	то же	10	10
17	представляет собой	2	10
18	как бы	14	10
19	так и	1	10
20	а не	7	10
21	но и	5	10
22	точки зрения	16	9
23	в его	5	9
24	отличие от	1	7
25	но в	3	7
26	в отличие	1	7
27	в то	3	7
28	с другой	7	7
29	с его	1	6
30	отношение к	1	6
31	том что	14	6
32	не в	12	6
33	в основе	3	6
34	в ее	7	6
35	не может	7	6
36	что в	20	6
37	в их	1	5
38	более или	1	5
39	в самом	25	5
40	то что	35	5
41	ни в	3	5
42	тем самым	1	5
43	с ее	2	5
44	можно сказать	1	5
45	того что	4	5
46	и одновременно	2	5
47	только в	4	5
48	уже не	2	5
49	между ними	1	5
50	другой стороны	5	5
51	или менее	1	5
52	в нем	4	5
53	отношения к	2	4
54	и то	8	4
55	мы имеем	1	4
56	место в	3	4
57	еще не	1	4
58	как к	2	4
59	хотя и	1	4
60	и как	8	4
61	он не	6	4
62	в другом	5	4
63	и тем	3	4
64	в слове	1	4
65	в этих	2	4
66	в своей	5	4
67	не столько	1	4
68	между тем	7	4
69	в форме	1	4
70	для него	2	4
71	со стороны	2	4
72	к которому	1	4
73	а на	1	4
74	как это	6	4
75	например в	2	4
76	к тому	6	4
77	сказать что	4	4
78	художественного произведения	1	3
79	того же	3	3
80	на деле	4	3
81	со своей	2	3
82	и ее	2	3
83	в целом	4	3
84	что можно	1	3
85	в виду	4	3
86	как говорит	1	3
87	и к	3	3
88	или иного	1	3
89	в которой	5	3
90	не следует	1	3
91	одно и	3	3
92	его в	3	3
93	это не	1	3
94	к области	1	3
95	как и	8	3
96	иначе говоря	5	3
97	с точки	9	3
98	все прочие	2	3
99	но он	2	3
100	их в	2	3
101	однако в	1	3
102	автора и	2	3
103	текст и	1	3
104	в русской	2	3
105	как раз	8	3
106	смешивать с	1	3
107	потому что	14	3
108	имеет место	2	3
109	не будет	1	3
110	мог бы	1	3
111	к его	2	3
112	если бы	14	3
113	и что	18	3
114	того или	1	3
115	в конечном	1	3
116	что он	11	3
117	далеко не	3	3
118	в рассказе	1	3
119	была бы	2	3
120	по своему	4	3
121	о чем	1	3
122	в данном	2	3
123	в той	5	3
124	и для	4	3
125	таким образом	12	3
126	в свою	4	3
127	в таком	3	3
128	и это	8	2
129	это и	1	2
130	идет о	4	2
131	между двумя	1	2
132	по преимуществу	2	2
133	и больше	2	2
134	собою в	1	2
135	совпадает с	2	2
136	на свою	1	2
137	я не	5	2
138	и на	6	2
139	я на	1	2
140	в чем	1	2
141	чем это	1	2
142	но как	2	2
143	не все	1	2
144	в своем	5	2
145	говорит что	8	2
146	в себя	1	2
147	образом и	2	2
148	все эти	4	2
149	бы не	3	2
150	всей своей	1	2
151	в этой	13	2
152	рассказ о	1	2
153	к герою	1	2
154	не как	1	2
155	в силу	2	2
156	наших глазах	2	2
157	на этом	5	2
158	могла бы	3	2
159	времени в	1	2
160	в итоге	1	2
161	в них	3	2
162	несмотря на	5	2
163	литературных произведений	1	2
164	с другими	1	2
165	от себя	1	2
166	и более	2	2
167	том и	2	2
168	вовсе не	8	2
169	даже в	1	2
170	тому что	6	2
171	дело не	2	2
172	одна из	4	2
173	и притом	1	2
174	не могло	1	2
175	вытекает из	2	2
176	этих двух	1	2
177	не принадлежит	1	2
178	не является	1	2
179	однако все	1	2
180	на наших	2	2
181	и о	3	2
182	того чтобы	9	2
183	свою очередь	2	2
184	здесь не	3	2
185	для читателя	2	2
186	роль в	1	2
187	или в	5	2
188	о том	6	2
189	в глаза	2	2
190	к действительности	1	2
191	основе своей	1	2
192	я думаю	1	2
193	именно в	1	2
194	а именно	1	2
195	мире и	1	2
196	с одной	6	2
197	из которого	1	2
198	есть в	2	2
199	что сама	1	2
200	одно из	2	2
201	не сумеет	1	2
202	и прежде	1	2
203	в одном	8	2
204	для меня	1	2
205	у него	4	2
206	для того	8	2
207	или иначе	1	2
208	а с	2	2
209	себя и	1	2
210	превращается в	1	2
