N	4gram	Bakhtin_Pr_1	Problemy
1	в то же время	7	12
2	и в то же	3	5
3	к себе самому и	1	4
4	но на самом деле	1	4
5	бы то ни было	2	4
6	бы он ни был	1	3
7	но в то же	2	3
8	из подполья не только	1	2
9	то же время не	2	2
10	какой бы то ни	1	1
11	возвышает его ум и	1	1
12	в кругозор самого героя	3	1
13	неотразимо возвышает его ум	1	1
14	изменяется сравнительно с беспорядочным	1	1
15	концу даже тон рассказа	1	1
16	о том что все	1	1
17	и во всяком случае	1	1
18	свои мысли в точку	1	1
19	в его целом то	1	1
20	в речах хромоножки в	1	1
21	отношении друг к другу	1	1
22	ум и сердце к	1	1
23	как мы уже говорили	1	1
24	и наконец в житии	1	1
25	от записок из подполья	1	1
26	тон рассказа изменяется сравнительно	1	1
27	не появляется в его	1	1
28	тем что он есть	1	1
29	но не может быть	1	1
30	во всяком случае не	1	1
31	человек из подполья не	1	1
32	по отношению к герою	1	1
33	правде правда неотразимо возвышает	1	1
34	сердце к концу даже	1	1
35	и в этом смысле	1	1
36	наконец в житии зосимы	1	1
37	даже тон рассказа изменяется	1	1
38	к концу даже тон	1	1
39	с самого начала все	1	1
40	потому что у вас	1	1
41	не входит в его	1	1
42	рассказа изменяется сравнительно с	1	1
43	сравнительно с беспорядочным началом	1	1
44	самосознание и слово героя	1	1
45	его ум и сердце	1	1
46	собрать свои мысли в	1	1
47	макара долгорукого и наконец	1	1
48	от какой бы то	1	1
49	к правде правда неотразимо	1	1
50	и по отношению к	1	1
51	его к тому что	1	1
52	у достоевского никогда не	1	1
53	и сердце к концу	1	1
54	правда неотразимо возвышает его	1	1
55	кругозор самого героя и	2	1
56	долгорукого и наконец в	1	1
57	а в то же	2	1
58	в отношении друг к	1	1
59	с беспорядочным началом его	1	1
60	в его произведениях но	1	1
61	на вопрос кто он?	2	1
