N	3gram	Bakhtin_Pr_1	EvropaiE
1	с точки зрения	13	16
2	в то же	9	15
3	то же время	9	14
4	в отношении к	1	12
5	и в то	2	8
6	в том что	6	6
7	как нам кажется	1	5
8	так же как	1	5
9	этой точки зрения	1	5
10	для того чтобы	1	5
11	бы то ни	2	4
12	не только в	2	4
13	то ни было	1	4
14	и в этом	5	4
15	того или иного	1	4
16	само по себе	3	4
17	в этом смысле	10	3
18	же как и	1	3
19	хотя бы и	2	3
20	в этом отношении	3	3
21	можно было бы	2	3
22	в известном смысле	1	3
23	друг с другом	1	3
24	во всяком случае	3	3
25	как бы ни	1	3
26	можно сказать что	1	3
27	нам кажется что	1	2
28	то что в	1	2
29	и в частности	1	2
30	в данном случае	2	2
31	дело идет о	3	2
32	но в то	5	2
33	заключается в том	1	2
34	по сравнению с	1	2
35	и только в	1	2
36	так и в	1	2
37	с другой стороны	3	2
38	не может быть	4	2
39	по себе не	1	2
40	в свою очередь	1	2
41	в одном из	1	2
42	в большинстве случаев	2	2
43	но не только	1	2
44	как мы видели	1	2
45	как и его	1	1
46	хотя и не	1	1
47	дело в том	1	1
48	что в самом	1	1
49	более или менее	1	1
50	большей или меньшей	1	1
51	дают для понимания	1	1
52	в этой концепции	1	1
53	что же касается	1	1
54	в нем и	1	1
55	в лучшем случае	2	1
56	то и другое	1	1
57	есть то что	1	1
58	от того в	1	1
59	в своей совокупности	1	1
60	но и эта	1	1
61	на этот вопрос	1	1
62	почти никогда не	1	1
63	в противном случае	1	1
64	может быть и	1	1
65	то что может	1	1
66	в которых может	1	1
67	к сожалению не	1	1
68	не могут быть	1	1
69	ни на минуту	1	1
70	то время как	1	1
71	в большей или	1	1
72	или меньшей степени	1	1
73	друг к другу	1	1
74	же время не	3	1
75	до настоящего времени	1	1
76	в полной мере	1	1
77	но если и	1	1
78	в то время	1	1
79	чтобы войти в	1	1
80	та или иная	1	1
81	именно к этой	1	1
82	выходит за пределы	1	1
83	именно потому что	2	1
84	но не в	1	1
85	к тому что	1	1
86	тех или иных	1	1
87	т е не	2	1
88	в себе в	1	1
89	независимо от того	1	1
90	и т д	1	1
