N	2gram	Voloshinov_2	VrazhdaK
1	не только	13	9
2	в этом	15	8
3	и в	19	8
4	достоевский в	1	8
5	и что	1	8
6	но и	10	7
7	и все	6	7
8	то что	4	7
9	что в	2	7
10	все же	5	6
11	но в	7	6
12	в нем	11	6
13	как и	9	6
14	в котором	3	6
15	и с	2	6
16	в начале	2	6
17	и даже	2	6
18	– это	4	6
19	то же	16	5
20	в то	8	5
21	же время	8	5
22	между тем	6	5
23	у него	2	5
24	не было	3	5
25	и не	19	5
26	в ней	3	4
27	что он	4	4
28	в истории	3	4
29	при этом	9	4
30	это не	4	4
31	несмотря на	1	4
32	в дневнике	1	4
33	все это	1	4
34	с ним	1	4
35	о том	3	4
36	у достоевского	1	4
37	уже в	2	4
38	может быть	28	4
39	как бы	19	4
40	так же	5	4
41	речь идет	1	3
42	одним из	2	3
43	он был	2	3
44	с его	8	3
45	в своем	2	3
46	и как	6	3
47	в этот	1	3
48	на то	4	3
49	его в	7	3
50	он не	3	3
51	далеко не	2	3
52	том что	10	3
53	но он	1	3
54	в русской	1	3
55	и его	16	3
56	связи с	13	3
57	по нашему	1	3
58	человека в	1	3
59	и о	2	3
60	русской литературе	1	3
61	в его	5	3
62	в том	7	3
63	и у	2	3
64	тем что	2	3
65	в связи	7	3
66	к этому	5	3
67	отношения к	2	2
68	и то	3	2
69	и он	2	2
70	столь же	3	2
71	но как	2	2
72	ответ на	2	2
73	отнюдь не	8	2
74	в той	5	2
75	его на	1	2
76	в этой	3	2
77	в себе	4	2
78	о которой	1	2
79	в нашей	1	2
80	таким образом	14	2
81	в них	1	2
82	рядом с	2	2
83	а с	2	2
84	мы знаем	2	2
85	во время	1	2
86	точки зрения	17	2
87	в своей	3	2
88	и ее	4	2
89	с точки	13	2
90	место в	2	2
91	не менее	1	2
92	одна из	7	2
93	никогда не	7	2
94	к себе	1	2
95	его с	1	2
96	и это	3	2
97	же не	1	2
98	на основе	3	2
99	так в	1	2
100	еще не	3	2
101	тем более	5	2
102	что ж	1	2
103	уже не	1	2
104	из них	1	2
105	его и	3	2
106	для него	9	2
107	к ним	1	2
108	как раз	4	2
109	и т.п	10	2
110	как же	1	2
111	о чем	2	2
112	не может	18	2
113	вместе с	2	2
114	в него	1	2
115	в это	1	2
116	но это	1	2
117	же в	1	2
118	а в	3	2
119	в свою	6	2
120	как известно	1	1
121	можно говорить	1	1
122	ко всем	2	1
123	также и	1	1
124	человека и	1	1
125	и борьбы	1	1
126	того же	5	1
127	это и	1	1
128	ему не	1	1
129	что слово	1	1
130	уже по	1	1
131	в их	5	1
132	той же	3	1
133	что уже	1	1
134	именно к	1	1
135	он как	1	1
136	совпадает с	1	1
137	говорить о	1	1
138	другие –	1	1
139	в разные	1	1
140	в составе	1	1
141	него он	1	1
142	конкретных фактов	1	1
143	слова часто	1	1
144	а следовательно	1	1
145	совершенно прав	1	1
146	совсем не	1	1
147	но не	2	1
148	же на	1	1
149	не все	1	1
150	если в	1	1
151	и т.д	4	1
152	каком направлении	1	1
153	что они	2	1
154	руку и	1	1
155	и я	1	1
156	независимо от	2	1
157	как в	1	1
158	с этим	3	1
159	дает нам	1	1
160	как нам	1	1
161	и наконец	1	1
162	не являются	1	1
163	важно как	1	1
164	себе не	1	1
165	то в	1	1
166	в самом	6	1
167	что это	2	1
168	в целом	1	1
169	что же	1	1
170	выражение в	5	1
171	тому же	2	1
172	но ведь	3	1
173	этот вывод	1	1
174	как он	1	1
175	не могла	1	1
176	да и	3	1
177	высшей степени	3	1
178	всех этих	1	1
179	в силу	1	1
180	этот процесс	1	1
181	из него	2	1
182	одно и	3	1
183	не будет	3	1
184	конечно в	3	1
185	это было	2	1
186	как тот	1	1
187	заключается в	1	1
188	было бы	4	1
189	в жизни	2	1
190	одним лишь	1	1
191	в высшей	3	1
192	соответствии с	1	1
193	этого не	1	1
194	во внимание	1	1
195	которой он	1	1
196	он и	2	1
197	с большою	1	1
198	однажды в	1	1
199	может идти	1	1
200	одного и	4	1
201	и взял	1	1
202	в этих	3	1
203	и их	4	1
204	всяком случае	2	1
205	в авторском	1	1
206	тем не	1	1
207	по крайней	2	1
208	не могли	1	1
209	рассказ у	1	1
210	времени а	1	1
211	и какая	1	1
212	полемика и	1	1
213	но они	2	1
214	что эта	1	1
215	отражает и	1	1
216	не имеет	3	1
217	в процессе	18	1
218	было не	1	1
219	как о	2	1
220	также что	1	1
221	следовательно и	2	1
222	ничего не	4	1
223	и лишь	3	1
224	вне его	1	1
225	в другую	1	1
226	такая же	1	1
227	ему и	1	1
228	это слово	1	1
229	потому что	1	1
230	– так	2	1
231	этом отношении	1	1
232	в каком	3	1
233	ли это	2	1
234	полемизирует с	1	1
235	в духе	1	1
236	могут быть	3	1
237	ли не	1	1
238	по всем	1	1
239	не есть	3	1
240	действительно можно	1	1
241	не совсем	1	1
242	свою очередь	5	1
243	но при	1	1
244	это будет	2	1
245	в ее	3	1
246	только при	1	1
247	не могло	1	1
248	роль в	1	1
249	и сам	1	1
250	так и	10	1
251	на нее	1	1
252	не с	2	1
253	ясно что	1	1
254	было в	1	1
255	нам уже	1	1
256	еще в	1	1
257	и вообще	1	1
258	во всяком	3	1
259	приближается к	1	1
260	слова тем	1	1
261	его жизни	1	1
262	до сих	3	1
263	вопросу о	1	1
264	к нему	5	1
265	во всех	6	1
266	говорить об	1	1
267	из своего	1	1
268	и повторяя	1	1
269	во всей	1	1
270	в форме	5	1
271	крайней мере	2	1
272	в другой	1	1
273	аналогично отношению	1	1
274	к которому	1	1
275	более всего	1	1
276	но с	1	1
277	проникнуть в	1	1
278	то он	1	1
279	в литературу	1	1
280	это же	2	1
281	в качестве	3	1
282	себя в	2	1
283	указания на	1	1
284	прямо в	1	1
285	и явно	1	1
286	в душе	4	1
287	говорит о	1	1
288	с различными	1	1
289	в одном	1	1
290	для правильного	1	1
291	литературу в	1	1
