N	3gram	Potebnia_M_4	Problema
1	тем не менее	4	18
2	и т д	3	10
3	то же самое	4	9
4	для того чтобы	4	8
5	в данном случае	2	8
6	на то что	4	8
7	сам по себе	4	7
8	ничего общего с	1	7
9	в таком случае	2	6
10	о том что	5	5
11	в том что	7	5
12	точно так же	1	4
13	на самом деле	3	4
14	в связи с	1	4
15	то есть в	2	4
16	в то же	3	4
17	что же касается	1	3
18	иметь в виду	1	3
19	дело в том	1	3
20	с точки зрения	3	3
21	до сих пор	4	3
22	сами по себе	2	3
23	что в нем	1	3
24	может быть и	1	3
25	сказать и о	1	3
26	во всяком случае	3	3
27	то что в	2	3
28	не только не	3	3
29	можно сказать что	4	3
30	в настоящее время	1	3
31	с другой стороны	1	3
32	о том как	1	2
33	и того же	1	2
34	в этом случае	5	2
35	что иное как	2	2
36	хотя и не	1	2
37	мы говорим что	1	2
38	так или иначе	2	2
39	же самое нужно	2	2
40	по крайней мере	5	2
41	в этих случаях	2	2
42	есть не что	1	2
43	самое нужно сказать	1	2
44	а может быть	1	2
45	нужно сказать и	1	2
46	то и другое	2	2
47	и то что	4	2
48	и в этом	4	2
49	никогда не может	1	2
50	в одно целое	1	2
51	когда мы говорим	3	2
52	не может быть	5	2
53	и как бы	2	2
54	тем и другим	3	2
55	с тем что	4	2
56	и в самом	1	2
57	что может быть	1	2
58	одного и того	1	2
59	не что иное	2	2
60	только потому что	2	2
61	подобно тому как	2	2
62	но уже и	1	1
63	таким образом что	2	1
64	а между тем	4	1
65	нужно помнить что	1	1
66	более это нужно	1	1
67	еще одно замечание	1	1
68	вместе с тем	3	1
69	и к тому	1	1
70	мы имеем дело	2	1
71	всем известно что	1	1
72	одним и тем	1	1
73	и в первом	1	1
74	при помощи слова	1	1
75	он может быть	1	1
76	внимание на то	3	1
77	в том же	2	1
78	а потом и	1	1
79	в языке и	3	1
80	никоим образом не	1	1
81	и во многих	1	1
82	противоречащие друг другу	1	1
83	не было и	2	1
84	во многих других	1	1
85	а следовательно и	1	1
86	тем более это	1	1
87	если посмотреть на	1	1
88	до известной степени	2	1
89	того что мы	1	1
90	имеем дело не	1	1
91	но есть нечто	1	1
92	что все эти	1	1
93	в этом отношении	1	1
94	того и другого	1	1
95	и т п	4	1
96	обратить внимание на	2	1
97	хотя бы оно	1	1
98	и не подозревает	1	1
99	нечто совсем другое	1	1
100	по себе может	1	1
101	во всех подобных	1	1
102	мы говорим например	1	1
103	не то что	3	1
104	не может считаться	1	1
105	не есть только	3	1
106	в это время	1	1
107	чтобы понять что	1	1
108	спрашивается как же	1	1
109	что то что	1	1
110	из себя как	1	1
111	и тем же	1	1
112	если бы мы	1	1
113	мы не знаем	1	1
114	на первый взгляд	1	1
115	а именно на	1	1
116	между собою и	2	1
117	это было бы	1	1
118	о том какое	1	1
119	не могут быть	2	1
120	это не значит	2	1
121	то что по	1	1
122	потому что то	1	1
123	значение только для	1	1
124	вовсе не то	1	1
125	он есть нечто	1	1
126	до настоящего времени	1	1
127	и так как	1	1
128	или выражаясь более	1	1
129	а не в	1	1
130	не есть ее	1	1
131	и в том	2	1
132	тем более для	1	1
133	не было бы	1	1
134	нечто другое что	1	1
135	таким образом в	1	1
136	том что такое	1	1
137	заключается в том	1	1
138	в то время	1	1
139	в том чтобы	1	1
140	даже и в	1	1
141	мы при этом	1	1
142	то и понятие	1	1
143	дело не с	1	1
144	если же мы	1	1
145	прежде всего для	1	1
146	между тем и	3	1
147	более сложное чем	1	1
148	и тем более	1	1
149	у нас в	1	1
150	бы оно и	1	1
151	и это есть	2	1
152	потому что если	1	1
153	к тому что	1	1
154	только в этом	1	1
155	в том и	2	1
156	не менее этот	1	1
157	той или другой	1	1
158	в сравнении с	1	1
159	или лучше сказать	1	1
160	как и в	1	1
161	только тогда когда	4	1
162	но еще не	1	1
163	то что никогда	1	1
