N	3gram	Trubetskoy_1	KulturaY
1	для того чтобы	5	15
2	в том что	3	15
3	с точки зрения	6	9
4	по отношению к	1	8
5	в самом деле	1	7
6	с другой стороны	1	6
7	о том что	4	5
8	в этом отношении	2	5
9	по крайней мере	5	5
10	во всяком случае	6	5
11	до сих пор	5	4
12	не в том	1	4
13	тем не менее	3	4
14	состоит в том	1	3
15	более или менее	5	3
16	в соответствии с	1	3
17	о том как	1	3
18	вместе с тем	8	3
19	не потому что	1	3
20	в связи с	3	3
21	а с другой	5	3
22	в свою очередь	1	3
23	не может быть	1	3
24	и того же	1	2
25	чуть ли не	1	2
26	на то что	2	2
27	так или иначе	3	2
28	и потому что	2	2
29	в первую очередь	1	2
30	так и в	1	2
31	обе эти категории	1	2
32	а в том	1	2
33	то же время	2	2
34	этой точки зрения	2	2
35	речь идет о	1	2
36	но все же	4	2
37	одного и того	1	2
38	в то же	2	2
39	в том виде	2	1
40	таким образом если	2	1
41	крайней мере в	1	1
42	что в этом	1	1
43	в силу этого	1	1
44	в самом этом	1	1
45	иметь в виду	1	1
46	и в смысле	1	1
47	повседневной жизни и	1	1
48	сообразно с этим	1	1
49	в настоящее время	1	1
50	ни один из	1	1
51	свидетельствует о том	1	1
52	с одной стороны	7	1
53	с представлением о	1	1
54	и в то	1	1
55	сами по себе	1	1
56	в отличие от	1	1
57	особенно важное значение	1	1
58	вследствие того что	1	1
59	но они не	1	1
60	можно только в	1	1
61	с тем чтобы	4	1
62	но для этого	1	1
63	а вместе с	1	1
64	у всех народов	1	1
65	с этой точки	2	1
66	но точно так	1	1
67	которые могли бы	1	1
68	ничего общего с	2	1
69	не является исключительно	1	1
70	в первом случае	1	1
71	вовсе уже не	1	1
72	точный отчет в	1	1
73	и вместе с	4	1
74	или иначе связанные	1	1
75	притом не только	1	1
76	все же есть	1	1
77	имеем в виду	1	1
78	еще и потому	1	1
79	так же как	3	1
80	лицом к лицу	1	1
81	как бы часть	1	1
82	иначе связанные с	1	1
83	и все же	1	1
84	но с другой	1	1
85	с тем что	1	1
86	широком смысле этого	1	1
87	что это есть	1	1
88	той или иной	2	1
89	себе точный отчет	1	1
90	мы имеем в	1	1
91	смысле этого слова	1	1
92	после того как	1	1
93	и не потому	1	1
94	с течением времени	3	1
95	таким образом в	2	1
96	таким образом была	1	1
97	на этот раз	1	1
98	точно так же	3	1
99	что и в	1	1
100	только тогда когда	1	1
101	это как не	1	1
