N	4gram	Losev_Prob_5	Dialekti
1	не что иное как	3	3
2	в то же время	1	3
3	в том смысле что	1	3
4	в то время как	3	3
5	по крайней мере в	1	2
6	или по крайней мере	1	2
7	не говоря уже о	1	2
8	по крайней мере три	1	1
9	несмотря на всю ее	1	1
10	не потому что они	1	1
11	что бы то ни	1	1
12	и вместе с тем	1	1
13	тем не менее в	1	1
14	и то и другое	1	1
15	по одному тому что	1	1
16	и как будто бы	1	1
17	во что бы то	1	1
18	в том что он	1	1
19	бы то ни стало	1	1
20	здесь в связи с	1	1
21	в связи с этим	1	1
22	и до сих пор	1	1
23	имеется в виду не	1	1
24	сам по себе а	1	1
