N	2gram	Bakhtin_Pr_5	Dialekti
1	и не	27	30
2	а не	4	18
3	ничего не	3	17
4	может быть	14	17
5	то что	10	16
6	и в	35	15
7	как бы	31	14
8	точки зрения	7	14
9	так как	4	14
10	что это	4	13
11	по себе	4	13
12	того что	3	13
13	это не	3	12
14	в этом	14	11
15	и вот	4	11
16	говорить о	3	11
17	в том	5	11
18	прежде всего	12	11
19	не может	18	11
20	и все	15	11
21	том что	3	10
22	в основе	1	10
23	потому что	8	10
24	с ее	3	10
25	это и	3	9
26	то же	15	9
27	мы не	1	9
28	было бы	3	9
29	с точки	2	9
30	в виду	3	9
31	и что	6	9
32	есть ни	1	9
33	уже не	3	9
34	и пр	1	9
35	все это	14	9
36	в чем	4	8
37	не в	10	8
38	в себе	5	8
39	не только	10	8
40	ни в	2	8
41	и это	5	8
42	и ее	1	8
43	не просто	2	7
44	что тут	2	7
45	и мы	1	7
46	он есть	2	7
47	как и	18	7
48	по крайней	1	7
49	и вообще	2	7
50	и его	14	7
51	что оно	2	7
52	только в	6	7
53	крайней мере	1	7
54	или в	2	7
55	что он	24	7
56	что в	6	7
57	перед нами	1	6
58	хотя и	2	6
59	если бы	1	6
60	в то	11	6
61	же время	10	6
62	что и	3	6
63	так что	5	6
64	вовсе не	7	6
65	и даже	5	6
66	а именно	1	6
67	нет ничего	1	6
68	в результате	1	6
69	тем более	1	6
70	сказать что	3	6
71	ни на	2	6
72	если вы	1	5
73	той же	2	5
74	в сущности	14	5
75	и на	6	5
76	быть в	2	5
77	с его	7	5
78	сама по	1	5
79	в своем	2	5
80	то в	2	5
81	в нем	16	5
82	есть не	1	5
83	в жизни	2	5
84	что такое	1	5
85	же это	1	5
86	что я	13	5
87	в ней	2	5
88	на себе	1	5
89	но что	2	5
90	но только	3	5
91	того чтобы	1	5
92	как таковой	1	5
93	я не	8	5
94	таким образом	7	5
95	о том	2	5
96	в себя	1	5
97	так и	8	5
98	можно сказать	1	5
99	не говорит	1	5
100	для того	1	5
101	и для	8	5
102	хотя бы	2	4
103	что они	6	4
104	в этой	1	4
105	и как	2	4
106	бы только	1	4
107	идеи и	1	4
108	не как	3	4
109	подобно тому	2	4
110	то ни	3	4
111	и с	12	4
112	этом смысле	3	4
113	с тем	3	4
114	она не	1	4
115	той или	4	4
116	чудо и	1	4
117	что все	2	4
118	еще не	7	4
119	только так	2	4
120	в его	21	4
121	мы должны	3	4
122	с ними	5	4
123	есть в	1	4
124	в одном	6	4
125	не о	4	4
126	как раз	4	4
127	отнюдь не	1	4
128	так же	7	4
129	в особенности	1	4
130	тому как	2	4
131	но это	6	4
132	один из	1	4
133	лишь как	1	4
134	бы в	4	4
135	или не	1	4
136	но и	14	4
137	себя как	3	3
138	отношения к	1	3
139	и то	5	3
140	и тут	2	3
141	так чтобы	4	3
142	явлений с	1	3
143	не говорят	1	3
144	надо было	2	3
145	как в	5	3
146	с этим	3	3
147	когда он	3	3
148	и наконец	7	3
