N	3gram	Vygotskiy__1	Poddanst
1	не только в	1	4
2	в том что	9	4
3	с точки зрения	2	3
4	сами по себе	1	3
5	с одной стороны	5	3
6	в том числе	1	2
7	одной стороны и	1	2
8	заключает в себе	1	2
9	в значительной мере	1	2
10	в полной мере	1	2
11	заключается в том	6	2
12	мы видим в	1	1
13	что в этом	3	1
14	идет именно о	1	1
15	есть как бы	1	1
16	более или менее	2	1
17	разных точек зрения	1	1
18	в настоящее время	2	1
19	в этом смысле	2	1
20	есть прежде всего	1	1
21	и вслед за	1	1
22	сколько бы ни	1	1
23	и в этом	1	1
24	что с точки	1	1
25	в отличие от	3	1
26	не было бы	2	1
27	с тем чтобы	1	1
28	в собственном смысле	3	1
29	совершенно ясно что	14	1
30	этого процесса нужно	1	1
31	тех пор пока	1	1
32	вместе с тем	2	1
33	и то что	1	1
34	и есть в	1	1
35	она должна была	1	1
36	и в частности	1	1
37	не в области	1	1
38	в применении к	2	1
39	так же как	4	1
40	если бы мы	1	1
41	мы все же	1	1
42	если мы не	1	1
43	по сравнению с	1	1
44	в различных формах	1	1
45	не в том	5	1
46	во всяком случае	6	1
47	с другой стороны	5	1
48	не может быть	8	1
49	что то же	1	1
50	до тех пор	1	1
51	или что то	1	1
52	теория исторического материализма	1	1
53	само по себе	5	1
54	та или иная	1	1
55	именно потому что	1	1
56	мы не только	1	1
57	как одна из	2	1
58	науки и техники	1	1
59	во многих случаях	1	1
60	в известном смысле	1	1
61	для того чтобы	5	1
62	том числе и	1	1
63	и т д	8	1
