N	2gram	Medvedev_U_1	KulturaY
1	и в	14	23
2	в том	2	22
3	не только	10	17
4	в этом	7	16
5	было бы	3	16
6	самом деле	2	14
7	может быть	6	14
8	в области	3	14
9	в самом	2	13
10	что в	1	13
11	том что	2	11
12	в его	2	11
13	того что	1	11
14	а не	10	11
15	у нас	3	10
16	и не	8	10
17	таким образом	2	9
18	хотя бы	5	9
19	прежде всего	8	9
20	если бы	2	8
21	в виду	1	8
22	уже не	1	8
23	до сих	2	8
24	сих пор	2	8
25	как на	1	8
26	должно быть	1	7
27	речи в	1	7
28	того как	1	7
29	и что	1	7
30	с другой	4	7
31	в данном	1	7
32	сказать что	1	7
33	то же	5	6
34	только в	2	6
35	так и	1	6
36	с тем	1	6
37	в их	4	6
38	ничего не	2	6
39	не может	7	6
40	могут быть	2	6
41	по себе	2	6
42	о том	1	6
43	что и	2	6
44	тот же	1	6
45	что он	2	6
46	для этого	3	6
47	независимо от	1	5
48	все же	3	5
49	что она	2	5
50	как и	3	5
51	не значит	1	5
52	не в	2	5
53	не могут	2	5
54	но также	1	5
55	тем что	2	5
56	далеко не	1	5
57	что же	1	5
58	тем более	1	5
59	но это	2	5
60	в своем	1	4
61	в своей	3	4
62	что такое	4	4
63	не столько	2	4
64	тогда когда	1	4
65	как раз	2	4
66	данном случае	1	4
67	между тем	2	4
68	с одной	1	4
69	не случайно	2	4
70	не было	1	4
71	одной стороны	1	4
72	в той	1	4
73	этом случае	1	4
74	то что	7	4
75	только как	1	4
76	в таком	1	4
77	той же	1	3
78	мы не	2	3
79	сам по	1	3
80	в ней	1	3
81	но не	2	3
82	очевидно что	3	3
83	отнюдь не	1	3
84	бы и	2	3
85	он не	1	3
86	в первую	1	3
87	и с	2	3
88	но если	1	3
89	в которых	1	3
90	установка на	1	3
91	между поэтикой	1	3
92	она не	1	3
93	в то	3	3
94	в процессе	1	3
95	должна быть	2	3
96	не есть	2	3
97	и содержание	1	3
98	но и	4	3
99	нас в	2	3
100	этих слов	1	3
101	это не	3	3
102	и только	5	3
103	и действительно	1	3
104	вопроса о	2	3
105	есть язык	1	3
106	первую очередь	1	3
107	по существу	2	3
108	но для	1	3
109	это уже	2	3
110	поэтикой и	1	3
111	формы и	2	3
112	другой стороны	3	3
113	и через	2	2
114	мы имеем	1	2
115	до крайности	1	2
116	смысле можно	1	2
117	содержания в	1	2
118	нужно будет	1	2
119	быть в	1	2
120	в различных	1	2
121	не то	1	2
122	не все	2	2
123	за пределы	1	2
124	относится к	1	2
125	более чем	2	2
126	смысле этого	2	2
127	более или	1	2
128	но в	3	2
129	он в	1	2
130	в известном	1	2
131	в россии	4	2
132	что все	2	2
133	есть конечно	1	2
134	как таковой	2	2
135	остается в	1	2
136	или менее	1	2
137	в котором	1	2
138	не как	3	2
139	не о	3	2
140	может служить	1	2
141	в пределах	1	2
142	можно сказать	1	2
143	все они	2	2
144	в качестве	1	2
145	конечно не	4	2
146	то и	1	2
147	в некоторых	2	2
148	так то	1	2
149	есть слово	1	2
150	приемов и	2	2
151	о чем	2	2
152	что мы	2	2
153	в частности	3	2
154	он будет	1	2
155	быть не	1	2
156	иначе говоря	1	2
157	материал для	2	2
158	еще раз	1	2
159	только для	1	2
160	все это	5	2
161	в большей	1	2
162	языковых фактов	1	2
163	равно как	1	2
164	в свое	1	2
165	это в	1	2
166	же как	1	1
167	и то	3	1
168	материал поэзии	1	1
169	пишет он	2	1
170	вряд ли	3	1
171	из самых	1	1
172	к созданию	1	1
173	поэзии и	1	1
174	он знает	1	1
175	именно к	1	1
176	признание что	1	1
177	реакцией против	1	1
178	также более	1	1
179	и спорить	1	1
180	литературы и	2	1
181	его работы	1	1
182	бы то	3	1
183	что научная	1	1
184	отказ от	1	1
185	в сторону	2	1
186	не входит	1	1
187	обработке мы	1	1
188	нет и	1	1
189	мы снова	1	1
190	может обойтись	1	1
191	в противном	2	1
192	литературного жанра	1	1
193	всего лишь	1	1
194	в которой	1	1
195	меньшей мере	1	1
196	мы получаем	2	1
197	формы в	3	1
198	формальный метод	11	1
199	этот анализ	1	1
200	имеем в	1	1
201	этот процесс	1	1
202	связанные с	1	1
203	главу угла	1	1
204	всех этих	2	1
205	у пушкина	1	1
206	и независимо	1	1
207	находит себе	1	1
208	или иных	2	1
209	входит в	1	1
210	смыслом этих	1	1
211	искусства в	1	1
212	этом смысле	2	1
213	метод и	1	1
214	и вы	1	1
215	этого не	1	1
216	ряда и	1	1
217	какой именно	1	1
218	на значение	1	1
219	в г	1	1
220	в кавычки	1	1
221	она в	1	1
222	признать что	1	1
223	не самый	1	1
224	формы является	1	1
225	друг другу	1	1
226	по крайней	2	1
227	речи чтобы	1	1
228	задачи и	1	1
229	слово как	1	1
230	так он	1	1
231	что с	1	1
232	по меньшей	1	1
233	пушкина но	1	1
234	этого конечно	1	1
235	о методах	1	1
236	так много	1	1
237	этого общего	1	1
238	же время	3	1
239	фактов и	2	1
240	он называет	1	1
241	в совокупности	1	1
242	же самое	2	1
243	с проблемой	2	1
244	отказаться от	1	1
245	от которой	1	1
246	то ни	3	1
247	но по	1	1
248	группы и	1	1
249	приводит к	1	1
250	смысла слов	1	1
251	поэтика есть	1	1
252	слова а	1	1
253	никогда не	1	1
254	которых нужно	1	1
255	жанра в	1	1
256	о котором	1	1
257	об искусстве	1	1
258	в словах	1	1
259	во главу	1	1
260	связаны и	1	1
261	сводится к	2	1
262	о нем	1	1
263	произведения как	1	1
264	искусства и	1	1
265	вот почему	7	1
266	тех кто	1	1
267	к простому	1	1
268	в сфере	1	1
269	в пользу	1	1
270	очевидно не	2	1
271	в конечном	4	1
272	самая попытка	1	1
273	но он	1	1
274	материал не	2	1
275	говорит он	1	1
276	тем менее	2	1
277	крайней мере	2	1
278	вообще в	1	1
279	но тут	1	1
280	себе еще	1	1
281	интереса к	2	1
282	история литературы	1	1
283	в поэтическом	1	1
284	в себе	2	1
285	которое мы	1	1
286	и так	1	1
287	от самых	1	1
288	это же	1	1
289	и др	1	1
290	точно и	1	1
291	тех или	2	1
292	в виде	1	1
293	или даже	1	1
294	конечном счете	4	1
295	конечно нет	2	1
296	для него	3	1
297	в современном	1	1
298	есть основной	1	1
299	не для	1	1
300	но что	1	1
301	само по	1	1
302	построении поэтики	1	1
303	и делает	1	1
304	как элемент	1	1
305	еще ничего	2	1
306	на лингвистику	1	1
307	именно как	2	1
308	деле есть	1	1
309	сюда же	1	1
310	и прежде	1	1
311	от смысла	1	1
312	поэзию как	1	1
313	что для	1	1
314	противном случае	2	1
315	превращается в	2	1
316	г №	1	1
317	мы и	2	1
318	сдвиг в	1	1
319	на эту	2	1
320	и слово	1	1
321	формы слова	1	1
322	если не	2	1
323	и потому	1	1
324	отсюда и	1	1
325	из которых	1	1
326	случайно и	1	1
327	своем месте	1	1
328	думается что	2	1
329	и возможностей	1	1
330	форма в	1	1
331	и стилистических	1	1
332	не внешне	1	1
333	и формы	3	1
334	при построении	1	1
335	впрочем не	1	1
336	она должна	1	1
337	и для	2	1
338	на форму	1	1
339	всего что	1	1
340	наука изучающая	1	1
341	пришлось бы	3	1
342	же в	1	1
343	в период	1	1
344	а о	2	1
345	удивительного что	1	1
346	состоит из	1	1
347	пушкин и	1	1
348	сколько угодно	2	1
349	что под	1	1
350	находящихся в	1	1
351	самое что	1	1
352	на своем	1	1
353	к этому	1	1
354	существу то	1	1
355	поэтики в	1	1
356	и эта	1	1
357	все что	1	1
