N	2gram	Vinokur_Ku_1	Myslijsy
1	потому что	23	52
2	и в	24	39
3	в языке	8	33
4	может быть	13	27
5	в том	30	26
6	только в	11	25
7	не может	7	22
8	что в	17	22
9	не только	10	21
10	так как	9	21
11	а не	8	21
12	в нем	4	20
13	но и	6	20
14	и не	12	18
15	языка и	8	17
16	язык есть	6	17
17	что язык	7	16
18	том что	21	16
19	так что	4	16
20	в этом	14	15
21	не в	11	15
22	если бы	9	14
23	по отношению	8	13
24	в себе	3	13
25	таким образом	12	13
26	так и	7	13
27	отношению к	9	13
28	было бы	15	12
29	есть только	1	11
30	точно так	1	11
31	как в	4	10
32	по себе	2	10
33	и что	5	10
34	а потому	5	10
35	то что	9	10
36	что не	5	10
37	не есть	4	10
38	речи и	5	10
39	и понимания	1	9
40	но в	2	9
41	как и	2	9
42	мысли в	1	9
43	тогда когда	6	9
44	могут быть	1	9
45	для нас	2	9
46	мысли и	1	9
47	тем что	8	9
48	но не	5	8
49	в слове	2	8
50	точки зрения	14	8
51	о происхождении	1	8
52	язык в	5	8
53	в одном	3	8
54	того что	9	8
55	со стороны	4	8
56	вместе с	7	8
57	язык как	9	7
58	в ней	6	7
59	в истории	3	7
60	же с	1	7
61	с этим	4	7
62	это не	7	7
63	в этих	4	7
64	на язык	4	7
65	должны быть	2	7
66	то и	2	7
67	себе представить	1	7
68	с другой	7	7
69	должно быть	3	7
70	и т	33	6
71	языка с	1	6
72	то же	8	6
73	все же	12	6
74	и как	2	6
75	бы не	1	6
76	при этом	6	6
77	и по	1	6
78	от нее	1	6
79	между собою	2	6
80	не менее	7	6
81	того как	4	6
82	тем не	4	6
83	что на	1	6
84	в каком	2	6
85	языка в	12	6
86	что и	4	6
87	еще не	5	6
88	по мере	3	6
89	в природе	1	6
90	как бы	7	6
91	в первом	3	5
92	то это	3	5
93	во всех	1	5
94	только тогда	3	5
95	не имеют	3	5
96	не следует	1	5
97	с тем	5	5
98	несмотря на	3	5
99	не имеет	2	5
100	и его	5	5
101	язык и	1	5
102	между тем	5	5
103	во втором	2	5
104	в его	12	5
105	языка как	5	5
106	вовсе не	10	5
107	зависит от	1	5
108	языка не	3	5
109	так же	4	5
110	и потому	4	5
111	быть только	1	5
112	но это	1	5
113	и для	2	5
114	а в	5	5
115	другой стороны	6	5
116	в таком	3	5
117	на деле	1	4
118	вопрос о	2	4
119	есть нечто	1	4
120	а только	8	4
121	субъекта и	1	4
122	увидим что	2	4
123	из этих	4	4
124	т д	14	4
125	в каждом	2	4
126	этом смысле	3	4
127	мы видели	1	4
128	том смысле	1	4
129	т п	18	4
130	тем самым	4	4
131	однако в	1	4
132	в то	2	4
133	никогда не	2	4
134	же время	2	4
135	и притом	1	4
136	не могут	2	4
137	к тому	5	4
138	свою очередь	3	4
139	есть наука	2	4
140	бы в	7	4
141	говорит он	1	4
142	слов и	1	4
143	при самом	1	4
144	в стороне	2	4
145	и других	1	4
146	для него	1	4
147	само по	1	4
148	в более	2	4
149	не было	3	4
150	и даже	3	4
151	в действительности	1	4
152	прежде всего	9	4
153	притом не	1	4
154	там где	4	4
155	что мы	1	4
156	самого себя	1	4
157	слова и	4	4
158	в смысле	2	4
159	от того	1	4
160	в свою	3	4
161	языка то	2	4
162	в своих	1	4
163	того же	4	3
164	только потому	6	3
165	но тем	1	3
166	противном случае	1	3
167	должна быть	3	3
168	что если	2	3
169	что можно	2	3
170	и то	3	3
171	язык вообще	1	3
172	вопрос об	1	3
173	история языка	7	3
174	столь же	1	3
175	тем как	1	3
176	очевидно что	3	3
177	относится к	2	3
178	в своем	3	3
179	помнить что	1	3
180	в противном	1	3
181	хотя и	3	3
182	в самом	10	3
183	что это	5	3
184	думать что	1	3
185	что слово	3	3
186	в основании	1	3
187	он не	2	3
188	прежде чем	1	3
189	так например	2	3
190	а вместе	1	3
191	не из	1	3
192	то ни	1	3
193	что все	2	3
194	той же	3	3
195	и с	5	3
196	а его	1	3
197	заключается в	2	3
198	что например	1	3
199	и тем	2	3
200	в жизни	1	3
201	в них	7	3
202	показывает что	1	3
203	в этой	3	3
204	не мог	2	3
205	не так	1	3
206	и при	2	3
207	в своей	2	3
208	и без	1	3
209	с точки	9	3
210	о языке	8	3
211	друг другу	1	3
212	с так	1	3
213	тому что	3	3
214	слова мы	1	3
215	для того	16	3
216	только из	1	3
217	не могло	1	3
218	или же	1	3
219	находятся в	1	3
220	этих последних	1	3
221	как она	1	3
222	в сознании	1	3
223	языке есть	2	3
224	мере того	3	3
225	оно не	3	3
226	для себя	1	3
227	столько же	1	3
228	когда в	2	3
229	том как	3	3
230	в словах	1	3
231	из одного	3	3
232	с ним	5	3
233	разница между	1	3
234	и во	1	3
235	мы увидим	3	3
236	но как	1	3
237	с одной	1	3
238	если мы	2	3
239	только на	1	3
240	есть уже	1	3
241	или даже	1	3
242	и понимание	1	3
243	звука в	1	3
244	одно из	2	3
245	и их	1	3
246	могло бы	1	3
247	были бы	2	3
248	нужно было	2	3
249	языка можно	1	3
250	мысли с	1	3
251	что для	1	3
252	связи с	7	3
253	все более	1	3
254	в самой	4	3
255	со словом	3	3
256	одной стороны	1	3
257	в состоянии	2	3
258	только для	1	3
259	к которому	3	3
260	и от	1	3
261	имеют для	1	3
262	об отношении	1	3
263	о котором	2	3
264	развития и	1	3
265	и все	2	3
266	сказать что	1	3
267	как на	3	3
268	во всяком	5	3
269	в применении	1	2
270	одним из	2	2
271	язык может	1	2
272	совершенно справедливо	1	2
273	и грамматических	1	2
274	связи между	1	2
275	но тогда	1	2
276	и есть	2	2
277	если б	2	2
278	и правил	1	2
279	есть не	1	2
280	в сущности	3	2
281	в некотором	1	2
282	то мы	3	2
283	то он	1	2
284	значение и	2	2
285	не все	2	2
286	тогда как	2	2
287	друг от	1	2
288	которые не	1	2
289	что именно	1	2
290	на память	1	2
291	могли бы	2	2
292	вопросом о	1	2
293	с понятием	1	2
294	мысль в	1	2
295	его к	3	2
296	необходимости и	1	2
297	в которой	6	2
298	в целом	4	2
299	языка к	1	2
300	во многих	2	2
301	на то	4	2
302	но на	1	2
303	можно себе	1	2
304	и если	3	2
305	теории и	1	2
306	по крайней	5	2
307	так сказать	5	2
308	мы можем	1	2
309	он должен	1	2
310	как увидим	1	2
311	к одному	1	2
312	и более	2	2
313	только звуки	1	2
314	из него	1	2
315	но дело	1	2
316	с этой	2	2
317	нужен для	1	2
318	но все	2	2
319	на все	1	2
320	то все	1	2
321	он есть	3	2
322	мог бы	1	2
323	известным образом	1	2
324	звуки и	1	2
325	для них	2	2
326	истории языка	5	2
327	но уже	5	2
328	бы было	1	2
329	и того	2	2
330	народа и	1	2
331	одного и	2	2
332	в г	3	2
333	но если	2	2
334	взгляд на	1	2
335	основное понятие	1	2
336	в их	3	2
337	мы называем	1	2
338	слова в	1	2
339	но он	1	2
340	доказывает что	2	2
341	том и	2	2
342	том же	2	2
343	к языку	5	2
344	дело в	1	2
345	на себе	6	2
346	что иное	1	2
347	того чтобы	17	2
348	только не	1	2
349	в разных	2	2
350	одного лица	1	2
351	из того	1	2
352	что речь	1	2
353	как будто	1	2
354	не потому	5	2
355	в живой	1	2
356	все то	1	2
357	когда мы	2	2
358	ср с	1	2
359	ничего общего	1	2
