N	2gram	Propp_Russ_1	Problemy
1	и в	36	46
2	то есть	3	40
3	и не	6	27
4	может быть	8	23
5	не может	4	19
6	как бы	5	19
7	в нем	2	17
8	в этом	12	16
9	не только	22	14
10	слова в	3	13
11	перед нами	1	12
12	как мы	10	12
13	но и	16	12
14	как и	10	12
15	и на	10	11
16	точки зрения	3	11
17	в одном	3	11
18	а не	2	11
19	в пределах	1	10
20	между ними	1	10
21	и к	3	9
22	с точки	3	9
23	и все	1	9
24	в его	2	9
25	в том	17	9
26	в большинстве	2	9
27	большинстве случаев	2	8
28	или в	2	8
29	еще не	4	7
30	в себе	1	7
31	и с	2	7
32	слова с	1	7
33	то же	3	6
34	и он	1	6
35	хотя и	2	6
36	но в	2	6
37	слово в	1	6
38	в каждом	2	6
39	ни в	1	6
40	что я	1	6
41	но это	4	6
42	на свой	1	6
43	и его	1	6
44	что он	1	6
45	только в	4	6
46	есть в	1	6
47	все это	6	6
48	мы увидим	8	6
49	к другому	2	5
50	с его	1	5
51	во всех	4	5
52	по отношению	1	5
53	при этом	6	5
54	это не	10	5
55	в жизни	2	5
56	в то	1	5
57	это слово	1	5
58	если же	1	5
59	и сам	1	5
60	о том	8	5
61	к нему	1	5
62	слово с	1	5
63	так как	15	5
64	у него	2	5
65	с другом	1	5
66	друг с	1	5
67	отношению к	1	5
68	жизни и	1	5
69	например в	2	4
70	самом деле	1	4
71	в их	4	4
72	мы не	6	4
73	на себя	2	4
74	но не	2	4
75	как в	5	4
76	все же	5	4
77	кроме того	1	4
78	все эти	2	4
79	он не	1	4
80	таким образом	6	4
81	и наконец	1	4
82	он и	1	4
83	том что	19	4
84	в этих	3	4
85	своего рода	3	4
86	том же	2	4
87	и время	1	4
88	потому что	10	4
89	приводит к	3	4
90	так и	7	4
91	по мере	1	4
92	в виду	1	4
93	и здесь	2	4
94	и других	7	4
95	можно сказать	1	4
96	уже не	6	4
97	уже в	1	4
98	к ним	3	4
99	мы можем	2	4
100	точек зрения	1	4
101	еще и	1	4
102	до конца	2	4
103	то что	6	4
104	не знает	1	4
105	что в	19	4
106	но эти	3	4
107	также и	1	3
108	и это	1	3
109	в приведенном	1	3
110	тем же	1	3
