N	2gram	Vygotskiy__5	Problemy
1	и в	30	35
2	как бы	19	31
3	и не	6	27
4	что он	17	24
5	в его	4	21
6	но в	5	19
7	как и	6	18
8	к себе	1	18
9	не может	9	18
10	к другому	2	16
11	в нем	7	16
12	то есть	13	16
13	то же	7	15
14	и все	4	15
15	в сущности	12	14
16	в этом	14	14
17	и его	6	14
18	для него	3	14
19	может быть	11	14
20	но и	6	14
21	все это	2	14
22	он не	3	13
23	к нему	1	13
24	человека из	1	13
25	и с	2	12
26	в другом	3	12
27	прежде всего	4	12
28	и к	4	12
29	в то	2	11
30	самом деле	8	10
31	не только	16	10
32	не в	8	10
33	героя и	7	10
34	то что	37	10
35	на самом	2	9
36	в отношении	2	9
37	ни одного	2	9
38	мы уже	6	8
39	все же	7	8
40	к герою	1	8
41	самого начала	3	8
42	как мы	5	8
43	с самого	3	8
44	так и	3	8
45	себя и	2	8
46	и для	6	8
47	потому что	23	8
48	еще не	5	7
49	на них	1	7
50	с его	2	7
51	себе и	2	7
52	и наконец	3	7
53	там где	4	7
54	таким образом	20	7
55	в виде	1	7
56	вовсе не	3	7
57	так же	13	7
58	что же	1	7
59	точки зрения	7	7
60	а в	4	7
61	отношению к	1	7
62	и на	3	6
63	но не	7	6
64	по отношению	2	6
65	отношение к	1	6
66	что они	5	6
67	в самом	14	6
68	что у	3	6
69	в каждом	2	6
70	к тому	8	6
71	в одном	2	6
72	и что	23	6
73	только в	5	6
74	слова в	1	6
75	и т.п	1	6
76	но это	1	6
77	от него	4	6
78	не знает	2	6
79	что в	24	6
80	и то	9	5
81	как в	3	5
82	в себе	5	5
83	на протяжении	1	5
84	от себя	1	5
85	в конце	4	5
86	даже в	1	5
87	во время	1	5
88	на него	1	5
89	да и	1	5
90	его с	2	5
91	и это	8	5
92	в том	27	5
93	с ними	1	5
94	так что	3	5
95	к самому	2	5
96	и даже	2	5
97	в романах	1	5
98	как к	1	5
99	этого слова	1	5
100	героя в	3	5
101	он как	2	4
102	он в	2	4
103	в чем	1	4
104	нет и	1	4
105	романах достоевского	1	4
106	тон и	1	4
107	та же	1	4
108	что это	8	4
109	на его	3	4
110	и вот	2	4
111	друг с	3	4
112	но все	2	4
113	же не	2	4
114	все и	1	4
115	в них	4	4
116	рядом с	5	4
117	в эту	1	4
118	в своей	4	4
119	в такой	1	4
120	но он	3	4
121	ли я	1	4
122	по себе	7	4
123	никогда не	9	4
124	он хочет	1	4
125	во всем	2	4
126	как раз	13	4
127	как будто	6	4
128	той или	2	4
129	еще в	2	4
130	между тем	1	4
131	его мысль	1	4
132	говорит он	2	4
133	тотчас же	1	4
134	все время	20	4
135	которым он	1	4
136	и так	2	4
137	только на	4	4
138	не принимает	1	4
139	так как	9	4
140	не о	1	4
141	у него	3	4
142	тем что	6	4
143	или иной	2	4
144	с другой	9	4
145	с другом	3	4
146	что не	1	4
147	до конца	2	4
148	а не	8	4
149	с которым	3	4
150	но как	1	4
151	по своему	1	4
152	в той	3	4
153	бы в	5	4
154	я в	1	4
155	тот же	3	4
156	во всяком	1	4
157	это и	2	3
158	за собой	1	3
159	в виду	4	3
160	почти на	2	3
161	это действительно	2	3
162	во всех	2	3
163	совсем не	2	3
164	для других	1	3
165	герою и	1	3
166	в одной	2	3
167	с этим	2	3
168	когда он	5	3
169	в целом	5	3
170	все эти	2	3
171	тому же	1	3
172	него и	1	3
173	одно и	3	3
174	к другу	4	3
175	было бы	5	3
176	этом смысле	2	3
177	нет в	2	3
178	с тем	8	3
179	как ты	1	3
180	в котором	2	3
181	самого героя	1	3
182	не как	3	3
183	которого он	1	3
184	но только	3	3
185	тона и	1	3
186	ничего не	2	3
187	только с	1	3
188	и т.д	1	3
189	с ее	1	3
190	в ее	3	3
191	и говорит	3	3
192	под влиянием	3	3
193	сводится к	5	3
194	и во	1	3
195	что и	3	3
