N	2gram	Bakhtin_fo_1	Myshleni
1	и речи	5	38
2	точки зрения	5	26
3	таким образом	11	26
4	в том	9	24
5	и в	50	23
6	том что	4	21
7	в целом	2	20
8	с точки	2	18
9	в этом	25	17
10	того чтобы	5	17
11	то что	6	17
12	не только	9	16
13	так же	6	16
14	того что	2	15
15	для того	5	15
16	как и	8	14
17	речи в	2	14
18	может быть	11	14
19	но и	8	14
20	в его	13	14
21	что в	5	14
22	с помощью	2	13
23	не может	6	12
24	сказать что	3	11
25	как бы	2	11
26	в отношении	3	10
27	с другой	2	10
28	прежде всего	15	10
29	и с	4	9
30	в качестве	3	9
31	одной стороны	2	9
32	вместе с	3	9
33	и не	14	9
34	не является	2	9
35	то же	11	8
36	самого начала	2	8
37	в процессе	4	8
38	в основе	5	8
39	с самого	2	8
40	и на	8	8
41	с одной	3	8
42	этой проблемы	2	8
43	мы не	3	7
44	вопрос о	2	7
45	по отношению	3	7
46	в самом	8	7
47	в этой	1	7
48	в другом	1	7
49	с тем	3	7
50	в то	9	7
51	и ее	3	7
52	так как	6	7
53	что он	1	7
54	отношению к	5	7
55	же как	2	6
56	в сущности	3	6
57	все это	4	6
58	независимо от	1	6
59	с этим	6	6
60	могли бы	1	6
61	в себе	3	6
62	лишь в	6	6
63	по сравнению	2	6
64	функции и	1	6
65	и его	16	6
66	другом месте	1	6
67	о том	1	6
68	связь между	2	6
69	только в	4	6
70	между этими	4	6
71	вопрос об	1	6
72	мы можем	1	6
73	тем что	2	6
74	именно в	3	6
75	потому что	4	6
76	сравнению с	2	5
77	из того	1	5
78	между собой	4	5
79	бы в	1	5
80	перед нами	1	5
81	и как	10	5
82	но в	10	5
83	то время	4	5
84	на то	1	5
85	он не	5	5
86	и более	1	5
87	если бы	5	5
88	по себе	2	5
89	по своей	1	5
90	как мы	14	5
91	связан с	1	5
92	и т.д	1	5
93	так и	12	5
94	слова и	2	5
95	что мы	2	5
96	и все	6	5
97	тем более	1	5
98	мы должны	2	5
99	в своих	1	5
100	функции в	1	4
101	в котором	4	4
102	высшей степени	1	4
103	время как	5	4
104	в чем	2	4
105	с его	9	4
106	но не	5	4
107	как в	6	4
108	и к	2	4
109	все эти	9	4
110	к выводу	1	4
111	при этом	3	4
112	их в	3	4
113	проблемы и	1	4
114	что все	2	4
115	было бы	2	4
116	ни в	8	4
117	в высшей	1	4
118	в своей	2	4
119	не столько	1	4
120	не в	5	4
121	и функции	1	4
122	но вместе	1	4
123	этом отношении	3	4
124	с другом	1	4
125	к тому	3	4
126	должен быть	1	4
127	для себя	7	4
128	приводит к	1	4
129	выводу что	1	4
130	во всей	3	4
131	мы видим	3	4
132	для всех	2	4
133	в одном	3	4
134	как раз	13	4
135	ее на	1	4
136	до сих	3	4
137	в теории	1	4
138	одну из	1	4
139	по существу	12	4
140	друг с	1	4
141	этого слова	1	4
142	сих пор	3	4
143	в результате	6	4
144	хотя бы	2	4
145	в свою	2	4
146	к этому	3	4
147	смысле слова	2	3
148	отношения к	3	3
149	человека и	11	3
150	и то	4	3
151	самом деле	1	3
152	приходит к	1	3
153	я не	1	3
154	мы и	4	3
155	из которых	1	3
156	в их	6	3
157	в новом	1	3
158	в своем	4	3
159	все же	6	3
160	эту проблему	1	3
161	в которой	2	3
162	что это	1	3
163	из этих	1	3
164	как он	2	3
165	всей его	2	3
166	друг другу	2	3
167	факт что	1	3
168	мы говорили	3	3
169	в которых	2	3
170	должны были	1	3
171	образом и	1	3
172	она не	1	3
173	тогда когда	2	3
174	не могло	5	3
175	ничего не	9	3
176	во всем	2	3
177	в каком	2	3
178	необходимо предполагает	1	3
179	могут быть	5	3
180	что оно	1	3
181	и это	4	3
182	свою очередь	1	3
183	об этом	2	3
184	на отдельные	1	3
185	и следовательно	4	3
186	этот вопрос	1	3
187	которое мы	1	3
188	связи с	6	3
189	уже в	2	3
190	то и	1	3
191	и других	3	3
192	всяком случае	1	3
193	мы находим	2	3
194	вовсе не	13	3
195	во всех	6	3
196	а не	3	3
197	все более	1	3
198	смысле этого	1	3
199	и основной	1	3
200	если не	1	3
201	тем и	1	3
202	и от	1	3
203	от всех	1	3
204	значение в	5	3
205	во всяком	3	3
206	и наиболее	1	2
207	связана с	1	2
208	он может	1	2
209	тех же	2	2
210	идет о	1	2
211	между двумя	6	2
212	и до	5	2
213	в зависимости	1	2
214	той же	2	2
215	есть не	3	2
216	само слово	1	2
217	зависимости от	1	2
218	первый план	1	2
219	как если	2	2
220	в ее	6	2
221	со всеми	3	2
222	к известной	1	2
223	себе и	3	2
224	идея развития	1	2
225	и я	1	2
226	работа в	1	2
227	более и	1	2
228	тех случаях	1	2
229	хотя и	3	2
230	и наконец	1	2
231	от этого	2	2
232	бы и	1	2
233	в нашем	2	2
234	нами в	1	2
235	и те	3	2
236	главным образом	1	2
237	все другие	2	2
238	из этой	1	2
239	всех этих	5	2
240	различные формы	1	2
241	он должен	2	2
242	не к	2	2
243	и вот	1	2
244	одно и	3	2
245	но все	5	2
246	значительной степени	1	2
247	том же	2	2
248	есть все	1	2
249	к другу	2	2
250	из всех	1	2
251	мышление как	1	2
252	с другими	3	2
253	ближе к	1	2
254	в них	4	2
255	нигде не	1	2
256	должно быть	1	2
257	в один	1	2
258	в научной	1	2
259	был бы	3	2
260	на первый	1	2
261	в этих	3	2
262	и при	1	2
263	из которой	1	2
264	точку зрения	2	2
265	что этот	1	2
266	этими двумя	3	2
267	не имеет	4	2
268	дело в	2	2
269	составные элементы	1	2
270	и отношений	1	2
271	никогда не	2	2
272	же время	9	2
273	своей природе	1	2
274	начиная с	1	2
275	про себя	1	2
276	бы он	1	2
277	целом в	1	2
278	опыта и	1	2
279	о судьбе	1	2
280	в конце	9	2
281	данном случае	1	2
282	с собой	1	2
283	ясно что	2	2
284	и поэтому	1	2
285	все прочие	1	2
286	в значительной	2	2
287	от них	1	2
288	наконец в	1	2
289	в ту	1	2
290	один из	3	2
291	человека с	1	2
292	уже не	2	2
293	или даже	1	2
294	одно из	3	2
295	для него	2	2
296	эти три	1	2
297	и даже	2	2
298	на ее	1	2
299	в основу	3	2
300	если мы	2	2
301	месте и	1	2
302	в стороне	2	2
303	которых мы	1	2
304	своей структуре	1	2
305	связей и	1	2
306	в частности	6	2
307	и потому	3	2
308	его на	2	2
309	о чем	1	2
310	в данном	2	2
311	всего в	1	2
312	в течение	2	2
313	в словах	1	2
314	там где	2	2
315	действительность в	1	2
316	относящихся к	1	2
317	а в	3	2
318	между ними	3	2
319	с ней	1	2
320	жизни и	8	2
321	ее в	2	2
322	все основные	1	2
323	можно назвать	2	2
324	попытка в	1	1
325	ту же	2	1
326	и т	8	1
327	лежат в	2	1
