N	3gram	Propp_Isto_7	Analitik
1	о том что	5	6
2	в том что	4	6
3	в данном случае	3	5
4	состоит в том	1	4
5	по отношению к	1	4
6	с одной стороны	4	4
7	в этом случае	1	4
8	обращает на себя	1	3
9	в самом начале	1	3
10	тем не менее	4	3
11	как и в	2	3
12	в ответ на	3	2
13	и он же	1	2
14	с точки зрения	1	2
15	можно было бы	1	2
16	тогда как в	1	2
17	не только в	5	2
18	не знаю что	2	2
19	с другой стороны	8	2
20	не в состоянии	1	1
21	сказать что в	1	1
22	в тех случаях	4	1
23	а не с	1	1
24	между прочим и	2	1
25	более или менее	1	1
26	этой связи особую	1	1
27	никак не может	1	1
28	с первых слов	1	1
29	ли он в	1	1
30	прямо говорит о	1	1
31	но и на	1	1
32	не имеет никаких	1	1
33	но и в	2	1
34	этих случаях оказывается	1	1
35	во всех этих	6	1
36	на этот вопрос	2	1
37	одна из них	1	1
38	с этой точки	3	1
39	то и другое	1	1
40	в этой связи	1	1
41	не хотелось бы	1	1
42	в таких случаях	1	1
43	в противоречие с	1	1
44	данном случае это	1	1
45	ответ на вопрос	2	1
46	и тот же	1	1
47	это не так	1	1
48	имеем дело с	1	1
49	в связи с	1	1
50	не говорит о	1	1
51	в таких условиях	1	1
52	этой точки зрения	3	1
53	а в том	2	1
54	всех этих случаях	6	1
55	не может быть	3	1
56	ответ на этот	1	1
57	другой стороны и	2	1
58	а не его	1	1
59	не только на	1	1
60	в самом деле	1	1
61	во второй половине	1	1
62	и должны быть	1	1
63	в этих случаях	10	1
64	тех случаях когда	3	1
65	то что она	1	1
66	в том-то и	2	1
67	к тому что	1	1
68	сама по себе	1	1
69	дело не в	3	1
70	он не только	1	1
71	точно так же	2	1
72	потому что я	1	1
73	то же самое	1	1
